"set_name","description","element"
"CC","Master set of all commodities","ccott"
"CC","Master set of all commodities","cteas"
"CC","Master set of all commodities","cothr"
"CC","Master set of all commodities","cfodr"
"CC","Master set of all commodities","cgrss"
"CC","Master set of all commodities","c-shrimp"
"CC","Master set of all commodities","c-Crust"
"CC","Master set of all commodities","c-Mllsc"
"CC","Master set of all commodities","c-Salmon"
"CC","Master set of all commodities","c-FrshD"
"CC","Master set of all commodities","c-Tuna"
"CC","Master set of all commodities","c-OPelag"
"CC","Master set of all commodities","c-ODmrsl"
"CC","Master set of all commodities","c-OMarn"
"H","Set of household types","Urban"
"H","Set of household types","rural"
"YRS","Set of years defined by the start-end years","2000"
"YRS","Set of years defined by the start-end years","2001"
"YRS","Set of years defined by the start-end years","2002"
"YRS","Set of years defined by the start-end years","2003"
"YRS","Set of years defined by the start-end years","2004"
"YRS","Set of years defined by the start-end years","2005"
"YRS","Set of years defined by the start-end years","2006"
"YRS","Set of years defined by the start-end years","2007"
"YRS","Set of years defined by the start-end years","2008"
"YRS","Set of years defined by the start-end years","2009"
"YRS","Set of years defined by the start-end years","2010"
"YRS","Set of years defined by the start-end years","2011"
"YRS","Set of years defined by the start-end years","2012"
"YRS","Set of years defined by the start-end years","2013"
"YRS","Set of years defined by the start-end years","2014"
"YRS","Set of years defined by the start-end years","2015"
"YRS","Set of years defined by the start-end years","2016"
"YRS","Set of years defined by the start-end years","2017"
"YRS","Set of years defined by the start-end years","2018"
"YRS","Set of years defined by the start-end years","2019"
"YRS","Set of years defined by the start-end years","2020"
"YRS","Set of years defined by the start-end years","2021"
"YRS","Set of years defined by the start-end years","2022"
"YRS","Set of years defined by the start-end years","2023"
"YRS","Set of years defined by the start-end years","2024"
"YRS","Set of years defined by the start-end years","2025"
"YRS","Set of years defined by the start-end years","2026"
"YRS","Set of years defined by the start-end years","2027"
"YRS","Set of years defined by the start-end years","2028"
"YRS","Set of years defined by the start-end years","2029"
"YRS","Set of years defined by the start-end years","2030"
"YRS","Set of years defined by the start-end years","2031"
"YRS","Set of years defined by the start-end years","2032"
"YRS","Set of years defined by the start-end years","2033"
"YRS","Set of years defined by the start-end years","2034"
"YRS","Set of years defined by the start-end years","2035"
"YRS","Set of years defined by the start-end years","2036"
"YRS","Set of years defined by the start-end years","2037"
"YRS","Set of years defined by the start-end years","2038"
"YRS","Set of years defined by the start-end years","2039"
"YRS","Set of years defined by the start-end years","2040"
"YRS","Set of years defined by the start-end years","2041"
"YRS","Set of years defined by the start-end years","2042"
"YRS","Set of years defined by the start-end years","2043"
"YRS","Set of years defined by the start-end years","2044"
"YRS","Set of years defined by the start-end years","2045"
"YRS","Set of years defined by the start-end years","2046"
"YRS","Set of years defined by the start-end years","2047"
"YRS","Set of years defined by the start-end years","2048"
"YRS","Set of years defined by the start-end years","2049"
"YRS","Set of years defined by the start-end years","2050"
"YRS","Set of years defined by the start-end years","2051"
"YRS","Set of years defined by the start-end years","2052"
"YRS","Set of years defined by the start-end years","2053"
"YRS","Set of years defined by the start-end years","2054"
"YRS","Set of years defined by the start-end years","2055"
"YRS","Set of years defined by the start-end years","2056"
"YRS","Set of years defined by the start-end years","2057"
"YRS","Set of years defined by the start-end years","2058"
"YRS","Set of years defined by the start-end years","2059"
"YRS","Set of years defined by the start-end years","2060"
"YRS","Set of years defined by the start-end years","2061"
"YRS","Set of years defined by the start-end years","2062"
"YRS","Set of years defined by the start-end years","2063"
"YRS","Set of years defined by the start-end years","2064"
"YRS","Set of years defined by the start-end years","2065"
"YRS","Set of years defined by the start-end years","2066"
"YRS","Set of years defined by the start-end years","2067"
"YRS","Set of years defined by the start-end years","2068"
"YRS","Set of years defined by the start-end years","2069"
"YRS","Set of years defined by the start-end years","2070"
"YRS","Set of years defined by the start-end years","2071"
"YRS","Set of years defined by the start-end years","2072"
"YRS","Set of years defined by the start-end years","2073"
"YRS","Set of years defined by the start-end years","2074"
"YRS","Set of years defined by the start-end years","2075"
"YRS","Set of years defined by the start-end years","2076"
"YRS","Set of years defined by the start-end years","2077"
"YRS","Set of years defined by the start-end years","2078"
"YRS","Set of years defined by the start-end years","2079"
"YRS","Set of years defined by the start-end years","2080"
"YRS","Set of years defined by the start-end years","2081"
"YRS","Set of years defined by the start-end years","2082"
"YRS","Set of years defined by the start-end years","2083"
"YRS","Set of years defined by the start-end years","2084"
"YRS","Set of years defined by the start-end years","2085"
"YRS","Set of years defined by the start-end years","2086"
"YRS","Set of years defined by the start-end years","2087"
"YRS","Set of years defined by the start-end years","2088"
"YRS","Set of years defined by the start-end years","2089"
"YRS","Set of years defined by the start-end years","2090"
"YRS","Set of years defined by the start-end years","2091"
"YRS","Set of years defined by the start-end years","2092"
"YRS","Set of years defined by the start-end years","2093"
"YRS","Set of years defined by the start-end years","2094"
"YRS","Set of years defined by the start-end years","2095"
"YRS","Set of years defined by the start-end years","2096"
"YRS","Set of years defined by the start-end years","2097"
"YRS","Set of years defined by the start-end years","2098"
"YRS","Set of years defined by the start-end years","2099"
"YRS","Set of years defined by the start-end years","2100"
"JJ","Set of activities without Oilmeals","jbeef"
"JJ","Set of activities without Oilmeals","jpork"
"JJ","Set of activities without Oilmeals","jlamb"
"JJ","Set of activities without Oilmeals","jpoul"
"JJ","Set of activities without Oilmeals","jeggs"
"JJ","Set of activities without Oilmeals","jmilk"
"JJ","Set of activities without Oilmeals","jbarl"
"JJ","Set of activities without Oilmeals","jmaiz"
"JJ","Set of activities without Oilmeals","jmill"
"JJ","Set of activities without Oilmeals","jrice"
"JJ","Set of activities without Oilmeals","jrice2"
"JJ","Set of activities without Oilmeals","jrice3"
"JJ","Set of activities without Oilmeals","jsorg"
"JJ","Set of activities without Oilmeals","jwhea"
"JJ","Set of activities without Oilmeals","jocer"
"JJ","Set of activities without Oilmeals","jcass"
"JJ","Set of activities without Oilmeals","jpota"
"JJ","Set of activities without Oilmeals","jswpt"
"JJ","Set of activities without Oilmeals","jyams"
"JJ","Set of activities without Oilmeals","jorat"
"JJ","Set of activities without Oilmeals","jbean"
"JJ","Set of activities without Oilmeals","jchkp"
"JJ","Set of activities without Oilmeals","jcowp"
"JJ","Set of activities without Oilmeals","jlent"
"JJ","Set of activities without Oilmeals","jpigp"
"JJ","Set of activities without Oilmeals","jopul"
"JJ","Set of activities without Oilmeals","jbana"
"JJ","Set of activities without Oilmeals","jplnt"
"JJ","Set of activities without Oilmeals","jsubf"
"JJ","Set of activities without Oilmeals","jtemf"
"JJ","Set of activities without Oilmeals","jvege"
"JJ","Set of activities without Oilmeals","jsugc"
"JJ","Set of activities without Oilmeals","jsugb"
"JJ","Set of activities without Oilmeals","jsugr"
"JJ","Set of activities without Oilmeals","jsugrc"
"JJ","Set of activities without Oilmeals","jsugrb"
"JJ","Set of activities without Oilmeals","jgrnd"
"JJ","Set of activities without Oilmeals","jgdnt"
"JJ","Set of activities without Oilmeals","jgdol"
"JJ","Set of activities without Oilmeals","jrpsd"
"JJ","Set of activities without Oilmeals","jrpnt"
"JJ","Set of activities without Oilmeals","jrpol"
"JJ","Set of activities without Oilmeals","jsoyb"
"JJ","Set of activities without Oilmeals","jsbnt"
"JJ","Set of activities without Oilmeals","jsbol"
"JJ","Set of activities without Oilmeals","jsnfl"
"JJ","Set of activities without Oilmeals","jsfnt"
"JJ","Set of activities without Oilmeals","jsfol"
"JJ","Set of activities without Oilmeals","jpalm"
"JJ","Set of activities without Oilmeals","jplol"
"JJ","Set of activities without Oilmeals","jpkol"
"JJ","Set of activities without Oilmeals","jtols"
"JJ","Set of activities without Oilmeals","jtont"
"JJ","Set of activities without Oilmeals","jtool"
"JJ","Set of activities without Oilmeals","jgdoln"
"JJ","Set of activities without Oilmeals","jrpoln"
"JJ","Set of activities without Oilmeals","jsboln"
"JJ","Set of activities without Oilmeals","jsfoln"
"JJ","Set of activities without Oilmeals","jtooln"
"JJ","Set of activities without Oilmeals","jgdolt"
"JJ","Set of activities without Oilmeals","jrpolt"
"JJ","Set of activities without Oilmeals","jsbolt"
"JJ","Set of activities without Oilmeals","jsfolt"
"JJ","Set of activities without Oilmeals","jtoolt"
"JJ","Set of activities without Oilmeals","jcoco"
"JJ","Set of activities without Oilmeals","jcafe"
"JJ","Set of activities without Oilmeals","jcott"
"JJ","Set of activities without Oilmeals","jteas"
"JJ","Set of activities without Oilmeals","jothr"
"JJ","Set of activities without Oilmeals","jfodr"
"JJ","Set of activities without Oilmeals","jpstr"
"JJ","Set of activities without Oilmeals","Shrimp"
"JJ","Set of activities without Oilmeals","Crust"
"JJ","Set of activities without Oilmeals","Mllscs"
"JJ","Set of activities without Oilmeals","Salmon"
"JJ","Set of activities without Oilmeals","ODmrsl"
"JJ","Set of activities without Oilmeals","Tuna"
"JJ","Set of activities without Oilmeals","Cobswf"
"JJ","Set of activities without Oilmeals","Eelstg"
"JJ","Set of activities without Oilmeals","Tilapia"
"JJ","Set of activities without Oilmeals","Pangas"
"JJ","Set of activities without Oilmeals","Carp"
"JJ","Set of activities without Oilmeals","Mullet"
"JJ","Set of activities without Oilmeals","OFrshD"
"JJ","Set of activities without Oilmeals","OCarp"
"JJ","Set of activities without Oilmeals","OPelag"
"JJ","Set of activities without Oilmeals","OMarn"
"FCTR","Set of factors of production","air"
"FCTR","Set of factors of production","arf"
"FCTR","Set of factors of production","gir"
"FCTR","Set of factors of production","grf"
"FCTR","Set of factors of production","flbr"
"FCTR","Set of factors of production","fert"
"FCTR","Set of factors of production","Urban"
"FCTR","Set of factors of production","LGA"
"FCTR","Set of factors of production","LGH"
"FCTR","Set of factors of production","LGT"
"FCTR","Set of factors of production","Mixed_arid"
"FCTR","Set of factors of production","Mixed_humid"
"FCTR","Set of factors of production","Mixed_temperate"
"FCTR","Set of factors of production","Other"
"SSP","Subset of population projections","SSP1"
"SSP","Subset of population projections","SSP2"
"SSP","Subset of population projections","SSP3"
"SSP","Subset of population projections","SSP4"
"SSP","Subset of population projections","SSP5"
"YRPER","Subset for 5 year periods used for output aggregation","2000-2005"
"YRPER","Subset for 5 year periods used for output aggregation","2005-2010"
"YRPER","Subset for 5 year periods used for output aggregation","2010-2015"
"YRPER","Subset for 5 year periods used for output aggregation","2015-2020"
"YRPER","Subset for 5 year periods used for output aggregation","2020-2025"
"YRPER","Subset for 5 year periods used for output aggregation","2025-2030"
"YRPER","Subset for 5 year periods used for output aggregation","2030-2035"
"YRPER","Subset for 5 year periods used for output aggregation","2035-2040"
"YRPER","Subset for 5 year periods used for output aggregation","2040-2045"
"YRPER","Subset for 5 year periods used for output aggregation","2045-2050"
"MOD","Read in set of models used for generating SSP projections","OECD"
"MOD","Read in set of models used for generating SSP projections","IIASA"
"PROJ","Read in set of SSP projections","SSP1"
"PROJ","Read in set of SSP projections","SSP2"
"PROJ","Read in set of SSP projections","SSP3"
"PROJ","Read in set of SSP projections","SSP4"
"PROJ","Read in set of SSP projections","SSP5"
"SCENARIO","","OECD_ssp1"
"SCENARIO","","OECD_ssp2"
"SCENARIO","","OECD_ssp3"
"SCENARIO","","OECD_ssp4"
"SCENARIO","","OECD_ssp5"
"SCENARIO","","IIASA_ssp1"
"SCENARIO","","IIASA_ssp2"
"SCENARIO","","IIASA_ssp3"
"SCENARIO","","IIASA_ssp4"
"SCENARIO","","IIASA_ssp5"
"SCENARIO","","I2base"
"SCENARIO","","I2pess"
"SCENARIO","","I2opt"
"SCENARIO","","I2SSP2"
"SCENARIO","","I2SSP3"
