"J","FPU","LND","RIQFPU","Val"
"jpota","BRT_BGD","air","ARA",252.971772175431
"jpota","BRT_BGD","air","YLD",23.4489510998938
"jpota","BRT_BGD","arf","QS",1367.10573451037
"jpota","BRT_BGD","arf","ARA",100.466752333865
"jpota","BRT_BGD","arf","YLD",13.6075438167573
"jpota","BRT_BTN","air","QS",0.057013636114828
"jpota","BRT_BTN","air","ARA",0.00526945277152374
"jpota","BRT_BTN","air","YLD",10.8196502724023
"jpota","BRT_BTN","arf","QS",38.3520198077723
"jpota","BRT_BTN","arf","ARA",3.55839712933602
"jpota","BRT_BTN","arf","YLD",10.777891959161
"jpota","BRT_CHM","air","QS",145.704502675334
"jpota","BRT_CHM","air","ARA",7.10621065857484
"jpota","BRT_CHM","air","YLD",20.5038254107367
"jpota","BRT_CHM","arf","QS",1790.11752589609
"jpota","BRT_CHM","arf","ARA",93.3100241730501
"jpota","BRT_CHM","arf","YLD",19.1846218212975
"jpota","BRT_IND","air","QS",686.714818151712
"jpota","BRT_IND","air","ARA",23.3351165374237
"jpota","BRT_IND","air","YLD",29.4283860571424
"jpota","BRT_IND","arf","QS",3394.25829910291
"jpota","BRT_IND","arf","ARA",179.318379758855
"jpota","BRT_IND","arf","YLD",18.9286692399712
"jpota","CAF_AGO","air","QS",0.787408704384883
"jpota","CAF_AGO","air","ARA",0.107801569847611
"jpota","CAF_AGO","air","YLD",7.30424153839287
"jpota","CAF_AGO","arf","QS",463.963921133193
"jpota","CAF_AGO","arf","ARA",63.9374389505029
"jpota","CAF_AGO","arf","YLD",7.25652964442899
"jpota","CAF_CAF","air","QS",0.00222647015692418
"jpota","CAF_CAF","air","ARA",0.00207352103998157
"jpota","CAF_CAF","air","YLD",1.07376299251054
"jpota","CAF_CAF","arf","QS",0.00215919379100272
"jpota","CAF_CAF","arf","ARA",0.00202577150650357
"jpota","CAF_CAF","arf","YLD",1.06586245490708
"jpota","CAF_CMR","air","QS",0.518331010146383
"jpota","CAF_CMR","air","ARA",0.0487788192578927
"jpota","CAF_CMR","air","YLD",10.626149177699
"jpota","CAF_CMR","arf","QS",320.923491622441
"jpota","CAF_CMR","arf","ARA",30.4120767703411
"jpota","CAF_CMR","arf","YLD",10.5525016935186
"jpota","CAF_COG","air","QS",0.0107802591482251
"jpota","CAF_COG","air","ARA",0.00124541619295944
"jpota","CAF_COG","air","YLD",8.6559490788443
"jpota","CAF_COG","arf","QS",0.0110581444049229
"jpota","CAF_COG","arf","ARA",0.00128220226483511
"jpota","CAF_COG","arf","YLD",8.62433697724358
"jpota","CAF_NAM","air","QS",0.0230186606045367
"jpota","CAF_NAM","air","ARA",0.00188603036373717
"jpota","CAF_NAM","air","YLD",12.2048197352057
"jpota","CAF_NAM","arf","QS",0.0216679508842947
"jpota","CAF_NAM","arf","ARA",0.00179545162396019
"jpota","CAF_NAM","arf","YLD",12.0682454459576
"jpota","CAL_USA","air","QS",610.387849598844
"jpota","CAL_USA","air","ARA",11.8758112910188
"jpota","CAL_USA","air","YLD",51.397570628329
"jpota","CAL_USA","arf","QS",29.7274711680988
"jpota","CAL_USA","arf","ARA",0.579433006683926
"jpota","CAL_USA","arf","YLD",51.3044145314193
"jpota","CAN_CAN","air","QS",91.8243560953347
"jpota","CAN_CAN","air","ARA",1.94827030439771
"jpota","CAN_CAN","air","YLD",47.131219876454
"jpota","CAN_CAN","arf","QS",3111.10600341089
"jpota","CAN_CAN","arf","ARA",78.6143903314084
"jpota","CAN_CAN","arf","YLD",39.5742559383295
"jpota","CAU_AUS","air","QS",22.501288773151
"jpota","CAU_AUS","air","ARA",0.452306061734518
"jpota","CAU_AUS","air","YLD",49.747926629288
"jpota","CAU_AUS","arf","QS",174.894554210721
"jpota","CAU_AUS","arf","ARA",4.37239446913265
"jpota","CAU_AUS","arf","YLD",39.9997199350165
"jpota","CAV_IND","air","QS",700.869324126754
"jpota","CAV_IND","air","ARA",23.8252334154118
"jpota","CAV_IND","air","YLD",29.4171021079434
"jpota","CAV_IND","arf","QS",463.912629535325
"jpota","CAV_IND","arf","ARA",20.9369151011962
"jpota","CAV_IND","arf","YLD",22.15764009612
"jpota","CHC_CHL","air","QS",347.141024245679
"jpota","CHC_CHL","air","ARA",8.33609827256006
"jpota","CHC_CHL","air","YLD",41.643106030595
"jpota","CHC_CHL","arf","QS",757.418033954352
"jpota","CHC_CHL","arf","ARA",30.6795686891099
"jpota","CHC_CHL","arf","YLD",24.6880274501124
"jpota","CHJ_CHM","air","QS",273.082284963435
"jpota","CHJ_CHM","air","ARA",7.01790039815593
"jpota","CHJ_CHM","air","YLD",38.9122486029001
"jpota","CHJ_CHM","arf","QS",33770.1171379804
"jpota","CHJ_CHM","arf","ARA",1824.14580884145
"jpota","CHJ_CHM","arf","YLD",18.5128387074652
"jpota","CHO_IND","air","QS",2346.99040259488
"jpota","CHO_IND","air","ARA",58.4181201744459
"jpota","CHO_IND","air","YLD",40.175726223069
"jpota","CHO_IND","arf","QS",7073.59169849339
"jpota","CHO_IND","arf","ARA",234.073994686623
"jpota","CHO_IND","arf","YLD",30.2194684546802
"jpota","CHU_KAZ","air","QS",5.38238690142093
"jpota","CHU_KAZ","air","ARA",0.130433003351076
"jpota","CHU_KAZ","air","YLD",41.2655291462819
"jpota","CHU_KAZ","arf","QS",77.5299905106047
"jpota","CHU_KAZ","arf","ARA",3.53489048150149
"jpota","CHU_KAZ","arf","YLD",21.9327843157599
"jpota","CHU_KGZ","air","QS",854.867745416115
"jpota","CHU_KGZ","air","ARA",44.2915381446028
"jpota","CHU_KGZ","air","YLD",19.3009270218873
"jpota","CHU_KGZ","arf","QS",134.819676422168
"jpota","CHU_KGZ","arf","ARA",9.35712972161523
"jpota","CHU_KGZ","arf","YLD",14.4082299201999
"jpota","COB_CAN","air","QS",10.3306316707836
"jpota","COB_CAN","air","ARA",0.239447901996201
"jpota","COB_CAN","air","YLD",43.1435464026221
"jpota","COB_CAN","arf","QS",149.953811436156
"jpota","COB_CAN","arf","ARA",3.49042670111213
"jpota","COB_CAN","arf","YLD",42.9614555115502
"jpota","COB_USA","air","QS",8613.29591131184
"jpota","COB_USA","air","ARA",152.565752362082
"jpota","COB_USA","air","YLD",56.4562870628397
"jpota","COB_USA","arf","QS",103.114248778174
"jpota","COB_USA","arf","ARA",2.03375963047182
"jpota","COB_USA","arf","YLD",50.7012958823713
"jpota","COL_USA","air","QS",368.637696969749
"jpota","COL_USA","air","ARA",6.87250702196024
"jpota","COL_USA","air","YLD",53.6394791292046
"jpota","COL_USA","arf","QS",29.7696801024239
"jpota","COL_USA","arf","ARA",0.580253586120614
"jpota","COL_USA","arf","YLD",51.3046033915175
"jpota","CON_AGO","air","QS",0.778983351004034
"jpota","CON_AGO","air","ARA",0.106644129050503
"jpota","CON_AGO","air","YLD",7.30451228717087
"jpota","CON_AGO","arf","QS",11.7958227738801
"jpota","CON_AGO","arf","ARA",1.62659162918047
"jpota","CON_AGO","arf","YLD",7.25186491942249
"jpota","CON_CAF","air","QS",0.00215221156661695
"jpota","CON_CAF","air","ARA",0.00200427202392678
"jpota","CON_CAF","air","YLD",1.07381210779979
"jpota","CON_CAF","arf","QS",1.36746417193184
"jpota","CON_CAF","arf","ARA",1.28288541905466
"jpota","CON_CAF","arf","YLD",1.06592853237003
"jpota","CON_COD","air","QS",0.157752549157992
"jpota","CON_COD","air","ARA",0.0342330722822854
"jpota","CON_COD","air","YLD",4.60819139623714
"jpota","CON_COD","arf","QS",57.4974661778678
"jpota","CON_COD","arf","ARA",12.789474878153
"jpota","CON_COD","arf","YLD",4.49568623619449
"jpota","CON_COG","air","QS",0.0107289522293006
"jpota","CON_COG","air","ARA",0.00123549128493787
"jpota","CON_COG","air","YLD",8.68395622057354
"jpota","CON_COG","arf","QS",7.07974874595834
"jpota","CON_COG","arf","ARA",0.820903569162755
"jpota","CON_COG","arf","YLD",8.62433666012566
"jpota","CRB_CRB","air","QS",0.000228286095175695
"jpota","CRB_CRB","air","ARA",1.51809223587073E-5
"jpota","CRB_CRB","air","YLD",15.0376959832587
"jpota","CRB_CRB","arf","QS",0.148901770101301
"jpota","CRB_CRB","arf","ARA",0.00998481885412388
"jpota","CRB_CRB","arf","YLD",14.9128163742101
"jpota","CRI_CRI","air","QS",0.104936538341282
"jpota","CRI_CRI","air","ARA",0.00442652407796502
"jpota","CRI_CRI","air","YLD",23.7063069110253
"jpota","CRI_CRI","arf","QS",69.509874153996
"jpota","CRI_CRI","arf","ARA",2.92524015403279
"jpota","CRI_CRI","arf","YLD",23.7621085770234
"jpota","CUB_CUB","air","QS",0.153403199930379
"jpota","CUB_CUB","air","ARA",0.00803873211172521
"jpota","CUB_CUB","air","YLD",19.0830093350948
"jpota","CUB_CUB","arf","QS",101.736509640212
"jpota","CUB_CUB","arf","ARA",5.33929469913217
"jpota","CUB_CUB","arf","YLD",19.0542975005196
"jpota","DAN_AUT","air","QS",1.23013687214922
"jpota","DAN_AUT","air","ARA",0.0355166424879085
"jpota","DAN_AUT","air","YLD",34.6355056666185
"jpota","DAN_AUT","arf","QS",780.349020824912
"jpota","DAN_AUT","arf","ARA",22.7178167671394
"jpota","DAN_AUT","arf","YLD",34.3496485081992
"jpota","DAN_BGR","air","QS",33.7959132718007
"jpota","DAN_BGR","air","ARA",1.30274752661354
"jpota","DAN_BGR","air","YLD",25.9420283526866
"jpota","DAN_BGR","arf","QS",153.005731324359
"jpota","DAN_BGR","arf","ARA",8.7005855651223
"jpota","DAN_BGR","arf","YLD",17.5856820416441
"jpota","DAN_CZE","air","QS",1.04455670942084
"jpota","DAN_CZE","air","ARA",0.0352585077871624
"jpota","DAN_CZE","air","YLD",29.6256641298122
"jpota","DAN_CZE","arf","QS",674.231980025803
"jpota","DAN_CZE","arf","ARA",22.7580745458017
"jpota","DAN_CZE","arf","YLD",29.6260555201574
"jpota","DAN_DEU","air","QS",34.8300419082346
"jpota","DAN_DEU","air","ARA",0.611137702052399
"jpota","DAN_DEU","air","YLD",56.9921341643037
"jpota","DAN_DEU","arf","QS",1700.07041260424
"jpota","DAN_DEU","arf","ARA",37.1705739951309
"jpota","DAN_DEU","arf","YLD",45.7369964969316
"jpota","DAN_HRV","air","QS",0.21896370058817
"jpota","DAN_HRV","air","ARA",0.0137689570791302
"jpota","DAN_HRV","air","YLD",15.9027077599113
"jpota","DAN_HRV","arf","QS",134.98937463412
"jpota","DAN_HRV","arf","ARA",8.48289763329359
"jpota","DAN_HRV","arf","YLD",15.9131207836713
"jpota","DAN_HUN","air","QS",0.370268346324348
"jpota","DAN_HUN","air","ARA",0.0142106439964698
"jpota","DAN_HUN","air","YLD",26.0557048939042
"jpota","DAN_HUN","arf","QS",236.129157900471
"jpota","DAN_HUN","arf","ARA",9.06245618797375
"jpota","DAN_HUN","arf","YLD",26.0557571813505
"jpota","DAN_MDA","air","QS",29.5834006530917
"jpota","DAN_MDA","air","ARA",2.75480930277117
"jpota","DAN_MDA","air","YLD",10.7388197881184
"jpota","DAN_MDA","arf","QS",157.806777648594
"jpota","DAN_MDA","arf","ARA",19.6228578064004
"jpota","DAN_MDA","arf","YLD",8.04198752319972
"jpota","DAN_OBN","air","QS",13.8474230203027
"jpota","DAN_OBN","air","ARA",0.752743322165643
"jpota","DAN_OBN","air","YLD",18.3959426972578
"jpota","DAN_OBN","arf","QS",1170.9006254575
"jpota","DAN_OBN","arf","ARA",71.0609240944069
"jpota","DAN_OBN","arf","YLD",16.4774190651098
"jpota","DAN_ROU","air","QS",450.500248344116
"jpota","DAN_ROU","air","ARA",16.6376992724853
"jpota","DAN_ROU","air","YLD",27.077076040744
"jpota","DAN_ROU","arf","QS",1001.69857658583
"jpota","DAN_ROU","arf","ARA",72.1389654614014
"jpota","DAN_ROU","arf","YLD",13.8856798150481
"jpota","DAN_SVK","air","QS",16.1836387235292
"jpota","DAN_SVK","air","ARA",0.385628875419515
"jpota","DAN_SVK","air","YLD",41.9668747728589
"jpota","DAN_SVK","arf","QS",133.169081406427
"jpota","DAN_SVK","arf","ARA",5.88103785482544
"jpota","DAN_SVK","arf","YLD",22.6438061943711
"jpota","DAN_SVN","air","QS",0.107853572775189
"jpota","DAN_SVN","air","ARA",0.00436342409940611
"jpota","DAN_SVN","air","YLD",24.7176461233435
"jpota","DAN_SVN","arf","QS",70.6193165026048
"jpota","DAN_SVN","arf","ARA",2.85896996009656
"jpota","DAN_SVN","arf","YLD",24.7009648538664
"jpota","DAN_TUR","air","QS",32.5562039100859
"jpota","DAN_TUR","air","ARA",0.644210629380169
"jpota","DAN_TUR","air","YLD",50.5365829517747
"jpota","DAN_TUR","arf","QS",95.7815275748007
"jpota","DAN_TUR","arf","ARA",2.85064942000402
"jpota","DAN_TUR","arf","YLD",33.5998972383864
"jpota","DAN_UKR","air","QS",34.579873117026
"jpota","DAN_UKR","air","ARA",1.36935584771107
"jpota","DAN_UKR","air","YLD",25.2526566960864
"jpota","DAN_UKR","arf","QS",358.210500647428
"jpota","DAN_UKR","arf","ARA",29.686430837089
"jpota","DAN_UKR","arf","YLD",12.0664724773816
"jpota","DNI_BLR","air","QS",77.8772845292676
"jpota","DNI_BLR","air","ARA",3.48171401453022
"jpota","DNI_BLR","air","YLD",22.3675133007084
"jpota","DNI_BLR","arf","QS",3604.27593226844
"jpota","DNI_BLR","arf","ARA",171.651617284298
"jpota","DNI_BLR","arf","YLD",20.997622913735
"jpota","DNI_RUS","air","QS",27.677531625569
"jpota","DNI_RUS","air","ARA",1.38392759737662
"jpota","DNI_RUS","air","YLD",19.9992627345786
"jpota","DNI_RUS","arf","QS",958.098740652688
"jpota","DNI_RUS","arf","ARA",57.0496874389158
"jpota","DNI_RUS","arf","YLD",16.7941102513233
"jpota","DNI_UKR","air","QS",1178.34536491517
"jpota","DNI_UKR","air","ARA",26.9983862332138
"jpota","DNI_UKR","air","YLD",43.6450295486756
"jpota","DNI_UKR","arf","QS",15199.7855539703
"jpota","DNI_UKR","arf","ARA",871.806033885166
"jpota","DNI_UKR","arf","YLD",17.4348249073629
"jpota","DOM_DOM","air","QS",90.6545011891791
"jpota","DOM_DOM","air","ARA",3.36627403050163
"jpota","DOM_DOM","air","YLD",26.9302202874049
"jpota","DOM_DOM","arf","QS",0.145048708095722
"jpota","DOM_DOM","arf","ARA",0.00539271881681264
"jpota","DOM_DOM","arf","YLD",26.8971390912336
"jpota","EAC_BDI","air","QS",42.8681920018436
"jpota","EAC_BDI","air","ARA",3.66595682219927
"jpota","EAC_BDI","air","YLD",11.6935888994258
"jpota","EAC_BDI","arf","QS",349.066842394887
"jpota","EAC_BDI","arf","ARA",36.0923770197604
"jpota","EAC_BDI","arf","YLD",9.67148387604881
"jpota","EAC_COD","air","QS",0.162381693205867
"jpota","EAC_COD","air","ARA",0.0345597146840116
"jpota","EAC_COD","air","YLD",4.69858315355218
"jpota","EAC_COD","arf","QS",37.0551898221669
"jpota","EAC_COD","arf","ARA",7.91635298769455
"jpota","EAC_COD","arf","YLD",4.68084102360857
"jpota","EAC_RWA","air","QS",10.1951536853297
"jpota","EAC_RWA","air","ARA",0.985939256264952
"jpota","EAC_RWA","air","YLD",10.3405495019563
"jpota","EAC_RWA","arf","QS",892.698447601055
"jpota","EAC_RWA","arf","ARA",111.579396335369
"jpota","EAC_RWA","arf","YLD",8.0005671021728
"jpota","EAC_TZA","air","QS",18.1796576415923
"jpota","EAC_TZA","air","ARA",1.68636337387756
"jpota","EAC_TZA","air","YLD",10.7803916541372
"jpota","EAC_TZA","arf","QS",640.782790668283
"jpota","EAC_TZA","arf","ARA",72.9484238946387
"jpota","EAC_TZA","arf","YLD",8.78405257382644
"jpota","EAU_AUS","air","QS",57.0256146444051
"jpota","EAU_AUS","air","ARA",1.0473724794987
"jpota","EAU_AUS","air","YLD",54.4463557718254
"jpota","EAU_AUS","arf","QS",449.841237918501
"jpota","EAU_AUS","arf","ARA",10.2751573403579
"jpota","EAU_AUS","arf","YLD",43.7794987480776
"jpota","EGH_IND","air","QS",719.027135680525
"jpota","EGH_IND","air","ARA",24.4342447096228
"jpota","EGH_IND","air","YLD",29.427025235503
"jpota","EGH_IND","arf","QS",472.119043669632
"jpota","EGH_IND","arf","ARA",21.3049991017787
"jpota","EGH_IND","arf","YLD",22.1600123714728
"jpota","ELB_DEU","air","QS",253.140176329383
"jpota","ELB_DEU","air","ARA",4.85468899217408
"jpota","ELB_DEU","air","YLD",52.143438382449
"jpota","ELB_DEU","arf","QS",6896.95700423452
"jpota","ELB_DEU","arf","ARA",161.2074693949
"jpota","ELB_DEU","arf","YLD",42.7831106717486
"jpota","ELB_DNK","air","QS",575.08577951445
"jpota","ELB_DNK","air","ARA",10.923760349131
"jpota","ELB_DNK","air","YLD",52.645404250396
"jpota","ELB_DNK","arf","QS",2018.47208312135
"jpota","ELB_DNK","arf","ARA",48.4762399051821
"jpota","ELB_DNK","arf","YLD",41.6383796901206
"jpota","EME_CYP","air","QS",27.7140620275907
"jpota","EME_CYP","air","ARA",0.889175194834124
"jpota","EME_CYP","air","YLD",31.1682806589772
"jpota","EME_CYP","arf","QS",64.3079357152954
"jpota","EME_CYP","arf","ARA",2.97082477973456
"jpota","EME_CYP","arf","YLD",21.6464922986947
"jpota","EME_EGY","air","QS",161.637101479666
"jpota","EME_EGY","air","ARA",5.81801729792686
"jpota","EME_EGY","air","YLD",27.7821624107687
"jpota","EME_EGY","arf","QS",10.6491061622216
"jpota","EME_EGY","arf","ARA",0.383393603755293
"jpota","EME_EGY","arf","YLD",27.7759098167391
"jpota","EME_ISR","air","QS",422.29753851766
"jpota","EME_ISR","air","ARA",11.1549493325352
"jpota","EME_ISR","air","YLD",37.8574143125834
"jpota","EME_ISR","arf","QS",83.8844022439128
"jpota","EME_ISR","arf","ARA",3.27971730107077
"jpota","EME_ISR","arf","YLD",25.5767173032036
"jpota","EME_JOR","air","QS",138.083704663996
"jpota","EME_JOR","air","ARA",3.34277624444919
"jpota","EME_JOR","air","YLD",41.3080908102326
"jpota","EME_JOR","arf","QS",22.6515545424216
"jpota","EME_JOR","arf","ARA",0.864223693244085
"jpota","EME_JOR","arf","YLD",26.2102910617888
"jpota","EME_LBN","air","QS",527.911258266816
"jpota","EME_LBN","air","ARA",17.3225897257772
"jpota","EME_LBN","air","YLD",30.4753080586586
"jpota","EME_LBN","arf","QS",128.040082798247
"jpota","EME_LBN","arf","ARA",6.13541045732823
"jpota","EME_LBN","arf","YLD",20.869032917808
"jpota","EME_PSE","air","QS",0.111933791770518
"jpota","EME_PSE","air","ARA",0.00293658051658238
"jpota","EME_PSE","air","YLD",38.1170518357819
"jpota","EME_PSE","arf","QS",71.5820333920315
"jpota","EME_PSE","arf","ARA",1.87806338197223
"jpota","EME_PSE","arf","YLD",38.1148123535961
"jpota","EME_SYR","air","QS",258.693053051691
"jpota","EME_SYR","air","ARA",11.3553964299832
"jpota","EME_SYR","air","YLD",22.7815078625198
"jpota","EME_SYR","arf","QS",0.92251163429997
"jpota","EME_SYR","arf","ARA",0.0406129913244483
"jpota","EME_SYR","arf","YLD",22.7146931121184
"jpota","EME_TUR","air","QS",584.283294817159
"jpota","EME_TUR","air","ARA",11.5614357067449
"jpota","EME_TUR","air","YLD",50.537261083958
"jpota","EME_TUR","arf","QS",1598.32423036706
"jpota","EME_TUR","arf","ARA",47.7227341012014
"jpota","EME_TUR","arf","YLD",33.4918830714441
"jpota","FNP_FNP","air","QS",0.899865905796337
"jpota","FNP_FNP","air","ARA",0.0313029414038003
"jpota","FNP_FNP","air","YLD",28.7470079628711
"jpota","FNP_FNP","arf","QS",571.800546584709
"jpota","FNP_FNP","arf","ARA",19.9986971094588
"jpota","FNP_FNP","arf","YLD",28.5918899343829
"jpota","GAN_BGD","air","QS",1700.6552704537
"jpota","GAN_BGD","air","ARA",60.8660461035351
"jpota","GAN_BGD","air","YLD",27.940951964595
"jpota","GAN_BGD","arf","QS",782.578992476286
"jpota","GAN_BGD","arf","ARA",39.0230077990202
"jpota","GAN_BGD","arf","YLD",20.0542971086902
"jpota","GAN_CHM","air","QS",147.244059804203
"jpota","GAN_CHM","air","ARA",7.18126286627986
"jpota","GAN_CHM","air","YLD",20.503922853959
"jpota","GAN_CHM","arf","QS",1800.17693977546
"jpota","GAN_CHM","arf","ARA",93.8383456487077
"jpota","GAN_CHM","arf","YLD",19.183809425995
"jpota","GAN_IND","air","QS",24574.9824206401
"jpota","GAN_IND","air","ARA",849.033114621338
"jpota","GAN_IND","air","YLD",28.9446689386201
"jpota","GAN_IND","arf","QS",7937.73008112245
"jpota","GAN_IND","arf","ARA",398.028354406504
"jpota","GAN_IND","arf","YLD",19.9426246729541
"jpota","GAN_NPL","air","QS",32.4626211176633
"jpota","GAN_NPL","air","ARA",1.64510032674105
"jpota","GAN_NPL","air","YLD",19.7329126923048
"jpota","GAN_NPL","arf","QS",3273.59831491908
"jpota","GAN_NPL","arf","ARA",193.401235529379
"jpota","GAN_NPL","arf","YLD",16.9264601953476
"jpota","GBA_USA","air","QS",397.210887806703
"jpota","GBA_USA","air","ARA",7.72809669026515
"jpota","GBA_USA","air","YLD",51.3982813267667
"jpota","GBA_USA","arf","QS",29.7787948995656
"jpota","GBA_USA","arf","ARA",0.580430425079861
"jpota","GBA_USA","arf","YLD",51.3046760005187
"jpota","GEO_GEO","air","QS",165.452165898748
"jpota","GEO_GEO","air","ARA",11.2906350002253
"jpota","GEO_GEO","air","YLD",14.6539291984415
"jpota","GEO_GEO","arf","QS",48.6814893721876
"jpota","GEO_GEO","arf","ARA",4.97603173001965
"jpota","GEO_GEO","arf","YLD",9.7831951268517
"jpota","GLA_CAN","air","QS",9.51965227708995
"jpota","GLA_CAN","air","ARA",0.238175386210883
"jpota","GLA_CAN","air","YLD",39.969085086992
"jpota","GLA_CAN","arf","QS",385.102342654227
"jpota","GLA_CAN","arf","ARA",12.9737316775706
"jpota","GLA_CAN","arf","YLD",29.6832362673265
"jpota","GLA_USA","air","QS",472.856693505178
"jpota","GLA_USA","air","ARA",11.6172972728368
"jpota","GLA_USA","air","YLD",40.7028142949219
"jpota","GLA_USA","arf","QS",132.018449678244
"jpota","GLA_USA","arf","ARA",3.61163079763028
"jpota","GLA_USA","arf","YLD",36.5536947367008
"jpota","GOD_IND","air","QS",702.824260772661
"jpota","GOD_IND","air","ARA",23.8860391575759
"jpota","GOD_IND","air","YLD",29.4240604788488
"jpota","GOD_IND","arf","QS",461.214535451412
"jpota","GOD_IND","arf","ARA",20.8164043439453
"jpota","GOD_IND","arf","YLD",22.1563017239123
"jpota","GRC_GRC","air","QS",84.367000334874
"jpota","GRC_GRC","air","ARA",2.60677212948008
"jpota","GRC_GRC","air","YLD",32.3645474726251
"jpota","GRC_GRC","arf","QS",324.086724276274
"jpota","GRC_GRC","arf","ARA",11.1598942828734
"jpota","GRC_GRC","arf","YLD",29.0403041517727
"jpota","GTM_GTM","air","QS",121.730610126881
"jpota","GTM_GTM","air","ARA",4.46677921452303
"jpota","GTM_GTM","air","YLD",27.2524349829276
"jpota","GTM_GTM","arf","QS",487.982803877649
"jpota","GTM_GTM","arf","ARA",19.8392205413363
"jpota","GTM_GTM","arf","YLD",24.596873796574
"jpota","HAI_CHM","air","QS",1476.32028328603
"jpota","HAI_CHM","air","ARA",47.7037294090618
"jpota","HAI_CHM","air","YLD",30.9476911254991
"jpota","HAI_CHM","arf","QS",4864.98602013251
"jpota","HAI_CHM","arf","ARA",263.430852133959
"jpota","HAI_CHM","arf","YLD",18.4677913794948
"jpota","HND_HND","air","QS",27.1204141271034
"jpota","HND_HND","air","ARA",1.80413856404282
"jpota","HND_HND","air","YLD",15.0323343603556
"jpota","HND_HND","arf","QS",0.0429617505725183
"jpota","HND_HND","arf","ARA",0.0028614372287494
"jpota","HND_HND","arf","YLD",15.0140461376799
"jpota","HOA_ETH","air","QS",632.21658688846
"jpota","HOA_ETH","air","ARA",34.7595748915715
"jpota","HOA_ETH","air","YLD",18.1882715441885
"jpota","HOA_ETH","arf","QS",158.587893116556
"jpota","HOA_ETH","arf","ARA",14.8280643048257
"jpota","HOA_ETH","arf","YLD",10.6951177076393
"jpota","HOA_KEN","air","QS",3.01340790900169
"jpota","HOA_KEN","air","ARA",0.323164707562289
"jpota","HOA_KEN","air","YLD",9.32468131106447
"jpota","HOA_KEN","arf","QS",1935.64684580519
"jpota","HOA_KEN","arf","ARA",207.512167527138
"jpota","HOA_KEN","arf","YLD",9.32787155987877
"jpota","HTI_HTI","air","QS",0.0532520180013421
"jpota","HTI_HTI","air","ARA",0.00418990463185797
"jpota","HTI_HTI","air","YLD",12.7096014540379
"jpota","HTI_HTI","arf","QS",34.9082299983516
"jpota","HTI_HTI","arf","ARA",2.74981012334259
"jpota","HTI_HTI","arf","YLD",12.6947783419745
"jpota","HUA_CHM","air","QS",654.913814540888
"jpota","HUA_CHM","air","ARA",9.56990486652588
"jpota","HUA_CHM","air","YLD",68.4347257026222
"jpota","HUA_CHM","arf","QS",1855.24136015683
"jpota","HUA_CHM","arf","ARA",96.7238195232955
"jpota","HUA_CHM","arf","YLD",19.1808116067005
"jpota","HUN_CHM","air","QS",4504.65963990984
"jpota","HUN_CHM","air","ARA",146.055319824871
"jpota","HUN_CHM","air","YLD",30.8421469708271
"jpota","HUN_CHM","arf","QS",13115.229135299
"jpota","HUN_CHM","arf","ARA",914.563654127424
"jpota","HUN_CHM","arf","YLD",14.3404224256125
"jpota","HWI_USA","air","QS",29.8856869916733
"jpota","HWI_USA","air","ARA",0.581088279623569
"jpota","HWI_USA","air","YLD",51.4305451334062
"jpota","HWI_USA","arf","QS",29.6790185347331
"jpota","HWI_USA","arf","ARA",0.578499978377803
"jpota","HWI_USA","arf","YLD",51.3034047433457
"jpota","IEC_IND","air","QS",717.320345625496
"jpota","IEC_IND","air","ARA",24.3910614255224
"jpota","IEC_IND","air","YLD",29.4091484216798
"jpota","IEC_IND","arf","QS",465.729819908862
"jpota","IEC_IND","arf","ARA",21.0188183197102
"jpota","IEC_IND","arf","YLD",22.1577546760622
"jpota","IND_CHM","air","QS",147.240258029328
"jpota","IND_CHM","air","ARA",7.17923114878955
"jpota","IND_CHM","air","YLD",20.5091958982478
"jpota","IND_CHM","arf","QS",143.581860499936
"jpota","IND_CHM","arf","ARA",7.05086981063717
"jpota","IND_CHM","arf","YLD",20.3637089261418
"jpota","IND_IND","air","QS",728.560407648685
"jpota","IND_IND","air","ARA",24.7465156999693
"jpota","IND_IND","air","YLD",29.440928835472
"jpota","IND_IND","arf","QS",473.864760809923
"jpota","IND_IND","arf","ARA",21.3858063499283
"jpota","IND_IND","arf","YLD",22.1579094590235
"jpota","IND_PAK","air","QS",6011.86369635125
"jpota","IND_PAK","air","ARA",237.938455848056
"jpota","IND_PAK","air","YLD",25.2664651240333
"jpota","IND_PAK","arf","QS",9.76739451738742
"jpota","IND_PAK","arf","ARA",0.390182103602765
"jpota","IND_PAK","arf","YLD",25.0329126507846
"jpota","INE_IDN","air","QS",241.892012188334
"jpota","INE_IDN","air","ARA",13.0263321169873
"jpota","INE_IDN","air","YLD",18.5694645289205
"jpota","INE_IDN","arf","QS",2.09912716031213
"jpota","INE_IDN","arf","ARA",0.113404011828192
"jpota","INE_IDN","arf","YLD",18.5101666728715
"jpota","INW_IDN","air","QS",1135.73984324089
"jpota","INW_IDN","air","ARA",57.9059973309273
"jpota","INW_IDN","air","YLD",19.6135097501256
"jpota","INW_IDN","arf","QS",2.07562055847484
"jpota","INW_IDN","arf","ARA",0.112126331639388
"jpota","INW_IDN","arf","YLD",18.5114462243381
"jpota","IRL_IRL","air","QS",50.4109524414731
"jpota","IRL_IRL","air","ARA",0.799006719156756
"jpota","IRL_IRL","air","YLD",63.092025677425
"jpota","IRL_IRL","arf","QS",308.383312362547
