"JJJ","CTY","RIQ","Val"
"jcowp","ZAF","QD",5.61077506555472
"jcowp","ZAF","QF",4.96303656237314
"jcowp","ZAF","QW",0.299734249478595
"jcowp","ZAF","QL",0.0493400510598479
"jcowp","ZAF","QSD",0.298664202643133
"jcowp","ZAF","QM",0.994588159677366
"jcowp","ZAF","QN",-0.994588159677366
"jcowp","ZAF","ARA",10.6046667098999
"jcowp","ZAF","YLD",0.435297688475956
"jcowp","ZMB","QS",10.3088103659461
"jcowp","ZMB","QD",8.7743554928227
"jcowp","ZMB","QL",8.7743554928227
"jcowp","ZMB","QE",1.53445487312336
"jcowp","ZMB","QN",1.53445487312336
"jcowp","ZMB","ARA",22.4073336919149
"jcowp","ZMB","YLD",0.460064124883619
"jcowp","ZWE","QS",30.6046627587586
"jcowp","ZWE","QD",2.26245639640042
"jcowp","ZWE","QF",2.12488582259041
"jcowp","ZWE","QW",0.069090462435679
"jcowp","ZWE","QL",0.0684801113743304
"jcowp","ZWE","QE",28.3422063623582
"jcowp","ZWE","QN",28.3422063623582
"jcowp","ZWE","ARA",77.4033330281575
"jcowp","ZWE","YLD",0.395392053047966
"jlent","AFG","QD",1.31214715892312
"jlent","AFG","QF",0.787950293879604
"jlent","AFG","QL",0.52419686504352
"jlent","AFG","QM",1.31214715892312
"jlent","AFG","QN",-1.31214715892312
"jlent","AGO","QD",0.238237972520246
"jlent","AGO","QF",0.233847973140423
"jlent","AGO","QL",0.00438999937982254
"jlent","AGO","QM",0.238237972520246
"jlent","AGO","QN",-0.238237972520246
"jlent","ALB","QD",0.59548686098961
"jlent","ALB","QF",0.398125459973577
"jlent","ALB","QL",0.197361401016033
"jlent","ALB","QM",0.59548686098961
"jlent","ALB","QN",-0.59548686098961
"jlent","ARG","QS",42.3849844753026
"jlent","ARG","QD",44.7184811536047
"jlent","ARG","QF",40.898863692178
"jlent","ARG","QW",1.28320135215008
"jlent","ARG","QSD",2.53641610927662
"jlent","ARG","QM",2.33349667830204
"jlent","ARG","QN",-2.33349667830204
"jlent","ARG","ARA",33.8563334147135
"jlent","ARG","YLD",1.25190710866767
"jlent","ARM","QS",0.168967731885292
"jlent","ARM","QD",2.96637351025023
"jlent","ARM","QF",2.76637950935349
"jlent","ARM","QW",0.199994000896738
"jlent","ARM","QM",2.79740577836494
"jlent","ARM","QN",-2.79740577836494
"jlent","ARM","ARA",0.13533333192269
"jlent","ARM","YLD",1.24853005157529
"jlent","AUS","QS",817.998903889946
"jlent","AUS","QD",22.2481547360914
"jlent","AUS","QW",22.2481547360914
"jlent","AUS","QE",737.63144255803
"jlent","AUS","QN",737.63144255803
"jlent","AUS","QST",58.1193065958249
"jlent","AUS","ARA",496.151011149089
"jlent","AUS","YLD",1.64868938187883
"jlent","AUT","QD",2.0382253592695
"jlent","AUT","QF",1.65079075240883
"jlent","AUT","QW",0.0530228413972907
"jlent","AUT","QL",0.334411765463382
"jlent","AUT","QM",2.0382253592695
"jlent","AUT","QN",-2.0382253592695
"jlent","AZE","QS",0.727490248981403
"jlent","AZE","QD",10.0256133412561
"jlent","AZE","QF",6.49811696048485
"jlent","AZE","QW",0.0707524410145276
"jlent","AZE","QL",3.45674393975673
"jlent","AZE","QM",9.29812309227471
"jlent","AZE","QN",-9.29812309227471
"jlent","AZE","ARA",0.562333325544993
"jlent","AZE","YLD",1.29369933442295
"jlent","BDI","QD",0.219318766007018
"jlent","BDI","QF",0.141659050604829
"jlent","BDI","QL",0.0776597154021891
"jlent","BDI","QM",0.219318766007018
"jlent","BDI","QN",-0.219318766007018
"jlent","BEN","QD",0.0194433217832263
"jlent","BEN","QF",0.01617332217156
"jlent","BEN","QL",0.00326999961166627
"jlent","BEN","QM",0.0194433217832263
"jlent","BEN","QN",-0.0194433217832263
"jlent","BFA","QD",0.392037724313166
"jlent","BFA","QF",0.392037724313166
"jlent","BFA","QM",0.392037724313166
"jlent","BFA","QN",-0.392037724313166
"jlent","BGD","QS",185.802847463005
"jlent","BGD","QD",638.430005084542
"jlent","BGD","QF",618.210376478703
"jlent","BGD","QW",12.9247753589747
"jlent","BGD","QL",3.15084611878266
"jlent","BGD","QSD",4.14400712808195
"jlent","BGD","QM",452.627157621537
"jlent","BGD","QN",-452.627157621537
"jlent","BGD","ARA",143.90266418457
"jlent","BGD","YLD",1.29117030956907
"jlent","BGR","QD",3.75084937759557
"jlent","BGR","QF",1.77001124946095
"jlent","BGR","QW",0.0988246461812221
"jlent","BGR","QL",1.8820134819534
"jlent","BGR","QM",3.75084937759557
"jlent","BGR","QN",-3.75084937759557
"jlent","BLR","QD",0.306636987876723
"jlent","BLR","QF",0.247707149182985
"jlent","BLR","QL",0.0589298386937375
"jlent","BLR","QM",0.306636987876723
"jlent","BLR","QN",-0.306636987876723
"jlent","BLT","QD",0.712232313173424
"jlent","BLT","QF",0.432921042510697
"jlent","BLT","QL",0.279311270662727
"jlent","BLT","QM",0.712232313173424
"jlent","BLT","QN",-0.712232313173424
"jlent","BLX","QD",4.63414458944747
"jlent","BLX","QF",4.52434838435406
"jlent","BLX","QL",0.10979620509341
"jlent","BLX","QM",4.63414458944747
"jlent","BLX","QN",-4.63414458944747
"jlent","BLZ","QD",0.0035233329924518
"jlent","BLZ","QF",0.0035233329924518
"jlent","BLZ","QM",0.0035233329924518
"jlent","BLZ","QN",-0.0035233329924518
"jlent","BOL","QD",1.75570773032951
"jlent","BOL","QF",1.75570773032951
"jlent","BOL","QM",1.75570773032951
"jlent","BOL","QN",-1.75570773032951
"jlent","BRA","QD",17.7335250750741
"jlent","BRA","QF",17.7335250750741
"jlent","BRA","QM",17.7335250750741
"jlent","BRA","QN",-17.7335250750741
"jlent","BTN","QS",0.0360200495970764
"jlent","BTN","QD",2.28391145644413
"jlent","BTN","QF",2.09807993865725
"jlent","BTN","QW",0.0965385050738074
"jlent","BTN","QL",0.0892930127130652
"jlent","BTN","QM",2.24789140684705
"jlent","BTN","QN",-2.24789140684705
"jlent","BTN","ARA",0.0603333331334094
"jlent","BTN","YLD",0.597017398614936
"jlent","BWA","QD",0.0691998164467798
"jlent","BWA","QF",0.0691998164467798
"jlent","BWA","QM",0.0691998164467798
"jlent","BWA","QN",-0.0691998164467798
"jlent","CAF","QD",0.137119316820414
"jlent","CAF","QF",0.137119316820414
"jlent","CAF","QM",0.137119316820414
"jlent","CAF","QN",-0.137119316820414
"jlent","CAN","QS",2437.3455417731
"jlent","CAN","QD",323.295553793511
"jlent","CAN","QF",116.288128156198
"jlent","CAN","QW",53.6058396674249
"jlent","CAN","QL",36.1488665768179
"jlent","CAN","QSD",117.252719393071
"jlent","CAN","QE",2114.04998797959
"jlent","CAN","QN",2114.04998797959
"jlent","CAN","ARA",1698.19999186198
"jlent","CAN","YLD",1.43525235746862
"jlent","CHL","QS",0.723976259085212
"jlent","CHL","QD",24.5569776912244
"jlent","CHL","QF",23.8750733276816
"jlent","CHL","QW",0.0660526796679125
"jlent","CHL","QL",0.533246038560755
"jlent","CHL","QSD",0.0826056453141113
"jlent","CHL","QM",23.8330014321392
"jlent","CHL","QN",-23.8330014321392
"jlent","CHL","ARA",1.28699998060862
"jlent","CHL","YLD",0.562530124315032
"jlent","CHM","QS",166.802474439456
"jlent","CHM","QD",177.064826726945
"jlent","CHM","QF",0.607343101464068
"jlent","CHM","QW",9.05786517806634
"jlent","CHM","QL",155.491185322432
"jlent","CHM","QSD",11.9084331249828
"jlent","CHM","QM",10.2623522874891
"jlent","CHM","QN",-10.2623522874891
"jlent","CHM","ARA",65.5576680501302
"jlent","CHM","YLD",2.54436253455365
"jlent","CHP","QD",3.09455670488662
"jlent","CHP","QF",2.18032803651713
"jlent","CHP","QW",0.0342464387799173
"jlent","CHP","QL",0.879982229589576
"jlent","CHP","QM",3.09455670488662
"jlent","CHP","QN",-3.09455670488662
"jlent","CIV","QD",0.104159634748953
"jlent","CIV","QF",0.0963429705562316
"jlent","CIV","QL",0.00781666419272169
"jlent","CIV","QM",0.104159634748953
"jlent","CIV","QN",-0.104159634748953
"jlent","CMR","QD",0.00268999973058001
"jlent","CMR","QL",0.00268999973058001
"jlent","CMR","QM",0.00268999973058001
"jlent","CMR","QN",-0.00268999973058001
"jlent","COD","QD",0.162129244342288
"jlent","COD","QF",0.0803029626313736
"jlent","COD","QL",0.0818262817109143
"jlent","COD","QM",0.162129244342288
"jlent","COD","QN",-0.162129244342288
"jlent","COG","QD",0.0237333125663599
"jlent","COG","QF",0.0237333125663599
"jlent","COG","QM",0.0237333125663599
"jlent","COG","QN",-0.0237333125663599
"jlent","COL","QS",1.31027724364669
"jlent","COL","QD",83.6550312266321
"jlent","COL","QF",79.0132121288921
"jlent","COL","QW",0.0894720183846525
"jlent","COL","QL",4.33273167667017
"jlent","COL","QSD",0.219615402685172
"jlent","COL","QM",82.3447539829854
"jlent","COL","QN",-82.3447539829854
"jlent","COL","ARA",4.54233328501383
"jlent","COL","YLD",0.288459071898045
"jlent","CRB","QD",3.4054994279759
"jlent","CRB","QF",3.07615377524279
"jlent","CRB","QL",0.329345652733109
"jlent","CRB","QM",3.4054994279759
"jlent","CRB","QN",-3.4054994279759
"jlent","CRI","QD",1.23226162896054
"jlent","CRI","QF",1.01069051951979
"jlent","CRI","QL",0.221571109440758
"jlent","CRI","QM",1.23226162896054
"jlent","CRI","QN",-1.23226162896054
"jlent","CUB","QD",0.202192041659503
"jlent","CUB","QF",0.173702075259405
"jlent","CUB","QL",0.0284899664000987
"jlent","CUB","QM",0.202192041659503
"jlent","CUB","QN",-0.202192041659503
"jlent","CYP","QD",1.4019371977369
"jlent","CYP","QF",1.29431767214457
"jlent","CYP","QW",0.000523333295621168
"jlent","CYP","QL",0.10709619229671
"jlent","CYP","QM",1.4019371977369
"jlent","CYP","QN",-1.4019371977369
"jlent","CZE","QD",7.50726123493016
"jlent","CZE","QF",6.08948991824716
"jlent","CZE","QW",0.531199692727819
"jlent","CZE","QL",0.886571623955186
"jlent","CZE","QM",7.50726123493016
"jlent","CZE","QN",-7.50726123493016
"jlent","DEU","QD",27.1749628998167
"jlent","DEU","QF",15.8604511451478
"jlent","DEU","QW",0.754310739327566
"jlent","DEU","QL",10.5602010153413
"jlent","DEU","QM",27.1749628998167
"jlent","DEU","QN",-27.1749628998167
"jlent","DJI","QD",47.6373014570235
"jlent","DJI","QF",6.26475488225733
"jlent","DJI","QL",41.3725465747662
"jlent","DJI","QM",47.6373014570235
"jlent","DJI","QN",-47.6373014570235
"jlent","DNK","QD",1.36162846021025
"jlent","DNK","QF",0.82299508413768
"jlent","DNK","QW",0.0364763935188987
"jlent","DNK","QL",0.502156982553667
"jlent","DNK","QM",1.36162846021025
"jlent","DNK","QN",-1.36162846021025
"jlent","DOM","QD",3.06006256684288
"jlent","DOM","QF",3.06006256684288
"jlent","DOM","QM",3.06006256684288
"jlent","DOM","QN",-3.06006256684288
"jlent","DZA","QS",8.60915832874299
"jlent","DZA","QD",85.091306217455
"jlent","DZA","QF",78.3119532328026
"jlent","DZA","QW",0.736978397400768
"jlent","DZA","QL",5.45987760297848
"jlent","DZA","QSD",0.582496984273124
"jlent","DZA","QM",76.482147888712
"jlent","DZA","QN",-76.482147888712
"jlent","DZA","ARA",9.89966646830241
"jlent","DZA","YLD",0.869641250673295
"jlent","ECU","QS",2.79129096144444
"jlent","ECU","QD",25.84616206612
"jlent","ECU","QF",21.2141491735888
"jlent","ECU","QW",0.160644994185272
"jlent","ECU","QL",4.27905507318752
"jlent","ECU","QSD",0.192312825158486
"jlent","ECU","QM",23.0548711046756
"jlent","ECU","QN",-23.0548711046756
"jlent","ECU","ARA",3.68266661961873
"jlent","ECU","YLD",0.757953746498351
"jlent","EGY","QS",0.743689886127677
"jlent","EGY","QD",84.7520631073831
"jlent","EGY","QF",72.5354826363431
"jlent","EGY","QW",6.09731948440876
"jlent","EGY","QSD",6.11926098663118
"jlent","EGY","QM",84.0083732212554
"jlent","EGY","QN",-84.0083732212554
"jlent","EGY","ARA",0.314999995132287
"jlent","EGY","YLD",2.36092030990463
"jlent","ERI","QS",0.143306667606932
"jlent","ERI","QD",0.143306667606932
"jlent","ERI","QF",0.143306667606932
"jlent","ERI","ARA",0.526666680971781
"jlent","ERI","YLD",0.272101260217389
"jlent","ETH","QS",96.1068616209048
"jlent","ETH","QD",225.49787848353
"jlent","ETH","QF",209.637410114804
"jlent","ETH","QW",7.89979197380025
"jlent","ETH","QL",4.91302147556132
"jlent","ETH","QSD",3.04765491936465
"jlent","ETH","QM",129.391016862625
"jlent","ETH","QN",-129.391016862625
"jlent","ETH","ARA",73.3916676839193
"jlent","ETH","YLD",1.30950644199577
"jlent","FJI","QD",0.0714931563936482
"jlent","FJI","QF",0.0681931568260576
"jlent","FJI","QL",0.00329999956759054
"jlent","FJI","QM",0.0714931563936482
"jlent","FJI","QN",-0.0714931563936482
"jlent","FNP","QD",0.579381104697047
"jlent","FNP","QF",0.199208085888458
"jlent","FNP","QL",0.38017301880859
"jlent","FNP","QM",0.579381104697047
"jlent","FNP","QN",-0.579381104697047
"jlent","FRP","QD",26.559196257228
"jlent","FRP","QF",24.1381506538609
"jlent","FRP","QW",1.73406130526879
"jlent","FRP","QL",0.686984298098325
"jlent","FRP","QM",26.559196257228
"jlent","FRP","QN",-26.559196257228
"jlent","GAB","QD",0.0101733300603178
"jlent","GAB","QF",0.00946666339697478
"jlent","GAB","QL",0.000706666663342999
"jlent","GAB","QM",0.0101733300603178
"jlent","GAB","QN",-0.0101733300603178
"jlent","GEO","QD",0.656757612030303
"jlent","GEO","QF",0.656757612030303
"jlent","GEO","QM",0.656757612030303
"jlent","GEO","QN",-0.656757612030303
"jlent","GHA","QD",0.00168999995888167
"jlent","GHA","QF",0.00168999995888167
"jlent","GHA","QM",0.00168999995888167
"jlent","GHA","QN",-0.00168999995888167
"jlent","GIN","QD",0.0297466369491796
"jlent","GIN","QF",0.0268499706407215
"jlent","GIN","QL",0.00289666630845806
"jlent","GIN","QM",0.0297466369491796
"jlent","GIN","QN",-0.0297466369491796
"jlent","GMB","QD",0.00263333303642514
"jlent","GMB","QF",0.00254666636738596
"jlent","GMB","QL",8.66666690391768E-5
"jlent","GMB","QM",0.00263333303642514
"jlent","GMB","QN",-0.00263333303642514
"jlent","GNB","QD",0.115459510852103
"jlent","GNB","QF",0.115459510852103
"jlent","GNB","QM",0.115459510852103
"jlent","GNB","QN",-0.115459510852103
"jlent","GRC","QD",11.0614005297048
"jlent","GRC","QF",9.16805170295874
"jlent","GRC","QW",0.269307659674465
"jlent","GRC","QL",1.62404116707156
"jlent","GRC","QM",11.0614005297048
"jlent","GRC","QN",-11.0614005297048
"jlent","GSA","QD",0.0193666571722314
"jlent","GSA","QF",0.0107666611359089
"jlent","GSA","QL",0.00859999603632248
"jlent","GSA","QM",0.0193666571722314
"jlent","GSA","QN",-0.0193666571722314
"jlent","GTM","QD",0.208911908984542
"jlent","GTM","QF",0.156972050758605
"jlent","GTM","QL",0.051939858225937
"jlent","GTM","QM",0.208911908984542
"jlent","GTM","QN",-0.208911908984542
"jlent","HND","QD",0.0332299590614687
"jlent","HND","QL",0.0332299590614687
"jlent","HND","QM",0.0332299590614687
"jlent","HND","QN",-0.0332299590614687
"jlent","HRV","QD",0.615213312951163
"jlent","HRV","QF",0.597156656403841
"jlent","HRV","QW",0.00377666441589453
"jlent","HRV","QL",0.0142799921314269
"jlent","HRV","QM",0.615213312951163
"jlent","HRV","QN",-0.615213312951163
"jlent","HTI","QD",0.358448657691166
"jlent","HTI","QF",0.358448657691166
"jlent","HTI","QM",0.358448657691166
"jlent","HTI","QN",-0.358448657691166
"jlent","HUN","QD",3.5239547944474
"jlent","HUN","QF",2.58249193413335
"jlent","HUN","QW",0.184580170720717
"jlent","HUN","QL",0.756882689593328
"jlent","HUN","QM",3.5239547944474
"jlent","HUN","QN",-3.5239547944474
"jlent","IDN","QD",0.0585365587045825
"jlent","IDN","QF",0.00860999650734748
"jlent","IDN","QL",0.049926562197235
"jlent","IDN","QM",0.0585365587045825
"jlent","IDN","QN",-0.0585365587045825
"jlent","IND","QS",1342.6821229011
"jlent","IND","QD",1828.66810595856
"jlent","IND","QF",1599.43589271154
"jlent","IND","QW",61.4217059884907
"jlent","IND","QL",109.594770999002
"jlent","IND","QSD",58.2157362595294
"jlent","IND","QM",608.482294382131
"jlent","IND","QN",-608.482294382131
"jlent","IND","QST",122.496311324664
"jlent","IND","ARA",1394.3066813151
"jlent","IND","YLD",0.962974746441496
"jlent","IRL","QD",0.854130661229486
"jlent","IRL","QF",0.0671765761337679
"jlent","IRL","QOth",0.700067568902929
"jlent","IRL","QL",0.0868865161927897
"jlent","IRL","QM",0.854130661229486
"jlent","IRL","QN",-0.854130661229486
"jlent","IRN","QS",79.9206704183434
"jlent","IRN","QD",135.978687771522
"jlent","IRN","QF",61.1845482333272
"jlent","IRN","QW",2.95898881360305
"jlent","IRN","QOth",9.07210529713946
"jlent","IRN","QL",50.2131259760032
"jlent","IRN","QSD",12.5499194514487
"jlent","IRN","QM",56.0580173531782
"jlent","IRN","QN",-56.0580173531782
"jlent","IRN","ARA",133.923004150391
"jlent","IRN","YLD",0.596765812754584
"jlent","IRQ","QS",0.00500000090987307
"jlent","IRQ","QD",113.159538312489
"jlent","IRQ","QF",110.358321561698
"jlent","IRQ","QW",0.00315999840927203
"jlent","IRQ","QL",2.79745341911275
"jlent","IRQ","QSD",0.000603333269512352
"jlent","IRQ","QM",113.154538311579
"jlent","IRQ","QN",-113.154538311579
"jlent","IRQ","ARA",0.0043333334227403
"jlent","IRQ","YLD",1.15384634001027
"jlent","ISL","QD",0.0470532518773761
"jlent","ISL","QF",0.0447532521980726
"jlent","ISL","QL",0.00229999967930345
"jlent","ISL","QM",0.0470532518773761
"jlent","ISL","QN",-0.0470532518773761
"jlent","ISR","QS",0.0250000245520677
"jlent","ISR","QD",7.15094364709973
"jlent","ISR","QF",6.84339033441652
"jlent","ISR","QW",0.00156666630306736
"jlent","ISR","QL",0.293146671911387
"jlent","ISR","QSD",0.0128399744687573
"jlent","ISR","QM",7.12594362254767
"jlent","ISR","QN",-7.12594362254767
"jlent","ISR","ARA",0.113333332041899
"jlent","ISR","YLD",0.220588454443616
"jlent","ITP","QD",43.6248886381913
"jlent","ITP","QF",32.0543139202164
"jlent","ITP","QW",0.157065115040009
"jlent","ITP","QL",11.4135096029349
"jlent","ITP","QM",43.6248886381913
"jlent","ITP","QN",-43.6248886381913
"jlent","JAM","QD",0.087139763405221
"jlent","JAM","QF",0.0741464373678572
"jlent","JAM","QL",0.0129933260373638
"jlent","JAM","QM",0.087139763405221
"jlent","JAM","QN",-0.087139763405221
"jlent","JOR","QS",0.64661576993193
"jlent","JOR","QD",12.1682514064427
"jlent","JOR","QF",12.0388538595079
"jlent","JOR","QW",0.127397547444085
"jlent","JOR","QSD",0.00199999949067949
"jlent","JOR","QM",11.5216356365107
"jlent","JOR","QN",-11.5216356365107
"jlent","JOR","ARA",0.282666655878226
"jlent","JOR","YLD",2.28755587716188
"jlent","JPN","QD",0.983366507443909
"jlent","JPN","QF",0.465222854230837
"jlent","JPN","QL",0.518143653213072
"jlent","JPN","QM",0.983366507443909
"jlent","JPN","QN",-0.983366507443909
"jlent","KAZ","QS",84.4304046407501
"jlent","KAZ","QD",21.9498339862179
"jlent","KAZ","QF",10.9637599573816
"jlent","KAZ","QW",1.38930257495604
"jlent","KAZ","QL",2.86826752483271
"jlent","KAZ","QSD",6.72850392904749
"jlent","KAZ","QE",62.4805706545322
"jlent","KAZ","QN",62.4805706545322
"jlent","KAZ","ARA",92.222666422526
"jlent","KAZ","YLD",0.915506002113678
"jlent","KEN","QS",1.65728028346136
"jlent","KEN","QD",8.9580064834144
"jlent","KEN","QF",2.30702065088629
"jlent","KEN","QW",0.204735375002678
"jlent","KEN","QL",6.2648667044281
"jlent","KEN","QSD",0.18138375309733
"jlent","KEN","QM",7.30072619995303
"jlent","KEN","QN",-7.30072619995303
"jlent","KEN","ARA",2.10099999109904
"jlent","KEN","YLD",0.788805469054016
"jlent","KGZ","QD",9.73064637931943
"jlent","KGZ","QF",3.99467873301127
"jlent","KGZ","QL",5.73596764630816
"jlent","KGZ","QM",9.73064637931943
"jlent","KGZ","QN",-9.73064637931943
"jlent","KHM","QD",0.00367999943364582
"jlent","KHM","QF",0.00367999943364582
"jlent","KHM","QM",0.00367999943364582
"jlent","KHM","QN",-0.00367999943364582
"jlent","KOR","QD",2.49401792058003
"jlent","KOR","QF",0.5584129239326
"jlent","KOR","QL",1.93560499664743
"jlent","KOR","QM",2.49401792058003
"jlent","KOR","QN",-2.49401792058003
"jlent","LAO","QD",0.410388511330665
"jlent","LAO","QF",0.317355559622877
"jlent","LAO","QL",0.0930329517077874
"jlent","LAO","QM",0.410388511330665
"jlent","LAO","QN",-0.410388511330665
"jlent","LBN","QS",1.58522669145849
"jlent","LBN","QD",11.6478197489179
"jlent","LBN","QF",11.5118774530246
"jlent","LBN","QW",0.0586460652965172
"jlent","LBN","QL",0.0296899619382607
"jlent","LBN","QSD",0.0476062686586043
"jlent","LBN","QM",10.0625930574595
"jlent","LBN","QN",-10.0625930574595
"jlent","LBN","ARA",1.22599999109904
"jlent","LBN","YLD",1.29300709866843
"jlent","LBR","QD",0.0667865068795033
"jlent","LBR","QF",0.0667865068795033
"jlent","LBR","QM",0.0667865068795033
"jlent","LBR","QN",-0.0667865068795033
"jlent","LBY","QD",4.33394322964774
"jlent","LBY","QF",2.47921107507877
"jlent","LBY","QW",0.216710756897724
"jlent","LBY","QL",1.63802139767125
"jlent","LBY","QM",4.33394322964774
"jlent","LBY","QN",-4.33394322964774
"jlent","LKA","QD",159.168038886433
"jlent","LKA","QF",151.983929328612
"jlent","LKA","QW",5.15890101779655
"jlent","LKA","QL",2.02520854002481
"jlent","LKA","QM",159.168038886433
"jlent","LKA","QN",-159.168038886433
"jlent","LSO","QD",0.0267666442696996
"jlent","LSO","QF",0.0225666448487872
"jlent","LSO","QL",0.00419999942091242
"jlent","LSO","QM",0.0267666442696996
"jlent","LSO","QN",-0.0267666442696996
"jlent","MDA","QD",0.27558390590785
"jlent","MDA","QL",0.27558390590785
"jlent","MDA","QM",0.27558390590785
"jlent","MDA","QN",-0.27558390590785
"jlent","MDG","QS",0.858564182517156
"jlent","MDG","QD",0.862464444483608
"jlent","MDG","QF",0.627072189624707
"jlent","MDG","QW",0.0386064972574019
"jlent","MDG","QL",0.144509399843332
"jlent","MDG","QSD",0.0522763577581677
"jlent","MDG","QM",0.00390026196645158
"jlent","MDG","QN",-0.00390026196645192
"jlent","MDG","ARA",1.25666666030884
"jlent","MDG","YLD",0.683207575751358
"jlent","MEX","QS",10.4118528115345
"jlent","MEX","QD",41.5713997880946
"jlent","MEX","QF",31.9331326926508
"jlent","MEX","QW",0.15895892232887
"jlent","MEX","QL",8.78068333345448
"jlent","MEX","QSD",0.698624839660425
"jlent","MEX","QM",31.1595469765601
"jlent","MEX","QN",-31.1595469765601
"jlent","MEX","ARA",8.59366687138875
"jlent","MEX","YLD",1.21157277415525
"jlent","MLI","QD",0.0962563355461809
"jlent","MLI","QF",0.00195999983992871
"jlent","MLI","QL",0.0942963357062522
"jlent","MLI","QM",0.0962563355461809
"jlent","MLI","QN",-0.0962563355461809
"jlent","MMR","QS",0.668014150022688
"jlent","MMR","QD",0.563616457075862
"jlent","MMR","QF",0.456533419469382
"jlent","MMR","QW",0.0232032644159822
"jlent","MMR","QL",0.0498399208826576
"jlent","MMR","QSD",0.0340398523078403
"jlent","MMR","QE",0.104397692946826
"jlent","MMR","QN",0.104397692946826
"jlent","MMR","ARA",0.988333344459534
"jlent","MMR","YLD",0.675899638282455
"jlent","MNG","QD",0.0191399868136687
"jlent","MNG","QF",0.0191399868136687
"jlent","MNG","QM",0.0191399868136687
"jlent","MNG","QN",-0.0191399868136687
"jlent","MOR","QS",20.2277207576354
"jlent","MOR","QD",62.6040044801641
"jlent","MOR","QF",51.1420666444581
"jlent","MOR","QW",1.75500267898398
"jlent","MOR","QL",8.66532313904023
"jlent","MOR","QSD",1.04161201768176
"jlent","MOR","QM",42.3762837225287
"jlent","MOR","QN",-42.3762837225287
"jlent","MOR","ARA",40.0846672058105
"jlent","MOR","YLD",0.504624889456567
"jlent","MOZ","QD",0.150745838952295
"jlent","MOZ","QL",0.150745838952295
"jlent","MOZ","QM",0.150745838952295
"jlent","MOZ","QN",-0.150745838952295
"jlent","MRT","QD",0.213078347921566
"jlent","MRT","QF",0.213078347921566
"jlent","MRT","QM",0.213078347921566
"jlent","MRT","QN",-0.213078347921566
"jlent","MWI","QS",1.3201011062154
"jlent","MWI","QD",1.27690034021991
"jlent","MWI","QF",1.06834873476399
"jlent","MWI","QW",0.0627395668476208
"jlent","MWI","QL",0.0388466252816986
"jlent","MWI","QSD",0.106965413326601
"jlent","MWI","QE",0.0432007659954934
"jlent","MWI","QN",0.0432007659954934
"jlent","MWI","ARA",2.15499993165334
"jlent","MWI","YLD",0.612575938785578
"jlent","MYS","QD",5.95652983889742
"jlent","MYS","QF",5.95652983889742
"jlent","MYS","QM",5.95652983889742
"jlent","MYS","QN",-5.95652983889742
"jlent","NAM","QD",0.0849430927413253
"jlent","NAM","QF",0.0534931544817172
"jlent","NAM","QL",0.0314499382596081
"jlent","NAM","QM",0.0849430927413253
"jlent","NAM","QN",-0.0849430927413253
"jlent","NER","QD",2.19710648226343
"jlent","NER","QF",1.91522305349248
"jlent","NER","QL",0.281883428770951
"jlent","NER","QM",2.19710648226343
"jlent","NER","QN",-2.19710648226343
"jlent","NIC","QD",0.0368232947533994
"jlent","NIC","QF",0.0088399963130011
"jlent","NIC","QL",0.0279832984403983
"jlent","NIC","QM",0.0368232947533994
"jlent","NIC","QN",-0.0368232947533994
"jlent","NLD","QD",6.17137683457217
"jlent","NLD","QF",5.90443310669227
"jlent","NLD","QL",0.266943727879895
"jlent","NLD","QM",6.17137683457217
"jlent","NLD","QN",-6.17137683457217
"jlent","NOR","QD",0.620587508925445
"jlent","NOR","QF",0.59626421910475
"jlent","NOR","QW",0.0149732936153817
"jlent","NOR","QL",0.00934999620531373
"jlent","NOR","QM",0.620587508925445
"jlent","NOR","QN",-0.620587508925445
"jlent","NPL","QS",255.87678135259
"jlent","NPL","QD",315.532284364952
"jlent","NPL","QF",183.698324521214
"jlent","NPL","QW",13.4291086252331
"jlent","NPL","QOth",77.4009141441362
"jlent","NPL","QL",32.8085239999265
"jlent","NPL","QSD",8.19541307444203
"jlent","NPL","QM",59.655503012362
"jlent","NPL","QN",-59.655503012362
"jlent","NPL","ARA",204.582000732422
"jlent","NPL","YLD",1.25072968509707
"jlent","NZL","QS",1.66383430056548
"jlent","NZL","QD",3.65898948693992
"jlent","NZL","QF",3.51808141239426
"jlent","NZL","QW",0.116581481956134
"jlent","NZL","QL",0.000926666630969706
"jlent","NZL","QSD",0.0233999259585491
"jlent","NZL","QM",1.99515518637443
"jlent","NZL","QN",-1.99515518637443
"jlent","NZL","ARA",0.674000004927317
"jlent","NZL","YLD",2.46859686706517
"jlent","OAO","QD",0.801166576253694
"jlent","OAO","QF",0.801166576253694
"jlent","OAO","QM",0.801166576253694
"jlent","OAO","QN",-0.801166576253694
"jlent","OBN","QS",0.076333563571818
"jlent","OBN","QD",1.73506364481639
"jlent","OBN","QF",1.5768443099821
"jlent","OBN","QW",0.0246799027876888
"jlent","OBN","QL",0.108182867954596
"jlent","OBN","QSD",0.0253565640920108
"jlent","OBN","QM",1.65873008124457
"jlent","OBN","QN",-1.65873008124457
"jlent","OBN","ARA",0.0660000008841356
"jlent","OBN","YLD",1.15656912953415
"jlent","OIO","QD",5.0854145194917
"jlent","OIO","QF",4.76059860599595
"jlent","OIO","QW",0.0293031792942744
