"C","H","CTY","YRS","Val"
"cocer","rural","KAZ","2037",-0.160597609128125
"cocer","rural","KAZ","2038",-0.160597609128125
"cocer","rural","KAZ","2039",-0.160597609128125
"cocer","rural","KAZ","2040",-0.160597609128125
"cocer","rural","KAZ","2041",-0.160597609128125
"cocer","rural","KAZ","2042",-0.160597609128125
"cocer","rural","KAZ","2043",-0.160597609128125
"cocer","rural","KAZ","2044",-0.160597609128125
"cocer","rural","KAZ","2045",-0.160597609128125
"cocer","rural","KAZ","2046",-0.160597609128125
"cocer","rural","KAZ","2047",-0.160597609128125
"cocer","rural","KAZ","2048",-0.160597609128125
"cocer","rural","KAZ","2049",-0.160597609128125
"cocer","rural","KAZ","2050",-0.160597609128125
"cocer","rural","KEN","2021",0.667010329808123
"cocer","rural","KEN","2022",0.62697469268918
"cocer","rural","KEN","2023",0.625149719720334
"cocer","rural","KEN","2024",0.623360007725761
"cocer","rural","KEN","2025",0.621604875415201
"cocer","rural","KEN","2026",0.619723888756782
"cocer","rural","KEN","2027",0.617882618759192
"cocer","rural","KEN","2028",0.616080226813004
"cocer","rural","KEN","2029",0.614315892015861
"cocer","rural","KEN","2030",0.612588810798596
"cocer","rural","KEN","2031",0.610719753225612
"cocer","rural","KEN","2032",0.608894325917442
"cocer","rural","KEN","2033",0.60711151039288
"cocer","rural","KEN","2034",0.605370311945595
"cocer","rural","KEN","2035",0.60366975908914
"cocer","rural","KEN","2036",0.601909043464652
"cocer","rural","KEN","2037",0.600191900252702
"cocer","rural","KEN","2038",0.598517251167218
"cocer","rural","KEN","2039",0.596884044606463
"cocer","rural","KEN","2040",0.59529125499268
"cocer","rural","KEN","2041",0.593991876997942
"cocer","rural","KEN","2042",0.592719396860775
"cocer","rural","KEN","2043",0.591473257780351
"cocer","rural","KEN","2044",0.590252914481935
"cocer","rural","KEN","2045",0.589057832978285
"cocer","rural","KEN","2046",0.587881972346753
"cocer","rural","KEN","2047",0.586730567457734
"cocer","rural","KEN","2048",0.585603109676679
"cocer","rural","KEN","2049",0.584499100947703
"cocer","rural","KEN","2050",0.583418053573571
"cocer","rural","KGZ","2021",0.1275
"cocer","rural","KGZ","2022",0.1275
"cocer","rural","KGZ","2023",0.1275
"cocer","rural","KGZ","2024",0.1275
"cocer","rural","KGZ","2025",0.1275
"cocer","rural","KGZ","2026",0.1275
"cocer","rural","KGZ","2027",0.1275
"cocer","rural","KGZ","2028",0.1275
"cocer","rural","KGZ","2029",0.1275
"cocer","rural","KGZ","2030",0.1275
"cocer","rural","KGZ","2031",0.1275
"cocer","rural","KGZ","2032",0.1275
"cocer","rural","KGZ","2033",0.1275
"cocer","rural","KGZ","2034",0.1275
"cocer","rural","KGZ","2035",0.1275
"cocer","rural","KGZ","2036",0.1275
"cocer","rural","KGZ","2037",0.1275
"cocer","rural","KGZ","2038",0.1275
"cocer","rural","KGZ","2039",0.1275
"cocer","rural","KGZ","2040",0.1275
"cocer","rural","KGZ","2041",0.1275
"cocer","rural","KGZ","2042",0.1275
"cocer","rural","KGZ","2043",0.1275
"cocer","rural","KGZ","2044",0.1275
"cocer","rural","KGZ","2045",0.1275
"cocer","rural","KGZ","2046",0.1275
"cocer","rural","KGZ","2047",0.1275
"cocer","rural","KGZ","2048",0.1275
"cocer","rural","KGZ","2049",0.1275
"cocer","rural","KGZ","2050",0.1275
"cocer","rural","KHM","2021",0.0456666233446224
"cocer","rural","KHM","2022",0.000575551580614672
"cocer","rural","KHM","2023",0.000444987790544115
"cocer","rural","KHM","2024",0.000344042376743819
"cocer","rural","KHM","2025",0.00026599641498209
"cocer","rural","KHM","2026",0.000205655167985336
"cocer","rural","KHM","2027",0.000159002323854344
"cocer","rural","KHM","2028",0.000122932670444169
"cocer","rural","KHM","2029",9.50454125210066E-5
"cocer","rural","KHM","2030",7.348437489114E-5
"cocer","rural","KHM","2031",5.68144554262219E-5
"cocer","rural","KHM","2032",4.39261047013049E-5
"cocer","rural","KHM","2033",3.39614744127155E-5
"cocer","rural","KHM","2034",2.62573190162994E-5
"cocer","rural","KHM","2035",2.03008501204995E-5
"cocer","rural","KHM","2036",1.56956053037691E-5
"cocer","rural","KHM","2037",1.21350595856545E-5
"cocer","rural","KHM","2038",9.38222313172107E-6
"cocer","rural","KHM","2039",7.25386721606724E-6
"cocer","rural","KHM","2040",5.60832852188656E-6
"cocer","rural","KHM","2041",4.33608003462449E-6
"cocer","rural","KHM","2042",3.352440926614E-6
"cocer","rural","KHM","2043",2.59194020329236E-6
"cocer","rural","KHM","2044",2.00395895543151E-6
"cocer","rural","KHM","2045",1.54936116579892E-6
"cocer","rural","KHM","2046",1.19788881682404E-6
"cocer","rural","KHM","2047",9.26147917701412E-7
"cocer","rural","KHM","2048",7.16051400944548E-7
"cocer","rural","KHM","2049",5.53615247623925E-7
"cocer","rural","KHM","2050",4.2802771141486E-7
"cocer","rural","KOR","2021",0.1
"cocer","rural","KOR","2022",0.1
"cocer","rural","KOR","2023",0.1
"cocer","rural","KOR","2024",0.1
"cocer","rural","KOR","2025",0.1
"cocer","rural","KOR","2026",0.1
"cocer","rural","KOR","2027",0.1
"cocer","rural","KOR","2028",0.1
"cocer","rural","KOR","2029",0.1
"cocer","rural","KOR","2030",0.1
"cocer","rural","KOR","2031",0.1
"cocer","rural","KOR","2032",0.1
"cocer","rural","KOR","2033",0.1
"cocer","rural","KOR","2034",0.1
"cocer","rural","KOR","2035",0.1
"cocer","rural","KOR","2036",0.1
"cocer","rural","KOR","2037",0.1
"cocer","rural","KOR","2038",0.1
"cocer","rural","KOR","2039",0.1
"cocer","rural","KOR","2040",0.1
"cocer","rural","KOR","2041",0.1
"cocer","rural","KOR","2042",0.1
"cocer","rural","KOR","2043",0.1
"cocer","rural","KOR","2044",0.1
"cocer","rural","KOR","2045",0.1
"cocer","rural","KOR","2046",0.1
"cocer","rural","KOR","2047",0.1
"cocer","rural","KOR","2048",0.1
"cocer","rural","KOR","2049",0.1
"cocer","rural","KOR","2050",0.1
"cocer","rural","LAO","2021",0.0456666233446224
"cocer","rural","LAO","2022",0.000575551580614672
"cocer","rural","LAO","2023",0.000444987790544115
"cocer","rural","LAO","2024",0.000344042376743819
"cocer","rural","LAO","2025",0.00026599641498209
"cocer","rural","LAO","2026",0.000205655167985336
"cocer","rural","LAO","2027",0.000159002323854344
"cocer","rural","LAO","2028",0.000122932670444169
"cocer","rural","LAO","2029",9.50454125210066E-5
"cocer","rural","LAO","2030",7.348437489114E-5
"cocer","rural","LAO","2031",5.68144554262219E-5
"cocer","rural","LAO","2032",4.39261047013049E-5
"cocer","rural","LAO","2033",3.39614744127155E-5
"cocer","rural","LAO","2034",2.62573190162994E-5
"cocer","rural","LAO","2035",2.03008501204995E-5
"cocer","rural","LAO","2036",1.56956053037691E-5
"cocer","rural","LAO","2037",1.21350595856545E-5
"cocer","rural","LAO","2038",9.38222313172107E-6
"cocer","rural","LAO","2039",7.25386721606724E-6
"cocer","rural","LAO","2040",5.60832852188656E-6
"cocer","rural","LAO","2041",4.33608003462449E-6
"cocer","rural","LAO","2042",3.352440926614E-6
"cocer","rural","LAO","2043",2.59194020329236E-6
"cocer","rural","LAO","2044",2.00395895543151E-6
"cocer","rural","LAO","2045",1.54936116579892E-6
"cocer","rural","LAO","2046",1.19788881682404E-6
"cocer","rural","LAO","2047",9.26147917701412E-7
"cocer","rural","LAO","2048",7.16051400944548E-7
"cocer","rural","LAO","2049",5.53615247623925E-7
"cocer","rural","LAO","2050",4.2802771141486E-7
"cocer","rural","LBN","2021",0.063840266976607
"cocer","rural","LBN","2022",0.0477239690717928
"cocer","rural","LBN","2023",0.0469452131660862
"cocer","rural","LBN","2024",0.0461869487468373
"cocer","rural","LBN","2025",0.0454486366193969
"cocer","rural","LBN","2026",0.044670894649584
"cocer","rural","LBN","2027",0.0439152929978044
"cocer","rural","LBN","2028",0.0431812013860202
"cocer","rural","LBN","2029",0.042468007478592
"cocer","rural","LBN","2030",0.0417751163715046
"cocer","rural","LBN","2031",0.0410365619761225
"cocer","rural","LBN","2032",0.0403210745715802
"cocer","rural","LBN","2033",0.0396279337152539
"cocer","rural","LBN","2034",0.0389564414658325
"cocer","rural","LBN","2035",0.0383059216805426
"cocer","rural","LBN","2036",0.037643231711089
"cocer","rural","LBN","2037",0.0370023062687017
"cocer","rural","LBN","2038",0.0363824305475738
"cocer","rural","LBN","2039",0.03578291321805
"cocer","rural","LBN","2040",0.0352030856556068
"cocer","rural","LBN","2041",0.0347222036402769
"cocer","rural","LBN","2042",0.0342548647826895
"cocer","rural","LBN","2043",0.0338006876647092
"cocer","rural","LBN","2044",0.033359301610141
"cocer","rural","LBN","2045",0.0329303463822034
"cocer","rural","LBN","2046",0.0324940108438706
"cocer","rural","LBN","2047",0.0320705375645871
"cocer","rural","LBN","2048",0.0316595473918584
"cocer","rural","LBN","2049",0.0312606723498123
"cocer","rural","LBN","2050",0.0308735553097357
"cocer","rural","LBR","2021",0.46739865779085
"cocer","rural","LBR","2022",0.46739865779085
"cocer","rural","LBR","2023",0.46739865779085
"cocer","rural","LBR","2024",0.46739865779085
"cocer","rural","LBR","2025",0.46739865779085
"cocer","rural","LBR","2026",0.467312495383006
"cocer","rural","LBR","2027",0.46683458322964
"cocer","rural","LBR","2028",0.466357300113539
"cocer","rural","LBR","2029",0.465880975241512
"cocer","rural","LBR","2030",0.465405954834734
"cocer","rural","LBR","2031",0.464880707841772
"cocer","rural","LBR","2032",0.464358040690673
"cocer","rural","LBR","2033",0.463838506824684
"cocer","rural","LBR","2034",0.463322690238844
"cocer","rural","LBR","2035",0.462811206852086
"cocer","rural","LBR","2036",0.462272502040303
"cocer","rural","LBR","2037",0.461740263065852
"cocer","rural","LBR","2038",0.461215362024007
"cocer","rural","LBR","2039",0.460698719986488
"cocer","rural","LBR","2040",0.460191309310357
"cocer","rural","LBR","2041",0.459774468546007
"cocer","rural","LBR","2042",0.459365443823424
"cocer","rural","LBR","2043",0.458964895518412
"cocer","rural","LBR","2044",0.458573513778537
"cocer","rural","LBR","2045",0.458192019679074
"cocer","rural","LBR","2046",0.45781858182119
"cocer","rural","LBR","2047",0.4574567394914
"cocer","rural","LBR","2048",0.457107331858739
"cocer","rural","LBR","2049",0.456771235132556
"cocer","rural","LBR","2050",0.456449363996649
"cocer","rural","LBY","2021",0.025
"cocer","rural","LBY","2022",0.025
"cocer","rural","LBY","2023",0.025
"cocer","rural","LBY","2024",0.025
"cocer","rural","LBY","2025",0.025
"cocer","rural","LBY","2026",0.025
"cocer","rural","LBY","2027",0.025
"cocer","rural","LBY","2028",0.025
"cocer","rural","LBY","2029",0.025
"cocer","rural","LBY","2030",0.025
"cocer","rural","LBY","2031",0.025
"cocer","rural","LBY","2032",0.025
"cocer","rural","LBY","2033",0.025
"cocer","rural","LBY","2034",0.025
"cocer","rural","LBY","2035",0.025
"cocer","rural","LBY","2036",0.025
"cocer","rural","LBY","2037",0.025
"cocer","rural","LBY","2038",0.025
"cocer","rural","LBY","2039",0.025
"cocer","rural","LBY","2040",0.025
"cocer","rural","LBY","2041",0.025
"cocer","rural","LBY","2042",0.025
"cocer","rural","LBY","2043",0.025
"cocer","rural","LBY","2044",0.025
"cocer","rural","LBY","2045",0.025
"cocer","rural","LBY","2046",0.025
"cocer","rural","LBY","2047",0.025
"cocer","rural","LBY","2048",0.025
"cocer","rural","LBY","2049",0.025
"cocer","rural","LBY","2050",0.025
"cocer","rural","LKA","2021",0.12937340667975
"cocer","rural","LKA","2022",0.100954011439531
"cocer","rural","LKA","2023",0.0997829939680787
"cocer","rural","LKA","2024",0.0986468201630045
"cocer","rural","LKA","2025",0.0975444532497803
"cocer","rural","LKA","2026",0.0964104117840682
"cocer","rural","LKA","2027",0.0953121478829196
"cocer","rural","LKA","2028",0.0942485328097187
"cocer","rural","LKA","2029",0.093218473438053
"cocer","rural","LKA","2030",0.092220911128257
"cocer","rural","LKA","2031",0.0911949921706058
"cocer","rural","LKA","2032",0.0902034440527188
"cocer","rural","LKA","2033",0.0892451152658756
"cocer","rural","LKA","2034",0.0883188928797656
"cocer","rural","LKA","2035",0.0874237012500147
"cocer","rural","LKA","2036",0.0865132375999563
"cocer","rural","LKA","2037",0.0856348725105704
"cocer","rural","LKA","2038",0.0847874743412942
"cocer","rural","LKA","2039",0.0839699513477579
"cocer","rural","LKA","2040",0.0831812502752367
"cocer","rural","LKA","2041",0.0825094878665255
"cocer","rural","LKA","2042",0.0818586342745318
"cocer","rural","LKA","2043",0.0812280387057448
"cocer","rural","LKA","2044",0.0806170706228066
"cocer","rural","LKA","2045",0.0800251191140332
"cocer","rural","LKA","2046",0.0794345160267413
"cocer","rural","LKA","2047",0.078862842975609
"cocer","rural","LKA","2048",0.0783094932142838
"cocer","rural","LKA","2049",0.0777738794438738
"cocer","rural","LKA","2050",0.0772554331896175
"cocer","rural","LSO","2021",0.443984955592936
"cocer","rural","LSO","2022",0.430638430471076
"cocer","rural","LSO","2023",0.430029226151772
"cocer","rural","LSO","2024",0.429431721708906
"cocer","rural","LSO","2025",0.428845692444287
"cocer","rural","LSO","2026",0.428217512239803
"cocer","rural","LSO","2027",0.427602517314367
"cocer","rural","LSO","2028",0.427000430913662
"cocer","rural","LSO","2029",0.426410982092346
"cocer","rural","LSO","2030",0.425833905592122
"cocer","rural","LSO","2031",0.425209266756531
"cocer","rural","LSO","2032",0.424599123726939
"cocer","rural","LSO","2033",0.424003140103526
"cocer","rural","LSO","2034",0.423420987293201
"cocer","rural","LSO","2035",0.422852344328436
"cocer","rural","LSO","2036",0.42226345481703
"cocer","rural","LSO","2037",0.421689054314618
"cocer","rural","LSO","2038",0.421128786334323
"cocer","rural","LSO","2039",0.420582303160258
"cocer","rural","LSO","2040",0.420049265631718
"cocer","rural","LSO","2041",0.4196143310947
"cocer","rural","LSO","2042",0.419188348429908
"cocer","rural","LSO","2043",0.418771133388887
"cocer","rural","LSO","2044",0.418362505515407
"cocer","rural","LSO","2045",0.417962288067404
"cocer","rural","LSO","2046",0.417568435334868
"cocer","rural","LSO","2047",0.417182727650486
"cocer","rural","LSO","2048",0.416804996571071
"cocer","rural","LSO","2049",0.416435077136915
"cocer","rural","LSO","2050",0.416072807799751
"cocer","rural","MDA","2021",0.1
"cocer","rural","MDA","2022",0.1
"cocer","rural","MDA","2023",0.1
"cocer","rural","MDA","2024",0.1
"cocer","rural","MDA","2025",0.1
"cocer","rural","MDA","2026",0.1
"cocer","rural","MDA","2027",0.1
"cocer","rural","MDA","2028",0.1
"cocer","rural","MDA","2029",0.1
"cocer","rural","MDA","2030",0.1
"cocer","rural","MDA","2031",0.1
"cocer","rural","MDA","2032",0.1
"cocer","rural","MDA","2033",0.1
"cocer","rural","MDA","2034",0.1
"cocer","rural","MDA","2035",0.1
"cocer","rural","MDA","2036",0.1
"cocer","rural","MDA","2037",0.1
"cocer","rural","MDA","2038",0.1
"cocer","rural","MDA","2039",0.1
"cocer","rural","MDA","2040",0.1
"cocer","rural","MDA","2041",0.1
"cocer","rural","MDA","2042",0.1
"cocer","rural","MDA","2043",0.1
"cocer","rural","MDA","2044",0.1
"cocer","rural","MDA","2045",0.1
"cocer","rural","MDA","2046",0.1
"cocer","rural","MDA","2047",0.1
"cocer","rural","MDA","2048",0.1
"cocer","rural","MDA","2049",0.1
"cocer","rural","MDA","2050",0.1
"cocer","rural","MDG","2021",0.609078128947018
"cocer","rural","MDG","2022",0.597460556603096
"cocer","rural","MDG","2023",0.59686348918144
"cocer","rural","MDG","2024",0.596277231429526
"cocer","rural","MDG","2025",0.595701587642555
"cocer","rural","MDG","2026",0.595083385940189
"cocer","rural","MDG","2027",0.594477425618368
"cocer","rural","MDG","2028",0.593883464278217
"cocer","rural","MDG","2029",0.593301264320744
"cocer","rural","MDG","2030",0.592730592851798
"cocer","rural","MDG","2031",0.592111644620877
"cocer","rural","MDG","2032",0.591506257920394
"cocer","rural","MDG","2033",0.590914135609008
"cocer","rural","MDG","2034",0.590334987055923
"cocer","rural","MDG","2035",0.589768527998241
"cocer","rural","MDG","2036",0.589180647750955
"cocer","rural","MDG","2037",0.588606434876385
"cocer","rural","MDG","2038",0.588045571627715
"cocer","rural","MDG","2039",0.587497747645285
"cocer","rural","MDG","2040",0.586962659784855
"cocer","rural","MDG","2041",0.586525195855629
"cocer","rural","MDG","2042",0.586096244708423
"cocer","rural","MDG","2043",0.585675640689675
"cocer","rural","MDG","2044",0.585263221369342
"cocer","rural","MDG","2045",0.58485882747817
"cocer","rural","MDG","2046",0.584460163137192
"cocer","rural","MDG","2047",0.584069298423959
"cocer","rural","MDG","2048",0.583686080743453
"cocer","rural","MDG","2049",0.583310360486083
"cocer","rural","MDG","2050",0.582941990969281
"cocer","rural","MEX","2021",0.1
"cocer","rural","MEX","2022",0.1
"cocer","rural","MEX","2023",0.1
"cocer","rural","MEX","2024",0.1
"cocer","rural","MEX","2025",0.1
"cocer","rural","MEX","2026",0.1
"cocer","rural","MEX","2027",0.1
"cocer","rural","MEX","2028",0.1
"cocer","rural","MEX","2029",0.1
"cocer","rural","MEX","2030",0.1
"cocer","rural","MEX","2031",0.1
"cocer","rural","MEX","2032",0.1
"cocer","rural","MEX","2033",0.1
"cocer","rural","MEX","2034",0.1
"cocer","rural","MEX","2035",0.1
"cocer","rural","MEX","2036",0.1
"cocer","rural","MEX","2037",0.1
"cocer","rural","MEX","2038",0.1
"cocer","rural","MEX","2039",0.1
"cocer","rural","MEX","2040",0.1
"cocer","rural","MEX","2041",0.1
"cocer","rural","MEX","2042",0.1
"cocer","rural","MEX","2043",0.1
"cocer","rural","MEX","2044",0.1
"cocer","rural","MEX","2045",0.1
"cocer","rural","MEX","2046",0.1
"cocer","rural","MEX","2047",0.1
"cocer","rural","MEX","2048",0.1
"cocer","rural","MEX","2049",0.1
"cocer","rural","MEX","2050",0.1
"cocer","rural","MLI","2021",0.493759011059575
"cocer","rural","MLI","2022",0.4730433182072
"cocer","rural","MLI","2023",0.472090559458882
"cocer","rural","MLI","2024",0.471155480471978
"cocer","rural","MLI","2025",0.470237753173969
"cocer","rural","MLI","2026",0.469252960920653
"cocer","rural","MLI","2027",0.468288149045306
"cocer","rural","MLI","2028",0.467342912167503
"cocer","rural","MLI","2029",0.466416853131551
"cocer","rural","MLI","2030",0.465509582839619
"cocer","rural","MLI","2031",0.464526366033942
"cocer","rural","MLI","2032",0.463565215194797
"cocer","rural","MLI","2033",0.46262563510396
"cocer","rural","MLI","2034",0.461707141657206
"cocer","rural","MLI","2035",0.460809261614879
"cocer","rural","MLI","2036",0.459878259444173
"cocer","rural","MLI","2037",0.458969419555354
"cocer","rural","MLI","2038",0.458082214380652
"cocer","rural","MLI","2039",0.457216128910921
"cocer","rural","MLI","2040",0.456370660396685
"cocer","rural","MLI","2041",0.455680001715595
"cocer","rural","MLI","2042",0.455003101075704
"cocer","rural","MLI","2043",0.454339684414435
"cocer","rural","MLI","2044",0.453689483128588
"cocer","rural","MLI","2045",0.453052233965581
"cocer","rural","MLI","2046",0.452424473784457
"cocer","rural","MLI","2047",0.451809282869909
"cocer","rural","MLI","2048",0.451206409555031
"cocer","rural","MLI","2049",0.450615607211893
"cocer","rural","MLI","2050",0.45003663415065
"cocer","rural","MMR","2021",0.163615892756988
"cocer","rural","MMR","2022",0.111120912664272
"cocer","rural","MMR","2023",0.108888742501493
"cocer","rural","MMR","2024",0.106713586500503
"cocer","rural","MMR","2025",0.104593988403758
"cocer","rural","MMR","2026",0.102395584413523
"cocer","rural","MMR","2027",0.100256946372368
"cocer","rural","MMR","2028",0.0981764494794428
"cocer","rural","MMR","2029",0.0961525131058376
"cocer","rural","MMR","2030",0.0941835995937183
"cocer","rural","MMR","2031",0.0921377237301376
"cocer","rural","MMR","2032",0.090151256347935
"cocer","rural","MMR","2033",0.0882224723338117
"cocer","rural","MMR","2034",0.0863496966685941
"cocer","rural","MMR","2035",0.0845313029725922
"cocer","rural","MMR","2036",0.0826726075620151
"cocer","rural","MMR","2037",0.0808707314082181
"cocer","rural","MMR","2038",0.0791239375789837
"cocer","rural","MMR","2039",0.0774305422391199
"cocer","rural","MMR","2040",0.0757889130273148
"cocer","rural","MMR","2041",0.0743743061125289
"cocer","rural","MMR","2042",0.0729981377562401
"cocer","rural","MMR","2043",0.0716593634825845
"cocer","rural","MMR","2044",0.070356967196831
"cocer","rural","MMR","2045",0.0690899604141918
"cocer","rural","MMR","2046",0.0678286739699563
"cocer","rural","MMR","2047",0.0666024581940125
"cocer","rural","MMR","2048",0.0654103379297812
"cocer","rural","MMR","2049",0.0642513651353747
"cocer","rural","MMR","2050",0.06312461812966
"cocer","rural","MNG","2021",0.085
"cocer","rural","MNG","2022",0.085
"cocer","rural","MNG","2023",0.085
"cocer","rural","MNG","2024",0.085
"cocer","rural","MNG","2025",0.085
"cocer","rural","MNG","2026",0.085
"cocer","rural","MNG","2027",0.085
"cocer","rural","MNG","2028",0.085
"cocer","rural","MNG","2029",0.085
"cocer","rural","MNG","2030",0.085
"cocer","rural","MNG","2031",0.085
"cocer","rural","MNG","2032",0.085
"cocer","rural","MNG","2033",0.085
"cocer","rural","MNG","2034",0.085
"cocer","rural","MNG","2035",0.085
"cocer","rural","MNG","2036",0.085
"cocer","rural","MNG","2037",0.085
"cocer","rural","MNG","2038",0.085
"cocer","rural","MNG","2039",0.085
"cocer","rural","MNG","2040",0.085
"cocer","rural","MNG","2041",0.085
"cocer","rural","MNG","2042",0.085
"cocer","rural","MNG","2043",0.085
"cocer","rural","MNG","2044",0.085
"cocer","rural","MNG","2045",0.085
"cocer","rural","MNG","2046",0.085
"cocer","rural","MNG","2047",0.085
"cocer","rural","MNG","2048",0.085
"cocer","rural","MNG","2049",0.085
"cocer","rural","MNG","2050",0.085
"cocer","rural","MOR","2021",0.0527693976642597
"cocer","rural","MOR","2022",0.0389377047642984
"cocer","rural","MOR","2023",0.0383378934633621
"cocer","rural","MOR","2024",0.037752010224266
"cocer","rural","MOR","2025",0.0371797316271173
"cocer","rural","MOR","2026",0.0365744072698078
"cocer","rural","MOR","2027",0.0359843040955114
"cocer","rural","MOR","2028",0.035409039359986
"cocer","rural","MOR","2029",0.0348482399432848
"cocer","rural","MOR","2030",0.0343015421077477
"cocer","rural","MOR","2031",0.0337187673246021
"cocer","rural","MOR","2032",0.0331520166768343
"cocer","rural","MOR","2033",0.0326008495604201
"cocer","rural","MOR","2034",0.0320648374863046
"cocer","rural","MOR","2035",0.0315435637472855
"cocer","rural","MOR","2036",0.0310093790055748
"cocer","rural","MOR","2037",0.0304906717239049
"cocer","rural","MOR","2038",0.0299869934585996
"cocer","rural","MOR","2039",0.0294979087591826
"cocer","rural","MOR","2040",0.0290229947919125
"cocer","rural","MOR","2041",0.0286271199110886
"cocer","rural","MOR","2042",0.028241091448879
"cocer","rural","MOR","2043",0.0278646644997233
"cocer","rural","MOR","2044",0.0274976002494875
"cocer","rural","MOR","2045",0.0271396658239546
"cocer","rural","MOR","2046",0.0267830257646045
"cocer","rural","MOR","2047",0.0264354496186141
"cocer","rural","MOR","2048",0.026096707029008
"cocer","rural","MOR","2049",0.0257665734932727
"cocer","rural","MOR","2050",0.0254448302145672
"cocer","rural","MOZ","2021",0.612143810416368
"cocer","rural","MOZ","2022",0.600733843606697
"cocer","rural","MOZ","2023",0.60020314974701
"cocer","rural","MOZ","2024",0.599681795782934
"cocer","rural","MOZ","2025",0.59916961733787
"cocer","rural","MOZ","2026",0.598619094233573
"cocer","rural","MOZ","2027",0.598079171941581
"cocer","rural","MOZ","2028",0.597549646333819
"cocer","rural","MOZ","2029",0.597030317212882
"cocer","rural","MOZ","2030",0.596520988236339
"cocer","rural","MOZ","2031",0.595968045856983
"cocer","rural","MOZ","2032",0.595426889554131
"cocer","rural","MOZ","2033",0.594897268105224
"cocer","rural","MOZ","2034",0.594378935642562
"cocer","rural","MOZ","2035",0.593871651539164
"cocer","rural","MOZ","2036",0.593344649025223
"cocer","rural","MOZ","2037",0.59282957047526
"cocer","rural","MOZ","2038",0.592326146097552
"cocer","rural","MOZ","2039",0.591834112204684
"cocer","rural","MOZ","2040",0.591353211075436
"cocer","rural","MOZ","2041",0.590959678379621
"cocer","rural","MOZ","2042",0.590573600776288
"cocer","rural","MOZ","2043",0.590194837035992
"cocer","rural","MOZ","2044",0.589823248604744
"cocer","rural","MOZ","2045",0.589458699553323
"cocer","rural","MOZ","2046",0.589099020335526
"cocer","rural","MOZ","2047",0.588746193682424
"cocer","rural","MOZ","2048",0.588400089039789
"cocer","rural","MOZ","2049",0.588060578340694
"cocer","rural","MOZ","2050",0.587727535958129
"cocer","rural","MRT","2021",0.500225291099303
"cocer","rural","MRT","2022",0.479147945697532
"cocer","rural","MRT","2023",0.478192630891014
"cocer","rural","MRT","2024",0.477256244337384
"cocer","rural","MRT","2025",0.476338410999267
"cocer","rural","MRT","2026",0.47535554738726
"cocer","rural","MRT","2027",0.47439395919054
"cocer","rural","MRT","2028",0.473453185873901
"cocer","rural","MRT","2029",0.472532776871047
"cocer","rural","MRT","2030",0.471632291368799
"cocer","rural","MRT","2031",0.47065863762352
"cocer","rural","MRT","2032",0.469708276655552
"cocer","rural","MRT","2033",0.468780651230379
"cocer","rural","MRT","2034",0.467875217444236
"cocer","rural","MRT","2035",0.466991444405206
"cocer","rural","MRT","2036",0.466077245543728
"cocer","rural","MRT","2037",0.465186224539679
"cocer","rural","MRT","2038",0.464317793760435
"cocer","rural","MRT","2039",0.463471380471734
"cocer","rural","MRT","2040",0.462646426459956
"cocer","rural","MRT","2041",0.461974012387234
"cocer","rural","MRT","2042",0.461315855348816
"cocer","rural","MRT","2043",0.460671653056224
"cocer","rural","MRT","2044",0.460041109630328
"cocer","rural","MRT","2045",0.459423935465454
"cocer","rural","MRT","2046",0.458817158781029
"cocer","rural","MRT","2047",0.458223304690472
"cocer","rural","MRT","2048",0.457642097979794
"cocer","rural","MRT","2049",0.45707326929627
"cocer","rural","MRT","2050",0.45651655502361
"cocer","rural","MYS","2021",0.1
"cocer","rural","MYS","2022",0.1
"cocer","rural","MYS","2023",0.1
"cocer","rural","MYS","2024",0.1
"cocer","rural","MYS","2025",0.1
"cocer","rural","MYS","2026",0.1
"cocer","rural","MYS","2027",0.1
"cocer","rural","MYS","2028",0.1
"cocer","rural","MYS","2029",0.1
"cocer","rural","MYS","2030",0.1
"cocer","rural","MYS","2031",0.1
"cocer","rural","MYS","2032",0.1
"cocer","rural","MYS","2033",0.1
"cocer","rural","MYS","2034",0.1
"cocer","rural","MYS","2035",0.1
"cocer","rural","MYS","2036",0.1
"cocer","rural","MYS","2037",0.1
"cocer","rural","MYS","2038",0.1
"cocer","rural","MYS","2039",0.1
"cocer","rural","MYS","2040",0.1
"cocer","rural","MYS","2041",0.1
"cocer","rural","MYS","2042",0.1
"cocer","rural","MYS","2043",0.1
"cocer","rural","MYS","2044",0.1
"cocer","rural","MYS","2045",0.1
"cocer","rural","MYS","2046",0.1
"cocer","rural","MYS","2047",0.1
"cocer","rural","MYS","2048",0.1
"cocer","rural","MYS","2049",0.1
"cocer","rural","MYS","2050",0.1
"cocer","rural","NAM","2021",0.719975953290894
"cocer","rural","NAM","2022",0.703097095548905
"cocer","rural","NAM","2023",0.702348607880009
"cocer","rural","NAM","2024",0.701616203750372
"cocer","rural","NAM","2025",0.700899537556123
"cocer","rural","NAM","2026",0.700136233376545
"cocer","rural","NAM","2027",0.699390782114588
"cocer","rural","NAM","2028",0.698662766208451
"cocer","rural","NAM","2029",0.697951777862685
"cocer","rural","NAM","2030",0.697257418819766
"cocer","rural","NAM","2031",0.696506407981396
"cocer","rural","NAM","2032",0.695774850665909
"cocer","rural","NAM","2033",0.695062242966394
"cocer","rural","NAM","2034",0.694368094028698
