"MOD","PROJ","CTY","YRS","Val"
"IIASA","SSP1","AFG","2005",27.57639
"IIASA","SSP1","AFG","2006",28.3040339697922
"IIASA","SSP1","AFG","2007",29.0508779054529
"IIASA","SSP1","AFG","2008",29.8174284265716
"IIASA","SSP1","AFG","2009",30.6042055206476
"IIASA","SSP1","AFG","2010",31.4117428958218
"IIASA","SSP1","AFG","2011",32.1630332279183
"IIASA","SSP1","AFG","2012",32.9322925458484
"IIASA","SSP1","AFG","2013",33.7199506228143
"IIASA","SSP1","AFG","2014",34.5264475111185
"IIASA","SSP1","AFG","2015",35.3522337880141
"IIASA","SSP1","AFG","2016",36.1517742978081
"IIASA","SSP1","AFG","2017",36.9693975412317
"IIASA","SSP1","AFG","2018",37.8055124847495
"IIASA","SSP1","AFG","2019",38.660537344178
"IIASA","SSP1","AFG","2020",39.5348997938729
"IIASA","SSP1","AFG","2021",40.3384656635878
"IIASA","SSP1","AFG","2022",41.1583643964271
"IIASA","SSP1","AFG","2023",41.9949279656962
"IIASA","SSP1","AFG","2024",42.8484950922176
"IIASA","SSP1","AFG","2025",43.7194113814778
"IIASA","SSP1","AFG","2026",44.4832123614701
"IIASA","SSP1","AFG","2027",45.2603573440143
"IIASA","SSP1","AFG","2028",46.0510794558131
"IIASA","SSP1","AFG","2029",46.8556158964148
"IIASA","SSP1","AFG","2030",47.6742080093678
"IIASA","SSP1","AFG","2031",48.4138980143038
"IIASA","SSP1","AFG","2032",49.1650646923981
"IIASA","SSP1","AFG","2033",49.927886110173
"IIASA","SSP1","AFG","2034",50.702543096945
"IIASA","SSP1","AFG","2035",51.4892192876911
"IIASA","SSP1","AFG","2036",52.173203814694
"IIASA","SSP1","AFG","2037",52.866274415241
"IIASA","SSP1","AFG","2038",53.5685517890398
"IIASA","SSP1","AFG","2039",54.2801582391771
"IIASA","SSP1","AFG","2040",55.0012176934179
"IIASA","SSP1","AFG","2041",55.6040141146957
"IIASA","SSP1","AFG","2042",56.2134169992619
"IIASA","SSP1","AFG","2043",56.8294987519211
"IIASA","SSP1","AFG","2044",57.4523325710126
"IIASA","SSP1","AFG","2045",58.0819924571066
"IIASA","SSP1","AFG","2046",58.5924619495154
"IIASA","SSP1","AFG","2047",59.1074178428147
"IIASA","SSP1","AFG","2048",59.626899566967
"IIASA","SSP1","AFG","2049",60.1509468984758
"IIASA","SSP1","AFG","2050",60.6795999634313
"IIASA","SSP1","AGO","2005",19.4509585
"IIASA","SSP1","AGO","2006",20.1623405
"IIASA","SSP1","AGO","2007",20.909684
"IIASA","SSP1","AGO","2008",21.691522
"IIASA","SSP1","AGO","2009",22.507674
"IIASA","SSP1","AGO","2010",23.3641855
"IIASA","SSP1","AGO","2011",24.2591115
"IIASA","SSP1","AGO","2012",25.1882925
"IIASA","SSP1","AGO","2013",26.147002
"IIASA","SSP1","AGO","2014",27.1283365
"IIASA","SSP1","AGO","2015",28.127721
"IIASA","SSP1","AGO","2016",29.1547455
"IIASA","SSP1","AGO","2017",30.208628
"IIASA","SSP1","AGO","2018",31.273533
"IIASA","SSP1","AGO","2019",32.353588
"IIASA","SSP1","AGO","2020",32.899002
"IIASA","SSP1","AGO","2021",33.919357
"IIASA","SSP1","AGO","2022",34.930452
"IIASA","SSP1","AGO","2023",35.931411
"IIASA","SSP1","AGO","2024",36.921864
"IIASA","SSP1","AGO","2025",37.90198
"IIASA","SSP1","AGO","2026",38.872415
"IIASA","SSP1","AGO","2027",39.834365
"IIASA","SSP1","AGO","2028",40.78939
"IIASA","SSP1","AGO","2029",41.739356
"IIASA","SSP1","AGO","2030",42.685848
"IIASA","SSP1","AGO","2031",43.629689
"IIASA","SSP1","AGO","2032",44.570544
"IIASA","SSP1","AGO","2033",45.50666
"IIASA","SSP1","AGO","2034",46.435404
"IIASA","SSP1","AGO","2035",47.354966
"IIASA","SSP1","AGO","2036",48.264397
"IIASA","SSP1","AGO","2037",49.164335
"IIASA","SSP1","AGO","2038",50.056379
"IIASA","SSP1","AGO","2039",50.942889
"IIASA","SSP1","AGO","2040",51.825371
"IIASA","SSP1","AGO","2041",52.703908
"IIASA","SSP1","AGO","2042",53.577201
"IIASA","SSP1","AGO","2043",54.44355
"IIASA","SSP1","AGO","2044",55.300611
"IIASA","SSP1","AGO","2045",56.146405
"IIASA","SSP1","AGO","2046",56.980157
"IIASA","SSP1","AGO","2047",57.801283
"IIASA","SSP1","AGO","2048",58.608159
"IIASA","SSP1","AGO","2049",59.398934
"IIASA","SSP1","AGO","2050",60.172166
"IIASA","SSP1","ALB","2005",3.032634
"IIASA","SSP1","ALB","2006",3.003387
"IIASA","SSP1","ALB","2007",2.9760835
"IIASA","SSP1","ALB","2008",2.951689
"IIASA","SSP1","ALB","2009",2.9305415
"IIASA","SSP1","ALB","2010",2.9133995
"IIASA","SSP1","ALB","2011",2.900654
"IIASA","SSP1","ALB","2012",2.892193
"IIASA","SSP1","ALB","2013",2.887014
"IIASA","SSP1","ALB","2014",2.884102
"IIASA","SSP1","ALB","2015",2.8824805
"IIASA","SSP1","ALB","2016",2.881063
"IIASA","SSP1","ALB","2017",2.879355
"IIASA","SSP1","ALB","2018",2.877013
"IIASA","SSP1","ALB","2019",2.8738835
"IIASA","SSP1","ALB","2020",2.87213
"IIASA","SSP1","ALB","2021",2.854813
"IIASA","SSP1","ALB","2022",2.838331
"IIASA","SSP1","ALB","2023",2.82255
"IIASA","SSP1","ALB","2024",2.807307
"IIASA","SSP1","ALB","2025",2.79242
"IIASA","SSP1","ALB","2026",2.77765
"IIASA","SSP1","ALB","2027",2.762769
"IIASA","SSP1","ALB","2028",2.74746
"IIASA","SSP1","ALB","2029",2.731482
"IIASA","SSP1","ALB","2030",2.714566
"IIASA","SSP1","ALB","2031",2.696581
"IIASA","SSP1","ALB","2032",2.677537
"IIASA","SSP1","ALB","2033",2.657576
"IIASA","SSP1","ALB","2034",2.636971
"IIASA","SSP1","ALB","2035",2.615929
"IIASA","SSP1","ALB","2036",2.594489
"IIASA","SSP1","ALB","2037",2.572626
"IIASA","SSP1","ALB","2038",2.550416
"IIASA","SSP1","ALB","2039",2.527951
"IIASA","SSP1","ALB","2040",2.505295
"IIASA","SSP1","ALB","2041",2.482507
"IIASA","SSP1","ALB","2042",2.459624
"IIASA","SSP1","ALB","2043",2.436644
"IIASA","SSP1","ALB","2044",2.413581
"IIASA","SSP1","ALB","2045",2.390446
"IIASA","SSP1","ALB","2046",2.367247
"IIASA","SSP1","ALB","2047",2.34401
"IIASA","SSP1","ALB","2048",2.320743
"IIASA","SSP1","ALB","2049",2.297455
"IIASA","SSP1","ALB","2050",2.274142
"IIASA","SSP1","ARG","2005",39.0705005
"IIASA","SSP1","ARG","2006",39.4768505
"IIASA","SSP1","ARG","2007",39.8761115
"IIASA","SSP1","ARG","2008",40.273769
"IIASA","SSP1","ARG","2009",40.6843385
"IIASA","SSP1","ARG","2010",41.100123
"IIASA","SSP1","ARG","2011",41.52074
"IIASA","SSP1","ARG","2012",41.952365
"IIASA","SSP1","ARG","2013",42.388269
"IIASA","SSP1","ARG","2014",42.8240535
"IIASA","SSP1","ARG","2015",43.2570655
"IIASA","SSP1","ARG","2016",43.6682415
"IIASA","SSP1","ARG","2017",44.054616
"IIASA","SSP1","ARG","2018",44.413596
"IIASA","SSP1","ARG","2019",44.74552
"IIASA","SSP1","ARG","2020",44.908441
"IIASA","SSP1","ARG","2021",45.106551
"IIASA","SSP1","ARG","2022",45.305848
"IIASA","SSP1","ARG","2023",45.504852
"IIASA","SSP1","ARG","2024",45.702256
"IIASA","SSP1","ARG","2025",45.896893
"IIASA","SSP1","ARG","2026",46.087741
"IIASA","SSP1","ARG","2027",46.273942
"IIASA","SSP1","ARG","2028",46.454765
"IIASA","SSP1","ARG","2029",46.629603
"IIASA","SSP1","ARG","2030",46.797944
"IIASA","SSP1","ARG","2031",46.959349
"IIASA","SSP1","ARG","2032",47.113396
"IIASA","SSP1","ARG","2033",47.259652
"IIASA","SSP1","ARG","2034",47.397762
"IIASA","SSP1","ARG","2035",47.527532
"IIASA","SSP1","ARG","2036",47.64852
"IIASA","SSP1","ARG","2037",47.760832
"IIASA","SSP1","ARG","2038",47.865507
"IIASA","SSP1","ARG","2039",47.964035
"IIASA","SSP1","ARG","2040",48.057383
"IIASA","SSP1","ARG","2041",48.145905
"IIASA","SSP1","ARG","2042",48.22913
"IIASA","SSP1","ARG","2043",48.306324
"IIASA","SSP1","ARG","2044",48.376403
"IIASA","SSP1","ARG","2045",48.438487
"IIASA","SSP1","ARG","2046",48.492241
"IIASA","SSP1","ARG","2047",48.537727
"IIASA","SSP1","ARG","2048",48.574947
"IIASA","SSP1","ARG","2049",48.604054
"IIASA","SSP1","ARG","2050",48.625046
"IIASA","SSP1","ARM","2005",3.047246
"IIASA","SSP1","ARM","2006",3.0264865
"IIASA","SSP1","ARM","2007",3.004393
"IIASA","SSP1","ARM","2008",2.9834205
"IIASA","SSP1","ARM","2009",2.9642965
"IIASA","SSP1","ARM","2010",2.946293
"IIASA","SSP1","ARM","2011",2.928976
"IIASA","SSP1","ARM","2012",2.914421
"IIASA","SSP1","ARM","2013",2.9013845
"IIASA","SSP1","ARM","2014",2.8899295
"IIASA","SSP1","ARM","2015",2.8785945
"IIASA","SSP1","ARM","2016",2.865835
"IIASA","SSP1","ARM","2017",2.851923
"IIASA","SSP1","ARM","2018",2.836557
"IIASA","SSP1","ARM","2019",2.8206015
"IIASA","SSP1","ARM","2020",2.812494
"IIASA","SSP1","ARM","2021",2.801014
"IIASA","SSP1","ARM","2022",2.79038
"IIASA","SSP1","ARM","2023",2.780511
"IIASA","SSP1","ARM","2024",2.77132
"IIASA","SSP1","ARM","2025",2.762659
"IIASA","SSP1","ARM","2026",2.754378
"IIASA","SSP1","ARM","2027",2.74626
"IIASA","SSP1","ARM","2028",2.738087
"IIASA","SSP1","ARM","2029",2.729629
"IIASA","SSP1","ARM","2030",2.720669
"IIASA","SSP1","ARM","2031",2.711099
"IIASA","SSP1","ARM","2032",2.700926
"IIASA","SSP1","ARM","2033",2.690301
"IIASA","SSP1","ARM","2034",2.679481
"IIASA","SSP1","ARM","2035",2.668645
"IIASA","SSP1","ARM","2036",2.657825
"IIASA","SSP1","ARM","2037",2.646977
"IIASA","SSP1","ARM","2038",2.636169
"IIASA","SSP1","ARM","2039",2.625437
"IIASA","SSP1","ARM","2040",2.614835
"IIASA","SSP1","ARM","2041",2.604382
"IIASA","SSP1","ARM","2042",2.594064
"IIASA","SSP1","ARM","2043",2.583832
"IIASA","SSP1","ARM","2044",2.573598
"IIASA","SSP1","ARM","2045",2.563304
"IIASA","SSP1","ARM","2046",2.552907
"IIASA","SSP1","ARM","2047",2.542454
"IIASA","SSP1","ARM","2048",2.531872
"IIASA","SSP1","ARM","2049",2.521145
"IIASA","SSP1","ARM","2050",2.510284
"IIASA","SSP1","AUS","2005",20.1717305
"IIASA","SSP1","AUS","2006",20.46703
"IIASA","SSP1","AUS","2007",20.830828
"IIASA","SSP1","AUS","2008",21.247873
"IIASA","SSP1","AUS","2009",21.660892
"IIASA","SSP1","AUS","2010",22.0191685
"IIASA","SSP1","AUS","2011",22.357034
"IIASA","SSP1","AUS","2012",22.729269
"IIASA","SSP1","AUS","2013",23.1117815
"IIASA","SSP1","AUS","2014",23.4695795
"IIASA","SSP1","AUS","2015",23.8202365
"IIASA","SSP1","AUS","2016",24.1957015
"IIASA","SSP1","AUS","2017",24.5903335
"IIASA","SSP1","AUS","2018",24.97923
"IIASA","SSP1","AUS","2019",25.35717
"IIASA","SSP1","AUS","2020",25.544183
"IIASA","SSP1","AUS","2021",25.748738
"IIASA","SSP1","AUS","2022",25.95383
"IIASA","SSP1","AUS","2023",26.158842
"IIASA","SSP1","AUS","2024",26.363184
"IIASA","SSP1","AUS","2025",26.56638
"IIASA","SSP1","AUS","2026",26.767966
"IIASA","SSP1","AUS","2027",26.967562
"IIASA","SSP1","AUS","2028",27.164838
"IIASA","SSP1","AUS","2029",27.359557
"IIASA","SSP1","AUS","2030",27.551501
"IIASA","SSP1","AUS","2031",27.740558
"IIASA","SSP1","AUS","2032",27.926685
"IIASA","SSP1","AUS","2033",28.109873
"IIASA","SSP1","AUS","2034",28.290243
"IIASA","SSP1","AUS","2035",28.467933
"IIASA","SSP1","AUS","2036",28.642937
"IIASA","SSP1","AUS","2037",28.815474
"IIASA","SSP1","AUS","2038",28.986199
"IIASA","SSP1","AUS","2039",29.155995
"IIASA","SSP1","AUS","2040",29.32551
"IIASA","SSP1","AUS","2041",29.494819
"IIASA","SSP1","AUS","2042",29.663892
"IIASA","SSP1","AUS","2043",29.833102
"IIASA","SSP1","AUS","2044",30.002858
"IIASA","SSP1","AUS","2045",30.173328
"IIASA","SSP1","AUS","2046",30.344712
"IIASA","SSP1","AUS","2047",30.516577
"IIASA","SSP1","AUS","2048",30.687674
"IIASA","SSP1","AUS","2049",30.856309
"IIASA","SSP1","AUS","2050",31.021213
"IIASA","SSP1","AUT","2005",8.2270345
"IIASA","SSP1","AUT","2006",8.2677635
"IIASA","SSP1","AUT","2007",8.294722
"IIASA","SSP1","AUT","2008",8.3211315
"IIASA","SSP1","AUT","2009",8.3429355
"IIASA","SSP1","AUT","2010",8.362829
"IIASA","SSP1","AUT","2011",8.3911995
"IIASA","SSP1","AUT","2012",8.4296365
"IIASA","SSP1","AUT","2013",8.479539
"IIASA","SSP1","AUT","2014",8.5460655
"IIASA","SSP1","AUT","2015",8.642421
"IIASA","SSP1","AUT","2016",8.7364865
"IIASA","SSP1","AUT","2017",8.797496
"IIASA","SSP1","AUT","2018",8.8405125
"IIASA","SSP1","AUT","2019",8.8799395
"IIASA","SSP1","AUT","2020",8.9011
"IIASA","SSP1","AUT","2021",8.940551
"IIASA","SSP1","AUT","2022",8.974899
"IIASA","SSP1","AUT","2023",9.004493
"IIASA","SSP1","AUT","2024",9.029741
"IIASA","SSP1","AUT","2025",9.051138
"IIASA","SSP1","AUT","2026",9.069268
"IIASA","SSP1","AUT","2027",9.084795
"IIASA","SSP1","AUT","2028",9.098431
"IIASA","SSP1","AUT","2029",9.110948
"IIASA","SSP1","AUT","2030",9.122998
"IIASA","SSP1","AUT","2031",9.135049
"IIASA","SSP1","AUT","2032",9.147275
"IIASA","SSP1","AUT","2033",9.159493
"IIASA","SSP1","AUT","2034",9.171298
"IIASA","SSP1","AUT","2035",9.182443
"IIASA","SSP1","AUT","2036",9.19293
"IIASA","SSP1","AUT","2037",9.203048
"IIASA","SSP1","AUT","2038",9.213007
"IIASA","SSP1","AUT","2039",9.223183
"IIASA","SSP1","AUT","2040",9.233782
"IIASA","SSP1","AUT","2041",9.244858
"IIASA","SSP1","AUT","2042",9.256328
"IIASA","SSP1","AUT","2043",9.268099
"IIASA","SSP1","AUT","2044",9.280035
"IIASA","SSP1","AUT","2045",9.29202
"IIASA","SSP1","AUT","2046",9.303992
"IIASA","SSP1","AUT","2047",9.315868
"IIASA","SSP1","AUT","2048",9.327302
"IIASA","SSP1","AUT","2049",9.337944
"IIASA","SSP1","AUT","2050",9.347457
"IIASA","SSP1","AZE","2005",8.6562365
"IIASA","SSP1","AZE","2006",8.7633535
"IIASA","SSP1","AZE","2007",8.878411
"IIASA","SSP1","AZE","2008",8.999696
"IIASA","SSP1","AZE","2009",9.119628
"IIASA","SSP1","AZE","2010",9.2372025
"IIASA","SSP1","AZE","2011",9.3590145
"IIASA","SSP1","AZE","2012",9.485576
"IIASA","SSP1","AZE","2013",9.6144785
"IIASA","SSP1","AZE","2014",9.7418805
"IIASA","SSP1","AZE","2015",9.86348
"IIASA","SSP1","AZE","2016",9.976248
"IIASA","SSP1","AZE","2017",10.071567
"IIASA","SSP1","AZE","2018",10.1525215
"IIASA","SSP1","AZE","2019",10.232753
"IIASA","SSP1","AZE","2020",10.273527
"IIASA","SSP1","AZE","2021",10.312881
"IIASA","SSP1","AZE","2022",10.354395
"IIASA","SSP1","AZE","2023",10.397648
"IIASA","SSP1","AZE","2024",10.442246
"IIASA","SSP1","AZE","2025",10.487826
"IIASA","SSP1","AZE","2026",10.534004
"IIASA","SSP1","AZE","2027",10.580427
"IIASA","SSP1","AZE","2028",10.626735
"IIASA","SSP1","AZE","2029",10.672612
"IIASA","SSP1","AZE","2030",10.717744
"IIASA","SSP1","AZE","2031",10.761818
"IIASA","SSP1","AZE","2032",10.804552
"IIASA","SSP1","AZE","2033",10.845682
"IIASA","SSP1","AZE","2034",10.884968
"IIASA","SSP1","AZE","2035",10.922176
"IIASA","SSP1","AZE","2036",10.957121
"IIASA","SSP1","AZE","2037",10.989595
"IIASA","SSP1","AZE","2038",11.019329
"IIASA","SSP1","AZE","2039",11.046009
"IIASA","SSP1","AZE","2040",11.069424
"IIASA","SSP1","AZE","2041",11.089461
"IIASA","SSP1","AZE","2042",11.106092
"IIASA","SSP1","AZE","2043",11.119349
"IIASA","SSP1","AZE","2044",11.129268
"IIASA","SSP1","AZE","2045",11.13596
"IIASA","SSP1","AZE","2046",11.139431
"IIASA","SSP1","AZE","2047",11.139757
"IIASA","SSP1","AZE","2048",11.137215
"IIASA","SSP1","AZE","2049",11.132128
"IIASA","SSP1","AZE","2050",11.12477
"IIASA","SSP1","BDI","2005",7.3888745
"IIASA","SSP1","BDI","2006",7.6581895
"IIASA","SSP1","BDI","2007",7.9446095
"IIASA","SSP1","BDI","2008",8.278109
"IIASA","SSP1","BDI","2009",8.709366
"IIASA","SSP1","BDI","2010",9.1266055
"IIASA","SSP1","BDI","2011",9.455733
"IIASA","SSP1","BDI","2012",9.795479
"IIASA","SSP1","BDI","2013",10.1495775
"IIASA","SSP1","BDI","2014",10.4949125
"IIASA","SSP1","BDI","2015",10.7271485
"IIASA","SSP1","BDI","2016",10.9033275
"IIASA","SSP1","BDI","2017",11.155593
"IIASA","SSP1","BDI","2018",11.4934725
"IIASA","SSP1","BDI","2019",11.874838
"IIASA","SSP1","BDI","2020",12.053895
"IIASA","SSP1","BDI","2021",12.359168
"IIASA","SSP1","BDI","2022",12.659059
"IIASA","SSP1","BDI","2023",12.953541
"IIASA","SSP1","BDI","2024",13.242728
"IIASA","SSP1","BDI","2025",13.526911
"IIASA","SSP1","BDI","2026",13.806556
"IIASA","SSP1","BDI","2027",14.082298
"IIASA","SSP1","BDI","2028",14.354905
"IIASA","SSP1","BDI","2029",14.625212
"IIASA","SSP1","BDI","2030",14.89391
"IIASA","SSP1","BDI","2031",15.161447
"IIASA","SSP1","BDI","2032",15.42779
"IIASA","SSP1","BDI","2033",15.692313
"IIASA","SSP1","BDI","2034",15.954115
"IIASA","SSP1","BDI","2035",16.212525
"IIASA","SSP1","BDI","2036",16.467216
"IIASA","SSP1","BDI","2037",16.718426
"IIASA","SSP1","BDI","2038",16.966653
"IIASA","SSP1","BDI","2039",17.212623
"IIASA","SSP1","BDI","2040",17.456808
"IIASA","SSP1","BDI","2041",17.699173
"IIASA","SSP1","BDI","2042",17.93919
"IIASA","SSP1","BDI","2043",18.17613
"IIASA","SSP1","BDI","2044",18.408999
"IIASA","SSP1","BDI","2045",18.636941
"IIASA","SSP1","BDI","2046",18.859606
"IIASA","SSP1","BDI","2047",19.076741
"IIASA","SSP1","BDI","2048",19.287631
"IIASA","SSP1","BDI","2049",19.491516
"IIASA","SSP1","BDI","2050",19.687778
"IIASA","SSP1","BEN","2005",8.149419
"IIASA","SSP1","BEN","2006",8.402631
"IIASA","SSP1","BEN","2007",8.6477605
"IIASA","SSP1","BEN","2008",8.9064685
"IIASA","SSP1","BEN","2009",9.1725145
"IIASA","SSP1","BEN","2010",9.4457095
"IIASA","SSP1","BEN","2011",9.7263805
"IIASA","SSP1","BEN","2012",10.0140785
"IIASA","SSP1","BEN","2013",10.3087305
"IIASA","SSP1","BEN","2014",10.614844
"IIASA","SSP1","BEN","2015",10.9327835
"IIASA","SSP1","BEN","2016",11.2600845
"IIASA","SSP1","BEN","2017",11.5967785
"IIASA","SSP1","BEN","2018",11.9406835
"IIASA","SSP1","BEN","2019",12.290444
"IIASA","SSP1","BEN","2020",12.466822
"IIASA","SSP1","BEN","2021",12.804146
"IIASA","SSP1","BEN","2022",13.139973
"IIASA","SSP1","BEN","2023",13.473615
"IIASA","SSP1","BEN","2024",13.804538
"IIASA","SSP1","BEN","2025",14.132361
"IIASA","SSP1","BEN","2026",14.456852
"IIASA","SSP1","BEN","2027",14.777916
"IIASA","SSP1","BEN","2028",15.095611
"IIASA","SSP1","BEN","2029",15.410047
"IIASA","SSP1","BEN","2030",15.721396
"IIASA","SSP1","BEN","2031",16.029689
"IIASA","SSP1","BEN","2032",16.334778
"IIASA","SSP1","BEN","2033",16.636309
"IIASA","SSP1","BEN","2034",16.933783
"IIASA","SSP1","BEN","2035",17.226933
"IIASA","SSP1","BEN","2036",17.515449
"IIASA","SSP1","BEN","2037",17.799574
"IIASA","SSP1","BEN","2038",18.080241
"IIASA","SSP1","BEN","2039",18.358665
"IIASA","SSP1","BEN","2040",18.635722
"IIASA","SSP1","BEN","2041",18.911577
"IIASA","SSP1","BEN","2042",19.185765
"IIASA","SSP1","BEN","2043",19.457675
"IIASA","SSP1","BEN","2044",19.726364
"IIASA","SSP1","BEN","2045",19.991062
"IIASA","SSP1","BEN","2046",20.251469
"IIASA","SSP1","BEN","2047",20.507358
"IIASA","SSP1","BEN","2048",20.758081
"IIASA","SSP1","BEN","2049",21.002877
"IIASA","SSP1","BEN","2050",21.241117
"IIASA","SSP1","BFA","2005",13.876127
"IIASA","SSP1","BFA","2006",14.3162415
"IIASA","SSP1","BFA","2007",14.757074
"IIASA","SSP1","BFA","2008",15.197915
"IIASA","SSP1","BFA","2009",15.6500215
"IIASA","SSP1","BFA","2010",16.116845
"IIASA","SSP1","BFA","2011",16.6026515
"IIASA","SSP1","BFA","2012",17.1137325
"IIASA","SSP1","BFA","2013",17.6364075
"IIASA","SSP1","BFA","2014",18.1698425
"IIASA","SSP1","BFA","2015",18.7180195
"IIASA","SSP1","BFA","2016",19.275498
"IIASA","SSP1","BFA","2017",19.8358585
"IIASA","SSP1","BFA","2018",20.392723
"IIASA","SSP1","BFA","2019",20.951639
"IIASA","SSP1","BFA","2020",21.23189
"IIASA","SSP1","BFA","2021",21.765564
"IIASA","SSP1","BFA","2022",22.291744
"IIASA","SSP1","BFA","2023",22.81027
"IIASA","SSP1","BFA","2024",23.321274
"IIASA","SSP1","BFA","2025",23.825142
"IIASA","SSP1","BFA","2026",24.322609
"IIASA","SSP1","BFA","2027",24.814688
"IIASA","SSP1","BFA","2028",25.302589
"IIASA","SSP1","BFA","2029",25.787665
"IIASA","SSP1","BFA","2030",26.271118
"IIASA","SSP1","BFA","2031",26.753631
"IIASA","SSP1","BFA","2032",27.235138
"IIASA","SSP1","BFA","2033",27.714662
"IIASA","SSP1","BFA","2034",28.190685
"IIASA","SSP1","BFA","2035",28.662135
"IIASA","SSP1","BFA","2036",29.128417
"IIASA","SSP1","BFA","2037",29.589919
"IIASA","SSP1","BFA","2038",30.047749
"IIASA","SSP1","BFA","2039",30.503489
"IIASA","SSP1","BFA","2040",30.958081
"IIASA","SSP1","BFA","2041",31.411528
"IIASA","SSP1","BFA","2042",31.862758
"IIASA","SSP1","BFA","2043",32.310204
"IIASA","SSP1","BFA","2044",32.751798
"IIASA","SSP1","BFA","2045",33.18576
"IIASA","SSP1","BFA","2046",33.611445
"IIASA","SSP1","BFA","2047",34.028305
"IIASA","SSP1","BFA","2048",34.434707
"IIASA","SSP1","BFA","2049",34.828742
"IIASA","SSP1","BFA","2050",35.209003
"IIASA","SSP1","BGD","2005",140.9125895
"IIASA","SSP1","BGD","2006",142.628831
"IIASA","SSP1","BGD","2007",144.135934
"IIASA","SSP1","BGD","2008",145.421318
"IIASA","SSP1","BGD","2009",146.70681
"IIASA","SSP1","BGD","2010",148.3911395
"IIASA","SSP1","BGD","2011",150.2110055
"IIASA","SSP1","BGD","2012",152.0906495
"IIASA","SSP1","BGD","2013",154.0301395
"IIASA","SSP1","BGD","2014",155.9612985
"IIASA","SSP1","BGD","2015",157.8299995
"IIASA","SSP1","BGD","2016",159.7845685
"IIASA","SSP1","BGD","2017",161.7939635
"IIASA","SSP1","BGD","2018",163.683958
"IIASA","SSP1","BGD","2019",165.516222
"IIASA","SSP1","BGD","2020",166.426991
"IIASA","SSP1","BGD","2021",168.236673
"IIASA","SSP1","BGD","2022",169.993265
"IIASA","SSP1","BGD","2023",171.691505
"IIASA","SSP1","BGD","2024",173.326626
"IIASA","SSP1","BGD","2025",174.894319
"IIASA","SSP1","BGD","2026",176.390718
"IIASA","SSP1","BGD","2027",177.812432
"IIASA","SSP1","BGD","2028",179.156547
"IIASA","SSP1","BGD","2029",180.420706
"IIASA","SSP1","BGD","2030",181.603187
"IIASA","SSP1","BGD","2031",182.703145
"IIASA","SSP1","BGD","2032",183.72063
"IIASA","SSP1","BGD","2033",184.656738
"IIASA","SSP1","BGD","2034",185.513435
"IIASA","SSP1","BGD","2035",186.293015
"IIASA","SSP1","BGD","2036",186.995724
"IIASA","SSP1","BGD","2037",187.623866
"IIASA","SSP1","BGD","2038",188.184437
"IIASA","SSP1","BGD","2039",188.686441
"IIASA","SSP1","BGD","2040",189.136695
"IIASA","SSP1","BGD","2041",189.538681
"IIASA","SSP1","BGD","2042",189.892406
"IIASA","SSP1","BGD","2043",190.196824
"IIASA","SSP1","BGD","2044",190.449299
"IIASA","SSP1","BGD","2045",190.648103
"IIASA","SSP1","BGD","2046",190.793688
"IIASA","SSP1","BGD","2047",190.887852
"IIASA","SSP1","BGD","2048",190.931746
"IIASA","SSP1","BGD","2049",190.92678
"IIASA","SSP1","BGD","2050",190.874007
"IIASA","SSP1","BGR","2005",7.8152215
"IIASA","SSP1","BGR","2006",7.766036
"IIASA","SSP1","BGR","2007",7.7190355
"IIASA","SSP1","BGR","2008",7.674913
"IIASA","SSP1","BGR","2009",7.6347355
"IIASA","SSP1","BGR","2010",7.5922725
"IIASA","SSP1","BGR","2011",7.54313
"IIASA","SSP1","BGR","2012",7.488344
"IIASA","SSP1","BGR","2013",7.4311675
"IIASA","SSP1","BGR","2014",7.3721415
"IIASA","SSP1","BGR","2015",7.3092535
"IIASA","SSP1","BGR","2016",7.2459745
"IIASA","SSP1","BGR","2017",7.1824285
"IIASA","SSP1","BGR","2018",7.1174305
"IIASA","SSP1","BGR","2019",7.052532
"IIASA","SSP1","BGR","2020",7.020239
"IIASA","SSP1","BGR","2021",6.94167
"IIASA","SSP1","BGR","2022",6.86961
"IIASA","SSP1","BGR","2023",6.803495
"IIASA","SSP1","BGR","2024",6.742672
"IIASA","SSP1","BGR","2025",6.686446
"IIASA","SSP1","BGR","2026",6.634052
"IIASA","SSP1","BGR","2027",6.58467
"IIASA","SSP1","BGR","2028",6.537433
"IIASA","SSP1","BGR","2029",6.491487
"IIASA","SSP1","BGR","2030",6.446067
"IIASA","SSP1","BGR","2031",6.400654
"IIASA","SSP1","BGR","2032",6.355075
"IIASA","SSP1","BGR","2033",6.309487
"IIASA","SSP1","BGR","2034",6.264335
"IIASA","SSP1","BGR","2035",6.219915
"IIASA","SSP1","BGR","2036",6.176183
"IIASA","SSP1","BGR","2037",6.132937
"IIASA","SSP1","BGR","2038",6.090241
"IIASA","SSP1","BGR","2039",6.048153
"IIASA","SSP1","BGR","2040",6.006739
"IIASA","SSP1","BGR","2041",5.965989
"IIASA","SSP1","BGR","2042",5.925879
"IIASA","SSP1","BGR","2043",5.886471
"IIASA","SSP1","BGR","2044",5.847776
"IIASA","SSP1","BGR","2045",5.809824
"IIASA","SSP1","BGR","2046",5.772611
"IIASA","SSP1","BGR","2047",5.736093
"IIASA","SSP1","BGR","2048",5.700148
"IIASA","SSP1","BGR","2049",5.664632
