"JJJ","FPU","LND","Val"
"jcass","GAN_IND","arf",0.11
"jcass","GOD_IND","air",0.11
"jcass","GOD_IND","arf",0.11
"jcass","GSA_GSA","air",0.11
"jcass","GSA_GSA","arf",0.11
"jcass","GTM_GTM","air",0.11
"jcass","GTM_GTM","arf",0.11
"jcass","HAI_CHM","air",0.1
"jcass","HAI_CHM","arf",0.1
"jcass","HND_HND","air",0.11
"jcass","HND_HND","arf",0.11
"jcass","HOA_KEN","air",0.16
"jcass","HOA_KEN","arf",0.16
"jcass","HOA_SOM","air",0.13
"jcass","HOA_SOM","arf",0.13
"jcass","HTI_HTI","air",0.11
"jcass","HTI_HTI","arf",0.11
"jcass","HUA_CHM","air",0.1
"jcass","HUA_CHM","arf",0.1
"jcass","HUN_CHM","air",0.1
"jcass","HUN_CHM","arf",0.1
"jcass","IEC_IND","air",0.11
"jcass","IEC_IND","arf",0.11
"jcass","IND_CHM","air",0.1
"jcass","IND_CHM","arf",0.1
"jcass","IND_IND","air",0.11
"jcass","IND_IND","arf",0.11
"jcass","INE_IDN","air",0.07
"jcass","INE_IDN","arf",0.07
"jcass","INW_IDN","air",0.07
"jcass","INW_IDN","arf",0.07
"jcass","JAM_JAM","air",0.11
"jcass","JAM_JAM","arf",0.11
"jcass","KRI_IND","air",0.11
"jcass","KRI_IND","arf",0.11
"jcass","LAJ_CHM","air",0.1
"jcass","LAJ_CHM","arf",0.1
"jcass","LCB_CAF","air",0.13
"jcass","LCB_CAF","arf",0.13
"jcass","LCB_CMR","air",0.13
"jcass","LCB_CMR","arf",0.13
"jcass","LCB_NER","air",0.13
"jcass","LCB_NER","arf",0.13
"jcass","LCB_NGA","air",0.11
"jcass","LCB_NGA","arf",0.11
"jcass","LCB_TCD","air",0.13
"jcass","LCB_TCD","arf",0.13
"jcass","LIM_MOZ","air",0.16
"jcass","LIM_MOZ","arf",0.16
"jcass","LIM_ZWE","air",0.16
"jcass","LIM_ZWE","arf",0.16
"jcass","LMO_CHM","air",0.1
"jcass","LMO_CHM","arf",0.1
"jcass","LUN_IND","air",0.11
"jcass","LUN_IND","arf",0.11
"jcass","MAD_MDG","air",0.16
"jcass","MAD_MDG","arf",0.16
"jcass","MAT_IND","air",0.11
"jcass","MAT_IND","arf",0.11
"jcass","MEK_KHM","air",0.1
"jcass","MEK_KHM","arf",0.1
"jcass","MEK_LAO","air",0.1
"jcass","MEK_LAO","arf",0.1
"jcass","MEK_MMR","air",0.08
"jcass","MEK_MMR","arf",0.08
"jcass","MEK_THA","air",0.11
"jcass","MEK_THA","arf",0.11
"jcass","MEK_VNM","air",0.08
"jcass","MEK_VNM","arf",0.08
"jcass","MHN_IND","air",0.11
"jcass","MHN_IND","arf",0.11
"jcass","MIM_MEX","air",0.11
"jcass","MIM_MEX","arf",0.11
"jcass","NEB_BRA","air",0.09
"jcass","NEB_BRA","arf",0.09
"jcass","NIC_NIC","air",0.11
"jcass","NIC_NIC","arf",0.11
"jcass","NIG_BEN","air",0.13
"jcass","NIG_BEN","arf",0.13
"jcass","NIG_BFA","air",0.13
"jcass","NIG_BFA","arf",0.13
"jcass","NIG_CIV","air",0.13
"jcass","NIG_CIV","arf",0.13
"jcass","NIG_CMR","air",0.13
"jcass","NIG_CMR","arf",0.13
"jcass","NIG_GIN","air",0.13
"jcass","NIG_GIN","arf",0.13
"jcass","NIG_MLI","air",0.13
"jcass","NIG_MLI","arf",0.13
"jcass","NIG_NER","air",0.13
"jcass","NIG_NER","arf",0.13
"jcass","NIG_NGA","air",0.11
"jcass","NIG_NGA","arf",0.11
"jcass","NIG_TCD","air",0.13
"jcass","NIG_TCD","arf",0.13
"jcass","NLL_UGA","air",0.16
"jcass","NLL_UGA","arf",0.16
"jcass","NWS_COL","air",0.1
"jcass","NWS_COL","arf",0.1
"jcass","NWS_ECU","air",0.11
"jcass","NWS_ECU","arf",0.11
"jcass","OAO_OAO","air",0.11
"jcass","OAO_OAO","arf",0.11
"jcass","OBB_CHM","air",0.1
"jcass","OBB_CHM","arf",0.1
"jcass","OIO_OIO","air",0.11
"jcass","OIO_OIO","arf",0.11
"jcass","OPO_OPO","air",0.11
"jcass","OPO_OPO","arf",0.11
"jcass","ORI_COL","air",0.1
"jcass","ORI_COL","arf",0.1
"jcass","ORI_VEN","air",0.11
"jcass","ORI_VEN","arf",0.11
"jcass","PAN_PAN","air",0.11
"jcass","PAN_PAN","arf",0.11
"jcass","PAO_PNG","air",0.11
"jcass","PAO_PNG","arf",0.11
"jcass","PAR_ARG","air",0.05
"jcass","PAR_ARG","arf",0.05
"jcass","PAR_BOL","air",0.11
"jcass","PAR_BOL","arf",0.11
"jcass","PAR_BRA","air",0.09
"jcass","PAR_BRA","arf",0.09
"jcass","PAR_PRY","air",0.11
"jcass","PAR_PRY","arf",0.11
"jcass","PEC_PER","air",0.11
"jcass","PEC_PER","arf",0.11
"jcass","PHI_PHL","air",0.08
"jcass","PHI_PHL","arf",0.08
"jcass","RIC_ARG","air",0.05
"jcass","RIC_ARG","arf",0.05
"jcass","RIG_MEX","air",0.11
"jcass","RIG_MEX","arf",0.11
"jcass","RVE_VEN","air",0.11
"jcass","RVE_VEN","arf",0.11
"jcass","RVN_VNM","air",0.08
"jcass","RVN_VNM","arf",0.08
"jcass","SAF_MOZ","air",0.16
"jcass","SAF_MOZ","arf",0.16
"jcass","SAF_TZA","air",0.16
"jcass","SAF_TZA","arf",0.16
"jcass","SAF_ZWE","air",0.16
"jcass","SAF_ZWE","arf",0.16
"jcass","SAH_MLI","air",0.13
"jcass","SAH_MLI","arf",0.13
"jcass","SAH_NER","air",0.13
"jcass","SAH_NER","arf",0.13
"jcass","SAH_TCD","air",0.13
"jcass","SAH_TCD","arf",0.13
"jcass","SAL_ARG","air",0.05
"jcass","SAL_ARG","arf",0.05
"jcass","SAN_BRA","air",0.09
"jcass","SAN_BRA","arf",0.09
"jcass","SAY_IND","air",0.11
"jcass","SAY_IND","arf",0.11
"jcass","SEN_GIN","air",0.13
"jcass","SEN_GIN","arf",0.13
"jcass","SEN_MLI","air",0.13
"jcass","SEN_MLI","arf",0.13
"jcass","SEN_SEN","air",0.13
"jcass","SEN_SEN","arf",0.13
"jcass","SLB_SLB","air",0.11
"jcass","SLB_SLB","arf",0.11
"jcass","SLV_SLV","air",0.11
"jcass","SLV_SLV","arf",0.11
"jcass","SON_CHM","air",0.1
"jcass","SON_CHM","arf",0.1
"jcass","SRL_LKA","air",0.11
"jcass","SRL_LKA","arf",0.11
"jcass","TIE_ARG","air",0.05
"jcass","TIE_ARG","arf",0.05
"jcass","TLS_TLS","air",0.11
"jcass","TLS_TLS","arf",0.11
"jcass","TMM_MMR","air",0.08
"jcass","TMM_MMR","arf",0.08
"jcass","TMM_MYS","air",0.05
"jcass","TMM_MYS","arf",0.05
"jcass","TMM_OSA","air",0.1
"jcass","TMM_OSA","arf",0.1
"jcass","TMM_THA","air",0.11
"jcass","TMM_THA","arf",0.11
"jcass","TOC_BRA","air",0.09
"jcass","TOC_BRA","arf",0.09
"jcass","TWN_CHM","air",0.1
"jcass","TWN_CHM","arf",0.1
"jcass","UME_MEX","air",0.11
"jcass","UME_MEX","arf",0.11
"jcass","URU_BRA","air",0.09
"jcass","URU_BRA","arf",0.09
"jcass","VOT_BEN","air",0.13
"jcass","VOT_BEN","arf",0.13
"jcass","VOT_BFA","air",0.13
"jcass","VOT_BFA","arf",0.13
"jcass","VOT_CIV","air",0.13
"jcass","VOT_CIV","arf",0.13
"jcass","VOT_GHA","air",0.13
"jcass","VOT_GHA","arf",0.13
"jcass","VOT_MLI","air",0.13
"jcass","VOT_MLI","arf",0.13
"jcass","VOT_TGO","air",0.13
"jcass","VOT_TGO","arf",0.13
"jcass","VUT_VUT","air",0.11
"jcass","VUT_VUT","arf",0.11
"jcass","WAC_CIV","air",0.13
"jcass","WAC_CIV","arf",0.13
"jcass","WAC_GIN","air",0.13
"jcass","WAC_GIN","arf",0.13
"jcass","WAC_GMB","air",0.13
"jcass","WAC_GMB","arf",0.13
"jcass","WAC_GNB","air",0.13
"jcass","WAC_GNB","arf",0.13
"jcass","WAC_LBR","air",0.13
"jcass","WAC_LBR","arf",0.13
"jcass","WAC_SEN","air",0.13
"jcass","WAC_SEN","arf",0.13
"jcass","WAC_SLE","air",0.13
"jcass","WAC_SLE","arf",0.13
"jcass","YHE_CHM","air",0.1
"jcass","YHE_CHM","arf",0.1
"jcass","YRD_CHM","air",0.1
"jcass","YRD_CHM","arf",0.1
"jcass","YRD_VNM","air",0.08
"jcass","YRD_VNM","arf",0.08
"jcass","YUC_MEX","air",0.11
"jcass","YUC_MEX","arf",0.11
"jcass","ZAM_AGO","air",0.16
"jcass","ZAM_AGO","arf",0.16
"jcass","ZAM_COD","air",0.13
"jcass","ZAM_COD","arf",0.13
"jcass","ZAM_MOZ","air",0.16
"jcass","ZAM_MOZ","arf",0.16
"jcass","ZAM_MWI","air",0.16
"jcass","ZAM_MWI","arf",0.16
"jcass","ZAM_TZA","air",0.16
"jcass","ZAM_TZA","arf",0.16
"jcass","ZAM_ZMB","air",0.16
"jcass","ZAM_ZMB","arf",0.16
"jcass","ZAM_ZWE","air",0.16
"jcass","ZAM_ZWE","arf",0.16
"jcass","ZHJ_CHM","air",0.1
"jcass","ZHJ_CHM","arf",0.1
"jpota","ALB_ALB","air",0.22
"jpota","ALB_ALB","arf",0.22
"jpota","ALK_USA","air",0.2
"jpota","ALK_USA","arf",0.2
"jpota","AMA_BOL","air",0.28
"jpota","AMA_BOL","arf",0.28
"jpota","AMA_BRA","air",0.24
"jpota","AMA_BRA","arf",0.24
"jpota","AMA_COL","air",0.26
"jpota","AMA_COL","arf",0.26
"jpota","AMA_ECU","air",0.28
"jpota","AMA_ECU","arf",0.28
"jpota","AMA_PER","air",0.28
"jpota","AMA_PER","arf",0.28
"jpota","AMD_AFG","air",0.26
"jpota","AMD_AFG","arf",0.26
"jpota","AMD_TJK","air",0.3
"jpota","AMD_TJK","arf",0.3
"jpota","AMD_TKM","air",0.3
"jpota","AMD_TKM","arf",0.3
"jpota","AMD_UZB","air",0.3
"jpota","AMD_UZB","arf",0.3
"jpota","AMR_CHM","air",0.26
"jpota","AMR_CHM","arf",0.26
"jpota","AMR_RUS","air",0.2
"jpota","AMR_RUS","arf",0.2
"jpota","ARA_IRQ","air",0.2
"jpota","ARA_IRQ","arf",0.2
"jpota","ARK_USA","air",0.2
"jpota","ARK_USA","arf",0.2
"jpota","ARM_ARM","air",0.2
"jpota","ARM_ARM","arf",0.2
"jpota","AZE_AZE","air",0.2
"jpota","AZE_AZE","arf",0.2
"jpota","BAL_BLT","air",0.2
"jpota","BAL_BLT","arf",0.2
"jpota","BAL_RUS","air",0.2
"jpota","BAL_RUS","arf",0.2
"jpota","BLA_RUS","air",0.2
"jpota","BLA_RUS","arf",0.2
"jpota","BLA_TUR","air",0.22
"jpota","BLA_TUR","arf",0.22
"jpota","BLA_UKR","air",0.2
"jpota","BLA_UKR","arf",0.2
"jpota","BLZ_BLZ","air",0.28
"jpota","BLZ_BLZ","arf",0.28
"jpota","BOR_IDN","air",0.2
"jpota","BOR_IDN","arf",0.2
"jpota","BRT_BGD","air",0.3
"jpota","BRT_BGD","arf",0.3
"jpota","BRT_BTN","air",0.26
"jpota","BRT_BTN","arf",0.26
"jpota","BRT_CHM","air",0.26
"jpota","BRT_CHM","arf",0.26
"jpota","BRT_IND","air",0.32
"jpota","BRT_IND","arf",0.32
"jpota","CAF_AGO","air",0.38
"jpota","CAF_AGO","arf",0.38
"jpota","CAF_CAF","air",0.3
"jpota","CAF_CAF","arf",0.3
"jpota","CAF_CMR","air",0.3
"jpota","CAF_CMR","arf",0.3
"jpota","CAF_COG","air",0.3
"jpota","CAF_COG","arf",0.3
"jpota","CAF_NAM","air",0.38
"jpota","CAF_NAM","arf",0.38
"jpota","CAL_USA","air",0.2
"jpota","CAL_USA","arf",0.2
"jpota","CAN_CAN","air",0.26
"jpota","CAN_CAN","arf",0.26
"jpota","CAU_AUS","air",0.16
"jpota","CAU_AUS","arf",0.16
"jpota","CAV_IND","air",0.32
"jpota","CAV_IND","arf",0.32
"jpota","CHC_CHL","air",0.28
"jpota","CHC_CHL","arf",0.28
"jpota","CHJ_CHM","air",0.26
"jpota","CHJ_CHM","arf",0.26
"jpota","CHO_IND","air",0.32
"jpota","CHO_IND","arf",0.32
"jpota","CHU_KAZ","air",0.3
"jpota","CHU_KAZ","arf",0.3
"jpota","CHU_KGZ","air",0.3
"jpota","CHU_KGZ","arf",0.3
"jpota","COB_CAN","air",0.26
"jpota","COB_CAN","arf",0.26
"jpota","COB_USA","air",0.2
"jpota","COB_USA","arf",0.2
"jpota","COL_USA","air",0.2
"jpota","COL_USA","arf",0.2
"jpota","CON_AGO","air",0.38
"jpota","CON_AGO","arf",0.38
"jpota","CON_CAF","air",0.3
"jpota","CON_CAF","arf",0.3
"jpota","CON_COD","air",0.3
"jpota","CON_COD","arf",0.3
"jpota","CON_COG","air",0.3
"jpota","CON_COG","arf",0.3
"jpota","CRB_CRB","air",0.26
"jpota","CRB_CRB","arf",0.26
"jpota","CRI_CRI","air",0.28
"jpota","CRI_CRI","arf",0.28
"jpota","CUB_CUB","air",0.28
"jpota","CUB_CUB","arf",0.28
"jpota","DAN_AUT","air",0.18
"jpota","DAN_AUT","arf",0.18
"jpota","DAN_BGR","air",0.22
"jpota","DAN_BGR","arf",0.22
"jpota","DAN_CZE","air",0.22
"jpota","DAN_CZE","arf",0.22
"jpota","DAN_DEU","air",0.18
"jpota","DAN_DEU","arf",0.18
"jpota","DAN_HRV","air",0.22
"jpota","DAN_HRV","arf",0.22
"jpota","DAN_HUN","air",0.22
"jpota","DAN_HUN","arf",0.22
"jpota","DAN_MDA","air",0.22
"jpota","DAN_MDA","arf",0.22
"jpota","DAN_OBN","air",0.22
"jpota","DAN_OBN","arf",0.22
"jpota","DAN_ROU","air",0.22
"jpota","DAN_ROU","arf",0.22
"jpota","DAN_SVK","air",0.22
"jpota","DAN_SVK","arf",0.22
"jpota","DAN_SVN","air",0.22
"jpota","DAN_SVN","arf",0.22
"jpota","DAN_TUR","air",0.22
"jpota","DAN_TUR","arf",0.22
"jpota","DAN_UKR","air",0.2
"jpota","DAN_UKR","arf",0.2
"jpota","DNI_BLR","air",0.2
"jpota","DNI_BLR","arf",0.2
"jpota","DNI_RUS","air",0.2
"jpota","DNI_RUS","arf",0.2
"jpota","DNI_UKR","air",0.2
"jpota","DNI_UKR","arf",0.2
"jpota","DOM_DOM","air",0.28
"jpota","DOM_DOM","arf",0.28
"jpota","EAC_BDI","air",0.38
"jpota","EAC_BDI","arf",0.38
"jpota","EAC_COD","air",0.3
"jpota","EAC_COD","arf",0.3
"jpota","EAC_RWA","air",0.38
"jpota","EAC_RWA","arf",0.38
"jpota","EAC_TZA","air",0.38
"jpota","EAC_TZA","arf",0.38
"jpota","EAU_AUS","air",0.16
"jpota","EAU_AUS","arf",0.16
"jpota","EGH_IND","air",0.32
"jpota","EGH_IND","arf",0.32
"jpota","ELB_DEU","air",0.18
"jpota","ELB_DEU","arf",0.18
"jpota","ELB_DNK","air",0.18
"jpota","ELB_DNK","arf",0.18
"jpota","EME_CYP","air",0.2
"jpota","EME_CYP","arf",0.2
"jpota","EME_EGY","air",0.28
"jpota","EME_EGY","arf",0.28
"jpota","EME_ISR","air",0.26
"jpota","EME_ISR","arf",0.26
"jpota","EME_JOR","air",0.2
"jpota","EME_JOR","arf",0.2
"jpota","EME_LBN","air",0.2
"jpota","EME_LBN","arf",0.2
"jpota","EME_PSE","air",0.3
"jpota","EME_PSE","arf",0.3
"jpota","EME_SYR","air",0.2
"jpota","EME_SYR","arf",0.2
"jpota","EME_TUR","air",0.22
"jpota","EME_TUR","arf",0.22
"jpota","FNP_FNP","air",0.18
"jpota","FNP_FNP","arf",0.18
"jpota","GAN_BGD","air",0.3
"jpota","GAN_BGD","arf",0.3
"jpota","GAN_CHM","air",0.26
"jpota","GAN_CHM","arf",0.26
"jpota","GAN_IND","air",0.32
"jpota","GAN_IND","arf",0.32
"jpota","GAN_NPL","air",0.26
"jpota","GAN_NPL","arf",0.26
"jpota","GBA_USA","air",0.2
"jpota","GBA_USA","arf",0.2
"jpota","GEO_GEO","air",0.2
"jpota","GEO_GEO","arf",0.2
"jpota","GLA_CAN","air",0.26
"jpota","GLA_CAN","arf",0.26
"jpota","GLA_USA","air",0.2
"jpota","GLA_USA","arf",0.2
"jpota","GOD_IND","air",0.32
"jpota","GOD_IND","arf",0.32
"jpota","GRC_GRC","air",0.22
"jpota","GRC_GRC","arf",0.22
"jpota","GTM_GTM","air",0.28
"jpota","GTM_GTM","arf",0.28
"jpota","HAI_CHM","air",0.26
"jpota","HAI_CHM","arf",0.26
"jpota","HND_HND","air",0.28
"jpota","HND_HND","arf",0.28
"jpota","HOA_ETH","air",0.32
"jpota","HOA_ETH","arf",0.32
"jpota","HOA_KEN","air",0.38
"jpota","HOA_KEN","arf",0.38
"jpota","HTI_HTI","air",0.28
"jpota","HTI_HTI","arf",0.28
"jpota","HUA_CHM","air",0.26
"jpota","HUA_CHM","arf",0.26
"jpota","HUN_CHM","air",0.26
"jpota","HUN_CHM","arf",0.26
"jpota","HWI_USA","air",0.2
"jpota","HWI_USA","arf",0.2
"jpota","IEC_IND","air",0.32
"jpota","IEC_IND","arf",0.32
"jpota","IND_CHM","air",0.26
"jpota","IND_CHM","arf",0.26
"jpota","IND_IND","air",0.32
"jpota","IND_IND","arf",0.32
"jpota","IND_PAK","air",0.26
"jpota","IND_PAK","arf",0.26
"jpota","INE_IDN","air",0.2
"jpota","INE_IDN","arf",0.2
"jpota","INW_IDN","air",0.2
"jpota","INW_IDN","arf",0.2
"jpota","IRL_IRL","air",0.18
"jpota","IRL_IRL","arf",0.18
"jpota","ISL_ISL","air",0.18
"jpota","ISL_ISL","arf",0.18
"jpota","ITA_ITP","air",0.18
"jpota","ITA_ITP","arf",0.18
"jpota","JAM_JAM","air",0.26
"jpota","JAM_JAM","arf",0.26
"jpota","JAP_JPN","air",0.2
"jpota","JAP_JPN","arf",0.2
"jpota","KAL_BWA","air",0.38
"jpota","KAL_BWA","arf",0.38
"jpota","KAL_NAM","air",0.38
"jpota","KAL_NAM","arf",0.38
"jpota","KAL_ZAF","air",0.26
"jpota","KAL_ZAF","arf",0.26
"jpota","KRI_IND","air",0.32
"jpota","KRI_IND","arf",0.32
"jpota","LAJ_CHM","air",0.26
"jpota","LAJ_CHM","arf",0.26
"jpota","LBA_KAZ","air",0.3
"jpota","LBA_KAZ","arf",0.3
"jpota","LBO_FRP","air",0.18
"jpota","LBO_FRP","arf",0.18
"jpota","LCB_CAF","air",0.3
"jpota","LCB_CAF","arf",0.3
"jpota","LCB_CMR","air",0.3
"jpota","LCB_CMR","arf",0.3
"jpota","LCB_NER","air",0.32
"jpota","LCB_NER","arf",0.32
"jpota","LCB_NGA","air",0.26
"jpota","LCB_NGA","arf",0.26
"jpota","LCB_TCD","air",0.32
"jpota","LCB_TCD","arf",0.32
"jpota","LIM_BWA","air",0.38
"jpota","LIM_BWA","arf",0.38
"jpota","LIM_MOZ","air",0.38
"jpota","LIM_MOZ","arf",0.38
"jpota","LIM_ZAF","air",0.26
"jpota","LIM_ZAF","arf",0.26
"jpota","LIM_ZWE","air",0.38
"jpota","LIM_ZWE","arf",0.38
"jpota","LMO_CHM","air",0.26
"jpota","LMO_CHM","arf",0.26
"jpota","LMO_MNG","air",0.28
"jpota","LMO_MNG","arf",0.28
"jpota","LTZ_KAZ","air",0.3
"jpota","LTZ_KAZ","arf",0.3
"jpota","LUN_IND","air",0.32
"jpota","LUN_IND","arf",0.32
"jpota","MAD_MDG","air",0.38
"jpota","MAD_MDG","arf",0.38
"jpota","MAT_IND","air",0.32
"jpota","MAT_IND","arf",0.32
"jpota","MAU_AUS","air",0.16
"jpota","MAU_AUS","arf",0.16
"jpota","MCK_CAN","air",0.26
"jpota","MCK_CAN","arf",0.26
"jpota","MEK_LAO","air",0.22
"jpota","MEK_LAO","arf",0.22
"jpota","MEK_MMR","air",0.22
"jpota","MEK_MMR","arf",0.22
"jpota","MEK_THA","air",0.22
"jpota","MEK_THA","arf",0.22
"jpota","MEK_VNM","air",0.24
"jpota","MEK_VNM","arf",0.24
"jpota","MHN_IND","air",0.32
"jpota","MHN_IND","arf",0.32
"jpota","MIM_MEX","air",0.28
"jpota","MIM_MEX","arf",0.28
"jpota","MIS_USA","air",0.2
"jpota","MIS_USA","arf",0.2
"jpota","MOU_USA","air",0.2
"jpota","MOU_USA","arf",0.2
"jpota","NAC_DZA","air",0.2
"jpota","NAC_DZA","arf",0.2
"jpota","NAC_EGY","air",0.28
"jpota","NAC_EGY","arf",0.28
"jpota","NAC_LBY","air",0.2
"jpota","NAC_LBY","arf",0.2
"jpota","NAC_TUN","air",0.2
"jpota","NAC_TUN","arf",0.2
"jpota","NEB_BRA","air",0.24
"jpota","NEB_BRA","arf",0.24
"jpota","NER_RUS","air",0.2
"jpota","NER_RUS","arf",0.2
"jpota","NIC_NIC","air",0.28
"jpota","NIC_NIC","arf",0.28
"jpota","NIG_BEN","air",0.3
"jpota","NIG_BEN","arf",0.3
"jpota","NIG_BFA","air",0.32
"jpota","NIG_BFA","arf",0.32
"jpota","NIG_CMR","air",0.3
"jpota","NIG_CMR","arf",0.3
"jpota","NIG_GIN","air",0.3
"jpota","NIG_GIN","arf",0.3
"jpota","NIG_MLI","air",0.32
"jpota","NIG_MLI","arf",0.32
"jpota","NIG_NER","air",0.32
"jpota","NIG_NER","arf",0.32
"jpota","NIG_NGA","air",0.26
"jpota","NIG_NGA","arf",0.26
"jpota","NIG_TCD","air",0.32
"jpota","NIG_TCD","arf",0.32
"jpota","NKP_PRK","air",0.28
"jpota","NKP_PRK","arf",0.28
"jpota","NLL_EGY","air",0.28
"jpota","NLL_EGY","arf",0.28
"jpota","NLL_ERI","air",0.32
"jpota","NLL_ERI","arf",0.32
"jpota","NLL_ETH","air",0.32
"jpota","NLL_ETH","arf",0.32
"jpota","NLL_SDN","air",0.32
"jpota","NLL_SDN","arf",0.32
"jpota","NLL_UGA","air",0.38
"jpota","NLL_UGA","arf",0.38
"jpota","NOR_NOR","air",0.18
"jpota","NOR_NOR","arf",0.18
"jpota","NWA_MOR","air",0.2
"jpota","NWA_MOR","arf",0.2
"jpota","NWA_MRT","air",0.32
"jpota","NWA_MRT","arf",0.32
"jpota","NWS_COL","air",0.26
"jpota","NWS_COL","arf",0.26
"jpota","NWS_ECU","air",0.28
"jpota","NWS_ECU","arf",0.28
"jpota","NZE_NZL","air",0.26
"jpota","NZE_NZL","arf",0.26
"jpota","OAO_OAO","air",0.26
"jpota","OAO_OAO","arf",0.26
"jpota","OBB_CHM","air",0.26
"jpota","OBB_CHM","arf",0.26
"jpota","OBB_KAZ","air",0.3
"jpota","OBB_KAZ","arf",0.3
"jpota","OBB_RUS","air",0.2
"jpota","OBB_RUS","arf",0.2
"jpota","ODE_DEU","air",0.18
"jpota","ODE_DEU","arf",0.18
"jpota","ODE_POL","air",0.22
"jpota","ODE_POL","arf",0.22
"jpota","ODE_RUS","air",0.2
"jpota","ODE_RUS","arf",0.2
"jpota","OHI_USA","air",0.2
"jpota","OHI_USA","arf",0.2
"jpota","OIO_OIO","air",0.26
"jpota","OIO_OIO","arf",0.26
"jpota","OPO_OPO","air",0.26
"jpota","OPO_OPO","arf",0.26
"jpota","ORA_LSO","air",0.38
"jpota","ORA_LSO","arf",0.38
"jpota","ORA_NAM","air",0.38
"jpota","ORA_NAM","arf",0.38
"jpota","ORA_ZAF","air",0.26
"jpota","ORA_ZAF","arf",0.26
"jpota","ORI_COL","air",0.26
"jpota","ORI_COL","arf",0.26
"jpota","ORI_VEN","air",0.28
"jpota","ORI_VEN","arf",0.28
"jpota","PAN_PAN","air",0.28
"jpota","PAN_PAN","arf",0.28
"jpota","PAO_PNG","air",0.26
"jpota","PAO_PNG","arf",0.26
"jpota","PAR_ARG","air",0.14
"jpota","PAR_ARG","arf",0.14
"jpota","PAR_BOL","air",0.28
"jpota","PAR_BOL","arf",0.28
"jpota","PAR_BRA","air",0.24
"jpota","PAR_BRA","arf",0.24
"jpota","PAR_PRY","air",0.28
"jpota","PAR_PRY","arf",0.28
"jpota","PEC_PER","air",0.28
"jpota","PEC_PER","arf",0.28
"jpota","PHI_PHL","air",0.22
"jpota","PHI_PHL","arf",0.22
"jpota","PRT_PRT","air",0.18
"jpota","PRT_PRT","arf",0.18
"jpota","RAP_RAP","air",0.2
"jpota","RAP_RAP","arf",0.2
"jpota","RHI_BLX","air",0.18
"jpota","RHI_BLX","arf",0.18
"jpota","RHI_CHP","air",0.18
"jpota","RHI_CHP","arf",0.18
"jpota","RHI_DEU","air",0.18
"jpota","RHI_DEU","arf",0.18
"jpota","RHI_FRP","air",0.18
"jpota","RHI_FRP","arf",0.18
"jpota","RHI_NLD","air",0.18
"jpota","RHI_NLD","arf",0.18
"jpota","RHO_FRP","air",0.18
"jpota","RHO_FRP","arf",0.18
"jpota","RIC_ARG","air",0.14
"jpota","RIC_ARG","arf",0.14
"jpota","RIG_MEX","air",0.28
"jpota","RIG_MEX","arf",0.28
"jpota","RIG_USA","air",0.2
"jpota","RIG_USA","arf",0.2
"jpota","RRS_RUS","air",0.2
"jpota","RRS_RUS","arf",0.2
"jpota","RVE_VEN","air",0.28
"jpota","RVE_VEN","arf",0.28
"jpota","RVN_VNM","air",0.24
"jpota","RVN_VNM","arf",0.24
"jpota","RWI_CAN","air",0.26
"jpota","RWI_CAN","arf",0.26
"jpota","RWI_USA","air",0.2
"jpota","RWI_USA","arf",0.2
"jpota","SAC_SWZ","air",0.38
"jpota","SAC_SWZ","arf",0.38
"jpota","SAC_ZAF","air",0.26
"jpota","SAC_ZAF","arf",0.26
"jpota","SAF_MOZ","air",0.38
"jpota","SAF_MOZ","arf",0.38
"jpota","SAF_TZA","air",0.38
"jpota","SAF_TZA","arf",0.38
"jpota","SAF_ZWE","air",0.38
"jpota","SAF_ZWE","arf",0.38
"jpota","SAH_DZA","air",0.2
"jpota","SAH_DZA","arf",0.2
"jpota","SAH_EGY","air",0.28
"jpota","SAH_EGY","arf",0.28
"jpota","SAH_LBY","air",0.2
"jpota","SAH_LBY","arf",0.2
"jpota","SAH_MLI","air",0.32
"jpota","SAH_MLI","arf",0.32
"jpota","SAH_MOR","air",0.2
"jpota","SAH_MOR","arf",0.2
"jpota","SAH_MRT","air",0.32
"jpota","SAH_MRT","arf",0.32
"jpota","SAH_NER","air",0.32
"jpota","SAH_NER","arf",0.32
"jpota","SAH_SDN","air",0.32
"jpota","SAH_SDN","arf",0.32
"jpota","SAH_TCD","air",0.32
"jpota","SAH_TCD","arf",0.32
"jpota","SAL_ARG","air",0.14
"jpota","SAL_ARG","arf",0.14
"jpota","SAN_BRA","air",0.24
"jpota","SAN_BRA","arf",0.24
"jpota","SAU_SAU","air",0.2
"jpota","SAU_SAU","arf",0.2
"jpota","SAY_IND","air",0.32
"jpota","SAY_IND","arf",0.32
"jpota","SEI_FRP","air",0.18
"jpota","SEI_FRP","arf",0.18
"jpota","SEN_GIN","air",0.3
"jpota","SEN_GIN","arf",0.3
"jpota","SEN_MLI","air",0.32
"jpota","SEN_MLI","arf",0.32
"jpota","SEN_MRT","air",0.32
"jpota","SEN_MRT","arf",0.32
"jpota","SEN_SEN","air",0.3
"jpota","SEN_SEN","arf",0.3
"jpota","SEU_USA","air",0.2
"jpota","SEU_USA","arf",0.2
"jpota","SKP_KOR","air",0.2
"jpota","SKP_KOR","arf",0.2
"jpota","SLV_SLV","air",0.28
"jpota","SLV_SLV","arf",0.28
"jpota","SON_CHM","air",0.26
