"JJJ","FPU","LND","Val"
"jbarl","ALB_ALB","air",0.1
"jbarl","ALB_ALB","arf",0.1
"jbarl","ALK_USA","air",0.09
"jbarl","ALK_USA","arf",0.09
"jbarl","AMA_BOL","air",0.12
"jbarl","AMA_BOL","arf",0.12
"jbarl","AMA_BRA","air",0.1
"jbarl","AMA_BRA","arf",0.1
"jbarl","AMA_COL","air",0.11
"jbarl","AMA_COL","arf",0.11
"jbarl","AMA_ECU","air",0.12
"jbarl","AMA_ECU","arf",0.12
"jbarl","AMA_PER","air",0.12
"jbarl","AMA_PER","arf",0.12
"jbarl","AMD_AFG","air",0.12
"jbarl","AMD_AFG","arf",0.12
"jbarl","AMD_TJK","air",0.13
"jbarl","AMD_TJK","arf",0.13
"jbarl","AMD_TKM","air",0.13
"jbarl","AMD_TKM","arf",0.13
"jbarl","AMD_UZB","air",0.13
"jbarl","AMD_UZB","arf",0.13
"jbarl","AMR_CHM","air",0.11
"jbarl","AMR_CHM","arf",0.11
"jbarl","AMR_RUS","air",0.09
"jbarl","AMR_RUS","arf",0.09
"jbarl","ARA_IRQ","air",0.08
"jbarl","ARA_IRQ","arf",0.08
"jbarl","ARK_USA","air",0.09
"jbarl","ARK_USA","arf",0.09
"jbarl","ARM_ARM","air",0.09
"jbarl","ARM_ARM","arf",0.09
"jbarl","AZE_AZE","air",0.09
"jbarl","AZE_AZE","arf",0.09
"jbarl","BAL_BLT","air",0.09
"jbarl","BAL_BLT","arf",0.09
"jbarl","BAL_RUS","air",0.09
"jbarl","BAL_RUS","arf",0.09
"jbarl","BLA_RUS","air",0.09
"jbarl","BLA_RUS","arf",0.09
"jbarl","BLA_TUR","air",0.1
"jbarl","BLA_TUR","arf",0.1
"jbarl","BLA_UKR","air",0.09
"jbarl","BLA_UKR","arf",0.09
"jbarl","BRT_BGD","air",0.14
"jbarl","BRT_BGD","arf",0.14
"jbarl","BRT_BTN","air",0.12
"jbarl","BRT_BTN","arf",0.12
"jbarl","BRT_CHM","air",0.11
"jbarl","BRT_CHM","arf",0.11
"jbarl","BRT_IND","air",0.13
"jbarl","BRT_IND","arf",0.13
"jbarl","CAL_USA","air",0.09
"jbarl","CAL_USA","arf",0.09
"jbarl","CAN_CAN","air",0.11
"jbarl","CAN_CAN","arf",0.11
"jbarl","CAU_AUS","air",0.08
"jbarl","CAU_AUS","arf",0.08
"jbarl","CAV_IND","air",0.13
"jbarl","CAV_IND","arf",0.13
"jbarl","CHC_CHL","air",0.12
"jbarl","CHC_CHL","arf",0.12
"jbarl","CHJ_CHM","air",0.11
"jbarl","CHJ_CHM","arf",0.11
"jbarl","CHO_IND","air",0.13
"jbarl","CHO_IND","arf",0.13
"jbarl","CHU_KAZ","air",0.13
"jbarl","CHU_KAZ","arf",0.13
"jbarl","CHU_KGZ","air",0.13
"jbarl","CHU_KGZ","arf",0.13
"jbarl","COB_CAN","air",0.11
"jbarl","COB_CAN","arf",0.11
"jbarl","COB_USA","air",0.09
"jbarl","COB_USA","arf",0.09
"jbarl","COL_USA","air",0.09
"jbarl","COL_USA","arf",0.09
"jbarl","CON_COD","air",0.13
"jbarl","CON_COD","arf",0.13
"jbarl","DAN_AUT","air",0.08
"jbarl","DAN_AUT","arf",0.08
"jbarl","DAN_BGR","air",0.1
"jbarl","DAN_BGR","arf",0.1
"jbarl","DAN_CZE","air",0.1
"jbarl","DAN_CZE","arf",0.1
"jbarl","DAN_DEU","air",0.08
"jbarl","DAN_DEU","arf",0.08
"jbarl","DAN_HRV","air",0.1
"jbarl","DAN_HRV","arf",0.1
"jbarl","DAN_HUN","air",0.1
"jbarl","DAN_HUN","arf",0.1
"jbarl","DAN_MDA","air",0.1
"jbarl","DAN_MDA","arf",0.1
"jbarl","DAN_OBN","air",0.1
"jbarl","DAN_OBN","arf",0.1
"jbarl","DAN_ROU","air",0.1
"jbarl","DAN_ROU","arf",0.1
"jbarl","DAN_SVK","air",0.1
"jbarl","DAN_SVK","arf",0.1
"jbarl","DAN_SVN","air",0.1
"jbarl","DAN_SVN","arf",0.1
"jbarl","DAN_TUR","air",0.1
"jbarl","DAN_TUR","arf",0.1
"jbarl","DAN_UKR","air",0.09
"jbarl","DAN_UKR","arf",0.09
"jbarl","DNI_BLR","air",0.09
"jbarl","DNI_BLR","arf",0.09
"jbarl","DNI_RUS","air",0.09
"jbarl","DNI_RUS","arf",0.09
"jbarl","DNI_UKR","air",0.09
"jbarl","DNI_UKR","arf",0.09
"jbarl","EAC_COD","air",0.13
"jbarl","EAC_COD","arf",0.13
"jbarl","EAC_TZA","air",0.16
"jbarl","EAC_TZA","arf",0.16
"jbarl","EAU_AUS","air",0.08
"jbarl","EAU_AUS","arf",0.08
"jbarl","EGH_IND","air",0.13
"jbarl","EGH_IND","arf",0.13
"jbarl","ELB_DEU","air",0.08
"jbarl","ELB_DEU","arf",0.08
"jbarl","ELB_DNK","air",0.08
"jbarl","ELB_DNK","arf",0.08
"jbarl","EME_CYP","air",0.08
"jbarl","EME_CYP","arf",0.08
"jbarl","EME_EGY","air",0.11
"jbarl","EME_EGY","arf",0.11
"jbarl","EME_ISR","air",0.11
"jbarl","EME_ISR","arf",0.11
"jbarl","EME_JOR","air",0.08
"jbarl","EME_JOR","arf",0.08
"jbarl","EME_LBN","air",0.08
"jbarl","EME_LBN","arf",0.08
"jbarl","EME_PSE","air",0.13
"jbarl","EME_PSE","arf",0.13
"jbarl","EME_SYR","air",0.08
"jbarl","EME_SYR","arf",0.08
"jbarl","EME_TUR","air",0.1
"jbarl","EME_TUR","arf",0.1
"jbarl","FNP_FNP","air",0.08
"jbarl","FNP_FNP","arf",0.08
"jbarl","GAN_BGD","air",0.14
"jbarl","GAN_BGD","arf",0.14
"jbarl","GAN_CHM","air",0.11
"jbarl","GAN_CHM","arf",0.11
"jbarl","GAN_IND","air",0.13
"jbarl","GAN_IND","arf",0.13
"jbarl","GAN_NPL","air",0.12
"jbarl","GAN_NPL","arf",0.12
"jbarl","GBA_USA","air",0.09
"jbarl","GBA_USA","arf",0.09
"jbarl","GEO_GEO","air",0.09
"jbarl","GEO_GEO","arf",0.09
"jbarl","GLA_CAN","air",0.11
"jbarl","GLA_CAN","arf",0.11
"jbarl","GLA_USA","air",0.09
"jbarl","GLA_USA","arf",0.09
"jbarl","GOD_IND","air",0.13
"jbarl","GOD_IND","arf",0.13
"jbarl","GRC_GRC","air",0.1
"jbarl","GRC_GRC","arf",0.1
"jbarl","GTM_GTM","air",0.12
"jbarl","GTM_GTM","arf",0.12
"jbarl","HAI_CHM","air",0.11
"jbarl","HAI_CHM","arf",0.11
"jbarl","HOA_ETH","air",0.13
"jbarl","HOA_ETH","arf",0.13
"jbarl","HOA_KEN","air",0.16
"jbarl","HOA_KEN","arf",0.16
"jbarl","HUA_CHM","air",0.11
"jbarl","HUA_CHM","arf",0.11
"jbarl","HUN_CHM","air",0.11
"jbarl","HUN_CHM","arf",0.11
"jbarl","HWI_USA","air",0.09
"jbarl","HWI_USA","arf",0.09
"jbarl","IEC_IND","air",0.13
"jbarl","IEC_IND","arf",0.13
"jbarl","IND_CHM","air",0.11
"jbarl","IND_CHM","arf",0.11
"jbarl","IND_IND","air",0.13
"jbarl","IND_IND","arf",0.13
"jbarl","IND_PAK","air",0.11
"jbarl","IND_PAK","arf",0.11
"jbarl","IRL_IRL","air",0.08
"jbarl","IRL_IRL","arf",0.08
"jbarl","ISL_ISL","air",0.08
"jbarl","ISL_ISL","arf",0.08
"jbarl","ITA_ITP","air",0.08
"jbarl","ITA_ITP","arf",0.08
"jbarl","JAP_JPN","air",0.08
"jbarl","JAP_JPN","arf",0.08
"jbarl","KAL_ZAF","air",0.11
"jbarl","KAL_ZAF","arf",0.11
"jbarl","KRI_IND","air",0.13
"jbarl","KRI_IND","arf",0.13
"jbarl","LAJ_CHM","air",0.11
"jbarl","LAJ_CHM","arf",0.11
"jbarl","LBA_KAZ","air",0.13
"jbarl","LBA_KAZ","arf",0.13
"jbarl","LBO_FRP","air",0.08
"jbarl","LBO_FRP","arf",0.08
"jbarl","LIM_ZAF","air",0.11
"jbarl","LIM_ZAF","arf",0.11
"jbarl","LIM_ZWE","air",0.16
"jbarl","LIM_ZWE","arf",0.16
"jbarl","LMO_CHM","air",0.11
"jbarl","LMO_CHM","arf",0.11
"jbarl","LMO_MNG","air",0.12
"jbarl","LMO_MNG","arf",0.12
"jbarl","LTZ_KAZ","air",0.13
"jbarl","LTZ_KAZ","arf",0.13
"jbarl","LUN_IND","air",0.13
"jbarl","LUN_IND","arf",0.13
"jbarl","MAT_IND","air",0.13
"jbarl","MAT_IND","arf",0.13
"jbarl","MAU_AUS","air",0.08
"jbarl","MAU_AUS","arf",0.08
"jbarl","MCK_CAN","air",0.11
"jbarl","MCK_CAN","arf",0.11
"jbarl","MEK_THA","air",0.1
"jbarl","MEK_THA","arf",0.1
"jbarl","MHN_IND","air",0.13
"jbarl","MHN_IND","arf",0.13
"jbarl","MIM_MEX","air",0.11
"jbarl","MIM_MEX","arf",0.11
"jbarl","MIS_USA","air",0.09
"jbarl","MIS_USA","arf",0.09
"jbarl","MOU_USA","air",0.09
"jbarl","MOU_USA","arf",0.09
"jbarl","NAC_DZA","air",0.08
"jbarl","NAC_DZA","arf",0.08
"jbarl","NAC_EGY","air",0.11
"jbarl","NAC_EGY","arf",0.11
"jbarl","NAC_LBY","air",0.08
"jbarl","NAC_LBY","arf",0.08
"jbarl","NAC_TUN","air",0.08
"jbarl","NAC_TUN","arf",0.08
"jbarl","NEB_BRA","air",0.1
"jbarl","NEB_BRA","arf",0.1
"jbarl","NER_RUS","air",0.09
"jbarl","NER_RUS","arf",0.09
"jbarl","NKP_PRK","air",0.12
"jbarl","NKP_PRK","arf",0.12
"jbarl","NLL_EGY","air",0.11
"jbarl","NLL_EGY","arf",0.11
"jbarl","NLL_ERI","air",0.13
"jbarl","NLL_ERI","arf",0.13
"jbarl","NLL_ETH","air",0.13
"jbarl","NLL_ETH","arf",0.13
"jbarl","NOR_NOR","air",0.08
"jbarl","NOR_NOR","arf",0.08
"jbarl","NWA_MOR","air",0.08
"jbarl","NWA_MOR","arf",0.08
"jbarl","NWA_MRT","air",0.13
"jbarl","NWA_MRT","arf",0.13
"jbarl","NWS_COL","air",0.11
"jbarl","NWS_COL","arf",0.11
"jbarl","NWS_ECU","air",0.12
"jbarl","NWS_ECU","arf",0.12
"jbarl","NZE_NZL","air",0.11
"jbarl","NZE_NZL","arf",0.11
"jbarl","OBB_CHM","air",0.11
"jbarl","OBB_CHM","arf",0.11
"jbarl","OBB_KAZ","air",0.13
"jbarl","OBB_KAZ","arf",0.13
"jbarl","OBB_RUS","air",0.09
"jbarl","OBB_RUS","arf",0.09
"jbarl","ODE_DEU","air",0.08
"jbarl","ODE_DEU","arf",0.08
"jbarl","ODE_POL","air",0.1
"jbarl","ODE_POL","arf",0.1
"jbarl","ODE_RUS","air",0.09
"jbarl","ODE_RUS","arf",0.09
"jbarl","OHI_USA","air",0.09
"jbarl","OHI_USA","arf",0.09
"jbarl","ORA_LSO","air",0.16
"jbarl","ORA_LSO","arf",0.16
"jbarl","ORA_ZAF","air",0.11
"jbarl","ORA_ZAF","arf",0.11
"jbarl","ORI_COL","air",0.11
"jbarl","ORI_COL","arf",0.11
"jbarl","PAR_ARG","air",0.06
"jbarl","PAR_ARG","arf",0.06
"jbarl","PAR_BOL","air",0.12
"jbarl","PAR_BOL","arf",0.12
"jbarl","PAR_BRA","air",0.1
"jbarl","PAR_BRA","arf",0.1
"jbarl","PEC_PER","air",0.12
"jbarl","PEC_PER","arf",0.12
"jbarl","PRT_PRT","air",0.08
"jbarl","PRT_PRT","arf",0.08
"jbarl","RAP_RAP","air",0.08
"jbarl","RAP_RAP","arf",0.08
"jbarl","RHI_BLX","air",0.08
"jbarl","RHI_BLX","arf",0.08
"jbarl","RHI_CHP","air",0.08
"jbarl","RHI_CHP","arf",0.08
"jbarl","RHI_DEU","air",0.08
"jbarl","RHI_DEU","arf",0.08
"jbarl","RHI_FRP","air",0.08
"jbarl","RHI_FRP","arf",0.08
"jbarl","RHI_NLD","air",0.08
"jbarl","RHI_NLD","arf",0.08
"jbarl","RHO_FRP","air",0.08
"jbarl","RHO_FRP","arf",0.08
"jbarl","RIC_ARG","air",0.06
"jbarl","RIC_ARG","arf",0.06
"jbarl","RIG_MEX","air",0.11
"jbarl","RIG_MEX","arf",0.11
"jbarl","RIG_USA","air",0.09
"jbarl","RIG_USA","arf",0.09
"jbarl","RRS_RUS","air",0.09
"jbarl","RRS_RUS","arf",0.09
"jbarl","RWI_CAN","air",0.11
"jbarl","RWI_CAN","arf",0.11
"jbarl","RWI_USA","air",0.09
"jbarl","RWI_USA","arf",0.09
"jbarl","SAC_ZAF","air",0.11
"jbarl","SAC_ZAF","arf",0.11
"jbarl","SAF_TZA","air",0.16
"jbarl","SAF_TZA","arf",0.16
"jbarl","SAF_ZWE","air",0.16
"jbarl","SAF_ZWE","arf",0.16
"jbarl","SAH_DZA","air",0.08
"jbarl","SAH_DZA","arf",0.08
"jbarl","SAH_EGY","air",0.11
"jbarl","SAH_EGY","arf",0.11
"jbarl","SAH_LBY","air",0.08
"jbarl","SAH_LBY","arf",0.08
"jbarl","SAH_MOR","air",0.08
"jbarl","SAH_MOR","arf",0.08
"jbarl","SAH_MRT","air",0.13
"jbarl","SAH_MRT","arf",0.13
"jbarl","SAL_ARG","air",0.06
"jbarl","SAL_ARG","arf",0.06
"jbarl","SAN_BRA","air",0.1
"jbarl","SAN_BRA","arf",0.1
"jbarl","SAU_SAU","air",0.08
"jbarl","SAU_SAU","arf",0.08
"jbarl","SAY_IND","air",0.13
"jbarl","SAY_IND","arf",0.13
"jbarl","SEI_FRP","air",0.08
"jbarl","SEI_FRP","arf",0.08
"jbarl","SEN_MRT","air",0.13
"jbarl","SEN_MRT","arf",0.13
"jbarl","SEU_USA","air",0.09
"jbarl","SEU_USA","arf",0.09
"jbarl","SKP_KOR","air",0.1
"jbarl","SKP_KOR","arf",0.1
"jbarl","SON_CHM","air",0.11
"jbarl","SON_CHM","arf",0.11
"jbarl","SPP_SPP","air",0.08
"jbarl","SPP_SPP","arf",0.08
"jbarl","SWE_SWE","air",0.08
"jbarl","SWE_SWE","arf",0.08
"jbarl","SYD_KAZ","air",0.13
"jbarl","SYD_KAZ","arf",0.13
"jbarl","SYD_KGZ","air",0.13
"jbarl","SYD_KGZ","arf",0.13
"jbarl","SYD_TJK","air",0.13
"jbarl","SYD_TJK","arf",0.13
"jbarl","SYD_UZB","air",0.13
"jbarl","SYD_UZB","arf",0.13
"jbarl","TIE_ARG","air",0.06
"jbarl","TIE_ARG","arf",0.06
"jbarl","TIG_IRN","air",0.08
"jbarl","TIG_IRN","arf",0.08
"jbarl","TIG_IRQ","air",0.08
"jbarl","TIG_IRQ","arf",0.08
"jbarl","TIG_SYR","air",0.08
"jbarl","TIG_SYR","arf",0.08
"jbarl","TIG_TUR","air",0.1
"jbarl","TIG_TUR","arf",0.1
"jbarl","TMM_BGD","air",0.14
"jbarl","TMM_BGD","arf",0.14
"jbarl","TMM_THA","air",0.1
"jbarl","TMM_THA","arf",0.1
"jbarl","TOC_BRA","air",0.1
"jbarl","TOC_BRA","arf",0.1
"jbarl","TWN_CHM","air",0.11
"jbarl","TWN_CHM","arf",0.11
"jbarl","UKP_UKP","air",0.08
"jbarl","UKP_UKP","arf",0.08
"jbarl","UME_MEX","air",0.11
"jbarl","UME_MEX","arf",0.11
"jbarl","UMO_MNG","air",0.12
"jbarl","UMO_MNG","arf",0.12
"jbarl","UMO_RUS","air",0.09
"jbarl","UMO_RUS","arf",0.09
"jbarl","URA_KAZ","air",0.13
"jbarl","URA_KAZ","arf",0.13
"jbarl","URA_RUS","air",0.09
"jbarl","URA_RUS","arf",0.09
"jbarl","URA_TKM","air",0.13
"jbarl","URA_TKM","arf",0.13
"jbarl","URU_BRA","air",0.1
"jbarl","URU_BRA","arf",0.1
"jbarl","URU_URY","air",0.12
"jbarl","URU_URY","arf",0.12
"jbarl","USN_USA","air",0.09
"jbarl","USN_USA","arf",0.09
"jbarl","VOG_RUS","air",0.09
"jbarl","VOG_RUS","arf",0.09
"jbarl","WAI_AFG","air",0.12
"jbarl","WAI_AFG","arf",0.12
"jbarl","WAI_IRN","air",0.08
"jbarl","WAI_IRN","arf",0.08
"jbarl","WAI_PAK","air",0.11
"jbarl","WAI_PAK","arf",0.11
"jbarl","WAI_TKM","air",0.13
"jbarl","WAI_TKM","arf",0.13
"jbarl","WAU_AUS","air",0.08
"jbarl","WAU_AUS","arf",0.08
"jbarl","WGM_USA","air",0.09
"jbarl","WGM_USA","arf",0.09
"jbarl","YEM_YEM","air",0.08
"jbarl","YEM_YEM","arf",0.08
"jbarl","YEN_RUS","air",0.09
"jbarl","YEN_RUS","arf",0.09
"jbarl","YHE_CHM","air",0.11
"jbarl","YHE_CHM","arf",0.11
"jbarl","YRD_CHM","air",0.11
"jbarl","YRD_CHM","arf",0.11
"jbarl","YUC_MEX","air",0.11
"jbarl","YUC_MEX","arf",0.11
"jbarl","ZAM_COD","air",0.13
"jbarl","ZAM_COD","arf",0.13
"jbarl","ZAM_TZA","air",0.16
"jbarl","ZAM_TZA","arf",0.16
"jbarl","ZAM_ZMB","air",0.16
"jbarl","ZAM_ZMB","arf",0.16
"jbarl","ZAM_ZWE","air",0.16
"jbarl","ZAM_ZWE","arf",0.16
"jbarl","ZHJ_CHM","air",0.11
"jbarl","ZHJ_CHM","arf",0.11
"jmaiz","ALB_ALB","air",0.15
"jmaiz","ALB_ALB","arf",0.15
"jmaiz","ALK_USA","air",0.21
"jmaiz","ALK_USA","arf",0.21
"jmaiz","AMA_BOL","air",0.15
"jmaiz","AMA_BOL","arf",0.15
"jmaiz","AMA_BRA","air",0.08
"jmaiz","AMA_BRA","arf",0.08
"jmaiz","AMA_COL","air",0.13
"jmaiz","AMA_COL","arf",0.13
"jmaiz","AMA_ECU","air",0.15
"jmaiz","AMA_ECU","arf",0.15
"jmaiz","AMA_PER","air",0.15
"jmaiz","AMA_PER","arf",0.15
"jmaiz","AMD_AFG","air",0.15
"jmaiz","AMD_AFG","arf",0.15
"jmaiz","AMD_TJK","air",0.19
"jmaiz","AMD_TJK","arf",0.19
"jmaiz","AMD_TKM","air",0.19
"jmaiz","AMD_TKM","arf",0.19
"jmaiz","AMD_UZB","air",0.19
"jmaiz","AMD_UZB","arf",0.19
"jmaiz","AMR_CHM","air",0.14
"jmaiz","AMR_CHM","arf",0.14
"jmaiz","AMR_RUS","air",0.13
"jmaiz","AMR_RUS","arf",0.13
"jmaiz","ARA_IRQ","air",0.11
"jmaiz","ARA_IRQ","arf",0.11
"jmaiz","ARK_USA","air",0.21
"jmaiz","ARK_USA","arf",0.21
"jmaiz","ARM_ARM","air",0.13
"jmaiz","ARM_ARM","arf",0.13
"jmaiz","AZE_AZE","air",0.13
"jmaiz","AZE_AZE","arf",0.13
"jmaiz","BAL_BLT","air",0.13
"jmaiz","BAL_BLT","arf",0.13
"jmaiz","BAL_RUS","air",0.13
"jmaiz","BAL_RUS","arf",0.13
"jmaiz","BLA_RUS","air",0.13
"jmaiz","BLA_RUS","arf",0.13
"jmaiz","BLA_TUR","air",0.12
"jmaiz","BLA_TUR","arf",0.12
"jmaiz","BLA_UKR","air",0.13
"jmaiz","BLA_UKR","arf",0.13
"jmaiz","BLZ_BLZ","air",0.15
"jmaiz","BLZ_BLZ","arf",0.15
"jmaiz","BOR_IDN","air",0.11
"jmaiz","BOR_IDN","arf",0.11
"jmaiz","BOR_MYS","air",0.08
"jmaiz","BOR_MYS","arf",0.08
"jmaiz","BRT_BGD","air",0.17
"jmaiz","BRT_BGD","arf",0.17
"jmaiz","BRT_BTN","air",0.15
"jmaiz","BRT_BTN","arf",0.15
"jmaiz","BRT_CHM","air",0.14
"jmaiz","BRT_CHM","arf",0.14
"jmaiz","BRT_IND","air",0.16
"jmaiz","BRT_IND","arf",0.16
"jmaiz","CAF_AGO","air",0.2
"jmaiz","CAF_AGO","arf",0.2
"jmaiz","CAF_CAF","air",0.16
"jmaiz","CAF_CAF","arf",0.16
"jmaiz","CAF_CMR","air",0.16
"jmaiz","CAF_CMR","arf",0.16
"jmaiz","CAF_COG","air",0.16
"jmaiz","CAF_COG","arf",0.16
"jmaiz","CAF_GAB","air",0.16
"jmaiz","CAF_GAB","arf",0.16
"jmaiz","CAF_NAM","air",0.2
"jmaiz","CAF_NAM","arf",0.2
"jmaiz","CAL_USA","air",0.21
"jmaiz","CAL_USA","arf",0.21
"jmaiz","CAN_CAN","air",0.16
"jmaiz","CAN_CAN","arf",0.16
"jmaiz","CAU_AUS","air",0.12
"jmaiz","CAU_AUS","arf",0.12
"jmaiz","CAV_IND","air",0.16
"jmaiz","CAV_IND","arf",0.16
"jmaiz","CHC_CHL","air",0.15
"jmaiz","CHC_CHL","arf",0.15
"jmaiz","CHJ_CHM","air",0.14
"jmaiz","CHJ_CHM","arf",0.14
"jmaiz","CHO_IND","air",0.16
"jmaiz","CHO_IND","arf",0.16
"jmaiz","CHU_KAZ","air",0.19
"jmaiz","CHU_KAZ","arf",0.19
"jmaiz","CHU_KGZ","air",0.19
"jmaiz","CHU_KGZ","arf",0.19
"jmaiz","COB_CAN","air",0.16
"jmaiz","COB_CAN","arf",0.16
"jmaiz","COB_USA","air",0.21
"jmaiz","COB_USA","arf",0.21
"jmaiz","COL_USA","air",0.21
"jmaiz","COL_USA","arf",0.21
"jmaiz","CON_AGO","air",0.2
"jmaiz","CON_AGO","arf",0.2
"jmaiz","CON_CAF","air",0.16
"jmaiz","CON_CAF","arf",0.16
"jmaiz","CON_COD","air",0.16
"jmaiz","CON_COD","arf",0.16
"jmaiz","CON_COG","air",0.16
"jmaiz","CON_COG","arf",0.16
"jmaiz","CRB_CRB","air",0.14
"jmaiz","CRB_CRB","arf",0.14
"jmaiz","CRI_CRI","air",0.15
"jmaiz","CRI_CRI","arf",0.15
"jmaiz","CUB_CUB","air",0.15
"jmaiz","CUB_CUB","arf",0.15
"jmaiz","DAN_AUT","air",0.13
"jmaiz","DAN_AUT","arf",0.13
"jmaiz","DAN_BGR","air",0.15
"jmaiz","DAN_BGR","arf",0.15
"jmaiz","DAN_CZE","air",0.15
"jmaiz","DAN_CZE","arf",0.15
"jmaiz","DAN_DEU","air",0.13
"jmaiz","DAN_DEU","arf",0.13
"jmaiz","DAN_HRV","air",0.15
"jmaiz","DAN_HRV","arf",0.15
"jmaiz","DAN_HUN","air",0.15
"jmaiz","DAN_HUN","arf",0.15
"jmaiz","DAN_MDA","air",0.15
"jmaiz","DAN_MDA","arf",0.15
"jmaiz","DAN_OBN","air",0.15
"jmaiz","DAN_OBN","arf",0.15
"jmaiz","DAN_ROU","air",0.15
"jmaiz","DAN_ROU","arf",0.15
"jmaiz","DAN_SVK","air",0.15
"jmaiz","DAN_SVK","arf",0.15
"jmaiz","DAN_SVN","air",0.15
"jmaiz","DAN_SVN","arf",0.15
"jmaiz","DAN_TUR","air",0.12
"jmaiz","DAN_TUR","arf",0.12
"jmaiz","DAN_UKR","air",0.13
"jmaiz","DAN_UKR","arf",0.13
"jmaiz","DNI_BLR","air",0.13
"jmaiz","DNI_BLR","arf",0.13
"jmaiz","DNI_RUS","air",0.13
"jmaiz","DNI_RUS","arf",0.13
"jmaiz","DNI_UKR","air",0.13
"jmaiz","DNI_UKR","arf",0.13
"jmaiz","DOM_DOM","air",0.15
"jmaiz","DOM_DOM","arf",0.15
"jmaiz","EAC_BDI","air",0.2
"jmaiz","EAC_BDI","arf",0.2
"jmaiz","EAC_COD","air",0.16
"jmaiz","EAC_COD","arf",0.16
"jmaiz","EAC_RWA","air",0.2
"jmaiz","EAC_RWA","arf",0.2
"jmaiz","EAC_TZA","air",0.2
"jmaiz","EAC_TZA","arf",0.2
"jmaiz","EAU_AUS","air",0.12
"jmaiz","EAU_AUS","arf",0.12
"jmaiz","EGH_IND","air",0.16
"jmaiz","EGH_IND","arf",0.16
"jmaiz","ELB_DEU","air",0.13
"jmaiz","ELB_DEU","arf",0.13
"jmaiz","ELB_DNK","air",0.13
"jmaiz","ELB_DNK","arf",0.13
"jmaiz","EME_EGY","air",0.15
"jmaiz","EME_EGY","arf",0.15
"jmaiz","EME_ISR","air",0.16
"jmaiz","EME_ISR","arf",0.16
"jmaiz","EME_LBN","air",0.11
"jmaiz","EME_LBN","arf",0.11
"jmaiz","EME_SYR","air",0.11
"jmaiz","EME_SYR","arf",0.11
"jmaiz","EME_TUR","air",0.12
"jmaiz","EME_TUR","arf",0.12
"jmaiz","FJI_FJI","air",0.14
"jmaiz","FJI_FJI","arf",0.14
"jmaiz","GAN_BGD","air",0.17
"jmaiz","GAN_BGD","arf",0.17
"jmaiz","GAN_CHM","air",0.14
"jmaiz","GAN_CHM","arf",0.14
"jmaiz","GAN_IND","air",0.16
"jmaiz","GAN_IND","arf",0.16
"jmaiz","GAN_NPL","air",0.15
"jmaiz","GAN_NPL","arf",0.15
"jmaiz","GBA_USA","air",0.21
"jmaiz","GBA_USA","arf",0.21
"jmaiz","GEO_GEO","air",0.13
"jmaiz","GEO_GEO","arf",0.13
"jmaiz","GLA_CAN","air",0.16
"jmaiz","GLA_CAN","arf",0.16
"jmaiz","GLA_USA","air",0.21
"jmaiz","GLA_USA","arf",0.21
"jmaiz","GOD_IND","air",0.16
"jmaiz","GOD_IND","arf",0.16
"jmaiz","GRC_GRC","air",0.15
"jmaiz","GRC_GRC","arf",0.15
"jmaiz","GSA_GSA","air",0.15
"jmaiz","GSA_GSA","arf",0.15
"jmaiz","GTM_GTM","air",0.15
"jmaiz","GTM_GTM","arf",0.15
"jmaiz","HAI_CHM","air",0.14
"jmaiz","HAI_CHM","arf",0.14
"jmaiz","HND_HND","air",0.15
"jmaiz","HND_HND","arf",0.15
"jmaiz","HOA_ETH","air",0.16
"jmaiz","HOA_ETH","arf",0.16
"jmaiz","HOA_KEN","air",0.2
"jmaiz","HOA_KEN","arf",0.2
"jmaiz","HOA_SOM","air",0.16
"jmaiz","HOA_SOM","arf",0.16
"jmaiz","HTI_HTI","air",0.15
"jmaiz","HTI_HTI","arf",0.15
"jmaiz","HUA_CHM","air",0.14
"jmaiz","HUA_CHM","arf",0.14
"jmaiz","HUN_CHM","air",0.14
"jmaiz","HUN_CHM","arf",0.14
"jmaiz","HWI_USA","air",0.21
"jmaiz","HWI_USA","arf",0.21
"jmaiz","IEC_IND","air",0.16
"jmaiz","IEC_IND","arf",0.16
"jmaiz","IND_CHM","air",0.14
"jmaiz","IND_CHM","arf",0.14
"jmaiz","IND_IND","air",0.16
"jmaiz","IND_IND","arf",0.16
"jmaiz","IND_PAK","air",0.13
"jmaiz","IND_PAK","arf",0.13
"jmaiz","INE_IDN","air",0.11
"jmaiz","INE_IDN","arf",0.11
"jmaiz","INW_IDN","air",0.11
"jmaiz","INW_IDN","arf",0.11
"jmaiz","ITA_ITP","air",0.13
"jmaiz","ITA_ITP","arf",0.13
"jmaiz","JAM_JAM","air",0.14
"jmaiz","JAM_JAM","arf",0.14
"jmaiz","JAP_JPN","air",0.13
"jmaiz","JAP_JPN","arf",0.13
"jmaiz","KAL_BWA","air",0.2
"jmaiz","KAL_BWA","arf",0.2
"jmaiz","KAL_NAM","air",0.2
"jmaiz","KAL_NAM","arf",0.2
"jmaiz","KAL_ZAF","air",0.16
"jmaiz","KAL_ZAF","arf",0.16
"jmaiz","KRI_IND","air",0.16
"jmaiz","KRI_IND","arf",0.16
"jmaiz","LAJ_CHM","air",0.14
"jmaiz","LAJ_CHM","arf",0.14
"jmaiz","LBA_KAZ","air",0.19
"jmaiz","LBA_KAZ","arf",0.19
"jmaiz","LBO_FRP","air",0.13
