"J","FPU","FCTR","Val"
"jpigp","ORI_COL","arf",-0.6264
"jpigp","ORI_VEN","air",-0.8352
"jpigp","ORI_VEN","arf",-0.6264
"jpigp","PAN_PAN","air",-0.8352
"jpigp","PAN_PAN","arf",-0.6264
"jpigp","PHI_PHL","arf",-0.414
"jpigp","RVE_VEN","air",-0.8352
"jpigp","RVE_VEN","arf",-0.6264
"jpigp","SAF_TZA","air",-1.2288
"jpigp","SAF_TZA","arf",-0.6912
"jpigp","SAY_IND","air",-0.6336
"jpigp","SAY_IND","arf",-0.6336
"jpigp","TMM_BGD","air",-0.4896
"jpigp","TMM_BGD","arf",-0.3672
"jpigp","TMM_MMR","air",-0.5472
"jpigp","TMM_MMR","arf",-0.4104
"jpigp","ZAM_COD","air",-0.8928
"jpigp","ZAM_COD","arf",-0.6696
"jpigp","ZAM_MWI","air",-0.9744
"jpigp","ZAM_MWI","arf",-0.6264
"jpigp","ZAM_TZA","air",-1.2288
"jpigp","ZAM_TZA","arf",-0.6912
"jopul","ALB_ALB","air",-1.2096
"jopul","ALB_ALB","arf",-1.008
"jopul","ALK_USA","air",-1.08
"jopul","ALK_USA","arf",-1.08
"jopul","AMA_BOL","air",-1.2528
"jopul","AMA_BOL","arf",-0.9396
"jopul","AMA_BRA","air",-1.296
"jopul","AMA_BRA","arf",-0.972
"jopul","AMA_COL","air",-1.2528
"jopul","AMA_COL","arf",-0.9396
"jopul","AMA_ECU","air",-1.2528
"jopul","AMA_ECU","arf",-0.9396
"jopul","AMA_PER","air",-1.2528
"jopul","AMA_PER","arf",-0.9396
"jopul","AMD_AFG","air",-0.7776
"jopul","AMD_AFG","arf",-0.5832
"jopul","AMD_TJK","air",-0.9072
"jopul","AMD_TJK","arf",-0.6804
"jopul","AMD_TKM","air",-0.9072
"jopul","AMD_TKM","arf",-0.6804
"jopul","AMD_UZB","air",-0.9072
"jopul","AMD_UZB","arf",-0.6804
"jopul","AMR_CHM","air",-0.7776
"jopul","AMR_CHM","arf",-0.5832
"jopul","AMR_RUS","air",-0.9072
"jopul","AMR_RUS","arf",-0.6804
"jopul","ARA_IRQ","air",-1.08
"jopul","ARA_IRQ","arf",-0.9
"jopul","ARK_USA","air",-1.08
"jopul","ARK_USA","arf",-1.08
"jopul","ARM_ARM","air",-0.9072
"jopul","ARM_ARM","arf",-0.6804
"jopul","AZE_AZE","air",-0.9072
"jopul","AZE_AZE","arf",-0.6804
"jopul","BAL_BLT","air",-0.9072
"jopul","BAL_BLT","arf",-0.756
"jopul","BAL_RUS","air",-0.9072
"jopul","BAL_RUS","arf",-0.6804
"jopul","BLA_RUS","air",-0.9072
"jopul","BLA_RUS","arf",-0.6804
"jopul","BLA_TUR","air",-1.296
"jopul","BLA_TUR","arf",-0.972
"jopul","BLA_UKR","air",-0.9072
"jopul","BLA_UKR","arf",-0.6804
"jopul","BLZ_BLZ","air",-1.2528
"jopul","BLZ_BLZ","arf",-0.9396
"jopul","BOR_IDN","air",-0.36
"jopul","BOR_IDN","arf",-0.27
"jopul","BRT_BGD","air",-0.7344
"jopul","BRT_BGD","arf",-0.5508
"jopul","BRT_BTN","air",-0.7776
"jopul","BRT_BTN","arf",-0.5832
"jopul","BRT_CHM","air",-0.7776
"jopul","BRT_CHM","arf",-0.5832
"jopul","BRT_IND","air",-0.9504
"jopul","BRT_IND","arf",-0.9504
"jopul","CAF_CAF","air",-1.3392
"jopul","CAF_CAF","arf",-1.0044
"jopul","CAF_CMR","air",-1.0044
"jopul","CAF_CMR","arf",-1.0044
"jopul","CAF_COG","air",-1.2276
"jopul","CAF_COG","arf",-1.0044
"jopul","CAF_GAB","air",-1.0044
"jopul","CAF_GAB","arf",-1.0044
"jopul","CAF_NAM","air",-0.8352
"jopul","CAF_NAM","arf",-1.044
"jopul","CAL_USA","air",-1.08
"jopul","CAL_USA","arf",-1.08
"jopul","CAN_CAN","air",-1.4112
"jopul","CAN_CAN","arf",-1.2096
"jopul","CAU_AUS","air",-1.2528
"jopul","CAU_AUS","arf",-1.044
"jopul","CAV_IND","air",-0.9504
"jopul","CAV_IND","arf",-0.9504
"jopul","CHC_CHL","air",-1.2528
"jopul","CHC_CHL","arf",-0.9396
"jopul","CHJ_CHM","air",-0.7776
"jopul","CHJ_CHM","arf",-0.5832
"jopul","CHO_IND","air",-0.9504
"jopul","CHO_IND","arf",-0.9504
"jopul","CHU_KAZ","air",-0.9072
"jopul","CHU_KAZ","arf",-0.6804
"jopul","CHU_KGZ","air",-0.9072
"jopul","CHU_KGZ","arf",-0.6804
"jopul","COB_CAN","air",-1.4112
"jopul","COB_CAN","arf",-1.2096
"jopul","COB_USA","air",-1.08
"jopul","COB_USA","arf",-1.08
"jopul","COL_USA","air",-1.08
"jopul","COL_USA","arf",-1.08
"jopul","CON_CAF","air",-1.3392
"jopul","CON_CAF","arf",-1.0044
"jopul","CON_COD","air",-1.3392
"jopul","CON_COD","arf",-1.0044
"jopul","CON_COG","air",-1.2276
"jopul","CON_COG","arf",-1.0044
"jopul","CRB_CRB","air",-0.6765
"jopul","CRB_CRB","arf",-0.615
"jopul","DAN_AUT","air",-1.5552
"jopul","DAN_AUT","arf",-1.296
"jopul","DAN_BGR","air",-1.2096
"jopul","DAN_BGR","arf",-0.9072
"jopul","DAN_CZE","air",-1.2096
"jopul","DAN_CZE","arf",-1.008
"jopul","DAN_DEU","air",-1.5552
"jopul","DAN_DEU","arf",-1.296
"jopul","DAN_HRV","air",-1.1088
"jopul","DAN_HRV","arf",-1.008
"jopul","DAN_HUN","air",-1.2096
"jopul","DAN_HUN","arf",-0.9072
"jopul","DAN_MDA","air",-1.2096
"jopul","DAN_MDA","arf",-0.9072
"jopul","DAN_OBN","air",-1.2096
"jopul","DAN_OBN","arf",-0.9072
"jopul","DAN_ROU","air",-1.2096
"jopul","DAN_ROU","arf",-0.9072
"jopul","DAN_SVK","air",-1.2096
"jopul","DAN_SVK","arf",-0.9072
"jopul","DAN_SVN","air",-0.9072
"jopul","DAN_SVN","arf",-0.9072
"jopul","DAN_TUR","air",-1.296
"jopul","DAN_TUR","arf",-0.972
"jopul","DAN_UKR","air",-0.9072
"jopul","DAN_UKR","arf",-0.6804
"jopul","DNI_BLR","air",-0.9072
"jopul","DNI_BLR","arf",-0.6804
"jopul","DNI_RUS","air",-0.9072
"jopul","DNI_RUS","arf",-0.6804
"jopul","DNI_UKR","air",-0.9072
"jopul","DNI_UKR","arf",-0.6804
"jopul","DOM_DOM","air",-1.2528
"jopul","DOM_DOM","arf",-0.9396
"jopul","EAC_BDI","air",-1.3824
"jopul","EAC_BDI","arf",-1.0368
"jopul","EAC_COD","air",-1.3392
"jopul","EAC_COD","arf",-1.0044
"jopul","EAC_RWA","air",-1.3824
"jopul","EAC_RWA","arf",-1.0368
"jopul","EAC_TZA","air",-1.8432
"jopul","EAC_TZA","arf",-1.0368
"jopul","EAU_AUS","air",-1.2528
"jopul","EAU_AUS","arf",-1.044
"jopul","EGH_IND","air",-0.9504
"jopul","EGH_IND","arf",-0.9504
"jopul","ELB_DEU","air",-1.5552
"jopul","ELB_DEU","arf",-1.296
"jopul","ELB_DNK","air",-1.5552
"jopul","ELB_DNK","arf",-1.296
"jopul","EME_CYP","air",-1.08
"jopul","EME_CYP","arf",-0.81
"jopul","EME_EGY","air",-1.1664
"jopul","EME_EGY","arf",-0.8748
"jopul","EME_ISR","air",-1.2096
"jopul","EME_ISR","arf",-1.008
"jopul","EME_JOR","air",-1.08
"jopul","EME_JOR","arf",-0.9
"jopul","EME_LBN","air",-1.08
"jopul","EME_LBN","arf",-0.81
"jopul","EME_PSE","air",-1.4508
"jopul","EME_PSE","arf",-1.116
"jopul","EME_SYR","air",-1.08
"jopul","EME_SYR","arf",-0.81
"jopul","EME_TUR","air",-1.296
"jopul","EME_TUR","arf",-0.972
"jopul","FJI_FJI","air",-0.738
"jopul","FJI_FJI","arf",-0.615
"jopul","FNP_FNP","air",-1.5552
"jopul","FNP_FNP","arf",-1.1664
"jopul","GAN_BGD","air",-0.7344
"jopul","GAN_BGD","arf",-0.5508
"jopul","GAN_CHM","air",-0.7776
"jopul","GAN_CHM","arf",-0.5832
"jopul","GAN_IND","air",-0.9504
"jopul","GAN_IND","arf",-0.9504
"jopul","GAN_NPL","air",-0.7776
"jopul","GAN_NPL","arf",-0.5832
"jopul","GBA_USA","air",-1.08
"jopul","GBA_USA","arf",-1.08
"jopul","GEO_GEO","air",-0.9072
"jopul","GEO_GEO","arf",-0.6804
"jopul","GLA_CAN","air",-1.4112
"jopul","GLA_CAN","arf",-1.2096
"jopul","GLA_USA","air",-1.08
"jopul","GLA_USA","arf",-1.08
"jopul","GOD_IND","air",-0.9504
"jopul","GOD_IND","arf",-0.9504
"jopul","GRC_GRC","air",-1.2096
"jopul","GRC_GRC","arf",-1.008
"jopul","GSA_GSA","air",-1.4616
"jopul","GSA_GSA","arf",-0.9396
"jopul","GTM_GTM","air",-1.2528
"jopul","GTM_GTM","arf",-0.9396
"jopul","HAI_CHM","air",-0.7776
"jopul","HAI_CHM","arf",-0.5832
"jopul","HOA_ETH","air",-1.2672
"jopul","HOA_ETH","arf",-0.7128
"jopul","HOA_KEN","air",-1.8432
"jopul","HOA_KEN","arf",-1.0368
"jopul","HUA_CHM","air",-0.7776
"jopul","HUA_CHM","arf",-0.5832
"jopul","HUN_CHM","air",-0.7776
"jopul","HUN_CHM","arf",-0.5832
"jopul","HWI_USA","air",-1.08
"jopul","HWI_USA","arf",-1.08
"jopul","IEC_IND","air",-0.9504
"jopul","IEC_IND","arf",-0.9504
"jopul","IND_CHM","air",-0.7776
"jopul","IND_CHM","arf",-0.5832
"jopul","IND_IND","air",-0.9504
"jopul","IND_IND","arf",-0.9504
"jopul","IND_PAK","air",-0.3888
"jopul","IND_PAK","arf",-0.3888
"jopul","INE_IDN","air",-0.36
"jopul","INE_IDN","arf",-0.27
"jopul","INW_IDN","air",-0.36
"jopul","INW_IDN","arf",-0.27
"jopul","IRL_IRL","air",-1.5552
"jopul","IRL_IRL","arf",-1.1664
"jopul","ITA_ITP","air",-1.5552
"jopul","ITA_ITP","arf",-1.296
"jopul","JAM_JAM","air",-0.738
"jopul","JAM_JAM","arf",-0.5535
"jopul","JAP_JPN","air",-1.1232
"jopul","JAP_JPN","arf",-0.936
"jopul","KAL_BWA","air",-0.8352
"jopul","KAL_BWA","arf",-1.044
"jopul","KAL_NAM","air",-0.8352
"jopul","KAL_NAM","arf",-1.044
"jopul","KAL_ZAF","air",-1.2096
"jopul","KAL_ZAF","arf",-0.9072
"jopul","KRI_IND","air",-0.9504
"jopul","KRI_IND","arf",-0.9504
"jopul","LAJ_CHM","air",-0.7776
"jopul","LAJ_CHM","arf",-0.5832
"jopul","LBA_KAZ","air",-0.9072
"jopul","LBA_KAZ","arf",-0.6804
"jopul","LBO_FRP","air",-1.5552
"jopul","LBO_FRP","arf",-1.296
"jopul","LCB_CAF","air",-1.3392
"jopul","LCB_CAF","arf",-1.0044
"jopul","LCB_CMR","air",-1.0044
"jopul","LCB_CMR","arf",-1.0044
"jopul","LCB_NER","air",-0.9504
"jopul","LCB_NER","arf",-0.7128
"jopul","LCB_NGA","air",-1.3608
"jopul","LCB_NGA","arf",-0.972
"jopul","LCB_TCD","air",-0.9504
"jopul","LCB_TCD","arf",-0.7128
"jopul","LIM_BWA","air",-0.8352
"jopul","LIM_BWA","arf",-1.044
"jopul","LIM_MOZ","air",-1.3572
"jopul","LIM_MOZ","arf",-0.9396
"jopul","LIM_ZAF","air",-1.2096
"jopul","LIM_ZAF","arf",-0.9072
"jopul","LIM_ZWE","air",-1.3572
"jopul","LIM_ZWE","arf",-1.044
"jopul","LMO_CHM","air",-0.7776
"jopul","LMO_CHM","arf",-0.5832
"jopul","LMO_MNG","air",-0.6912
"jopul","LMO_MNG","arf",-0.5184
"jopul","LTZ_KAZ","air",-0.9072
"jopul","LTZ_KAZ","arf",-0.6804
"jopul","LUN_IND","air",-0.9504
"jopul","LUN_IND","arf",-0.9504
"jopul","MAD_MDG","air",-1.2528
"jopul","MAD_MDG","arf",-0.9396
"jopul","MAT_IND","air",-0.9504
"jopul","MAT_IND","arf",-0.9504
"jopul","MAU_AUS","air",-1.2528
"jopul","MAU_AUS","arf",-1.044
"jopul","MCK_CAN","air",-1.4112
"jopul","MCK_CAN","arf",-1.2096
"jopul","MEK_LAO","arf",-0.324
"jopul","MEK_MMR","air",-0.8208
"jopul","MEK_MMR","arf",-0.6156
"jopul","MEK_THA","air",-0.828
"jopul","MEK_THA","arf",-0.621
"jopul","MEK_VNM","arf",-0.3105
"jopul","MHN_IND","air",-0.9504
"jopul","MHN_IND","arf",-0.9504
"jopul","MIM_MEX","air",-1.296
"jopul","MIM_MEX","arf",-1.08
"jopul","MIS_USA","air",-1.08
"jopul","MIS_USA","arf",-1.08
"jopul","MOU_USA","air",-1.08
"jopul","MOU_USA","arf",-1.08
"jopul","NAC_DZA","air",-1.08
"jopul","NAC_DZA","arf",-0.81
"jopul","NAC_EGY","air",-1.1664
"jopul","NAC_EGY","arf",-0.8748
"jopul","NAC_LBY","air",-1.08
"jopul","NAC_LBY","arf",-0.81
"jopul","NAC_TUN","air",-1.08
"jopul","NAC_TUN","arf",-0.9
"jopul","NEB_BRA","air",-1.296
"jopul","NEB_BRA","arf",-0.972
"jopul","NER_RUS","air",-0.9072
"jopul","NER_RUS","arf",-0.6804
"jopul","NIG_BEN","air",-1.3392
"jopul","NIG_BEN","arf",-1.0044
"jopul","NIG_BFA","air",-0.9504
"jopul","NIG_BFA","arf",-0.7128
"jopul","NIG_CIV","air",-1.3392
"jopul","NIG_CIV","arf",-1.0044
"jopul","NIG_CMR","air",-1.0044
"jopul","NIG_CMR","arf",-1.0044
"jopul","NIG_GIN","air",-1.3392
"jopul","NIG_GIN","arf",-1.0044
"jopul","NIG_MLI","air",-0.9504
"jopul","NIG_MLI","arf",-0.7128
"jopul","NIG_NER","air",-0.9504
"jopul","NIG_NER","arf",-0.7128
"jopul","NIG_NGA","air",-1.3608
"jopul","NIG_NGA","arf",-0.972
"jopul","NIG_TCD","air",-0.9504
"jopul","NIG_TCD","arf",-0.7128
"jopul","NLL_EGY","air",-1.1664
"jopul","NLL_EGY","arf",-0.8748
"jopul","NLL_ERI","air",-1.1088
"jopul","NLL_ERI","arf",-0.7128
"jopul","NLL_ETH","air",-1.2672
"jopul","NLL_ETH","arf",-0.7128
"jopul","NLL_SDN","air",-0.9504
"jopul","NLL_SDN","arf",-0.7128
"jopul","NLL_UGA","air",-1.6128
"jopul","NLL_UGA","arf",-1.0368
"jopul","NOR_NOR","air",-1.5552
"jopul","NOR_NOR","arf",-1.296
"jopul","NWA_MOR","air",-1.08
"jopul","NWA_MOR","arf",-0.81
"jopul","NWA_MRT","air",-0.9504
"jopul","NWA_MRT","arf",-0.792
"jopul","NWS_COL","air",-1.2528
"jopul","NWS_COL","arf",-0.9396
"jopul","NWS_ECU","air",-1.2528
"jopul","NWS_ECU","arf",-0.9396
"jopul","NZE_NZL","air",-1.2096
"jopul","NZE_NZL","arf",-0.9072
"jopul","OAO_OAO","air",-0.5535
"jopul","OAO_OAO","arf",-0.5535
"jopul","OBB_CHM","air",-0.7776
"jopul","OBB_CHM","arf",-0.5832
"jopul","OBB_KAZ","air",-0.9072
"jopul","OBB_KAZ","arf",-0.6804
"jopul","OBB_RUS","air",-0.9072
"jopul","OBB_RUS","arf",-0.6804
"jopul","ODE_DEU","air",-1.5552
"jopul","ODE_DEU","arf",-1.296
"jopul","ODE_POL","air",-1.2096
"jopul","ODE_POL","arf",-1.008
"jopul","ODE_RUS","air",-0.9072
"jopul","ODE_RUS","arf",-0.6804
"jopul","OHI_USA","air",-1.08
"jopul","OHI_USA","arf",-1.08
"jopul","OIO_OIO","air",-0.738
"jopul","OIO_OIO","arf",-0.615
"jopul","OPO_OPO","air",-0.738
"jopul","OPO_OPO","arf",-0.5535
"jopul","ORA_LSO","air",-1.2528
"jopul","ORA_LSO","arf",-1.044
"jopul","ORA_NAM","air",-0.8352
"jopul","ORA_NAM","arf",-1.044
"jopul","ORA_ZAF","air",-1.2096
"jopul","ORA_ZAF","arf",-0.9072
"jopul","ORI_COL","air",-1.2528
"jopul","ORI_COL","arf",-0.9396
"jopul","ORI_VEN","air",-1.2528
"jopul","ORI_VEN","arf",-0.9396
"jopul","PAO_PNG","air",-0.738
"jopul","PAO_PNG","arf",-0.5535
"jopul","PAR_ARG","air",-1.3824
"jopul","PAR_ARG","arf",-1.0368
"jopul","PAR_BOL","air",-1.2528
"jopul","PAR_BOL","arf",-0.9396
"jopul","PAR_BRA","air",-1.296
"jopul","PAR_BRA","arf",-0.972
"jopul","PAR_PRY","air",-1.2528
"jopul","PAR_PRY","arf",-0.9396
"jopul","PEC_PER","air",-1.2528
"jopul","PEC_PER","arf",-0.9396
"jopul","PHI_PHL","air",-0.414
"jopul","PHI_PHL","arf",-0.621
"jopul","PRT_PRT","air",-1.5552
"jopul","PRT_PRT","arf",-1.1664
"jopul","RAP_RAP","air",-1.08
"jopul","RAP_RAP","arf",-0.81
"jopul","RHI_BLX","air",-1.5552
"jopul","RHI_BLX","arf",-1.296
"jopul","RHI_CHP","air",-1.5552
"jopul","RHI_CHP","arf",-1.296
"jopul","RHI_DEU","air",-1.5552
"jopul","RHI_DEU","arf",-1.296
"jopul","RHI_FRP","air",-1.5552
"jopul","RHI_FRP","arf",-1.296
"jopul","RHI_NLD","air",-1.5552
"jopul","RHI_NLD","arf",-1.1664
"jopul","RHO_FRP","air",-1.5552
"jopul","RHO_FRP","arf",-1.296
"jopul","RIC_ARG","air",-1.3824
"jopul","RIC_ARG","arf",-1.0368
"jopul","RIG_MEX","air",-1.296
"jopul","RIG_MEX","arf",-1.08
"jopul","RIG_USA","air",-1.08
"jopul","RIG_USA","arf",-1.08
"jopul","RRS_RUS","air",-0.9072
"jopul","RRS_RUS","arf",-0.6804
"jopul","RVE_VEN","air",-1.2528
"jopul","RVE_VEN","arf",-0.9396
"jopul","RVN_VNM","arf",-0.3105
"jopul","RWI_CAN","air",-1.4112
"jopul","RWI_CAN","arf",-1.2096
"jopul","RWI_USA","air",-1.08
"jopul","RWI_USA","arf",-1.08
"jopul","SAC_SWZ","air",-1.90008
"jopul","SAC_SWZ","arf",-1.044
"jopul","SAC_ZAF","air",-1.2096
"jopul","SAC_ZAF","arf",-0.9072
"jopul","SAF_MOZ","air",-1.3572
"jopul","SAF_MOZ","arf",-0.9396
"jopul","SAF_TZA","air",-1.8432
"jopul","SAF_TZA","arf",-1.0368
"jopul","SAF_ZWE","air",-1.3572
"jopul","SAF_ZWE","arf",-1.044
"jopul","SAH_DZA","air",-1.08
"jopul","SAH_DZA","arf",-0.81
"jopul","SAH_EGY","air",-1.1664
"jopul","SAH_EGY","arf",-0.8748
"jopul","SAH_LBY","air",-1.08
"jopul","SAH_LBY","arf",-0.81
"jopul","SAH_MLI","air",-0.9504
"jopul","SAH_MLI","arf",-0.7128
"jopul","SAH_MOR","air",-1.08
"jopul","SAH_MOR","arf",-0.81
"jopul","SAH_MRT","air",-0.9504
"jopul","SAH_MRT","arf",-0.792
"jopul","SAH_NER","air",-0.9504
"jopul","SAH_NER","arf",-0.7128
"jopul","SAH_SDN","air",-0.9504
"jopul","SAH_SDN","arf",-0.7128
"jopul","SAH_TCD","air",-0.9504
"jopul","SAH_TCD","arf",-0.7128
"jopul","SAL_ARG","air",-1.3824
"jopul","SAL_ARG","arf",-1.0368
"jopul","SAN_BRA","air",-1.296
"jopul","SAN_BRA","arf",-0.972
"jopul","SAU_SAU","air",-1.08
"jopul","SAU_SAU","arf",-0.81
"jopul","SAY_IND","air",-0.9504
"jopul","SAY_IND","arf",-0.9504
"jopul","SEI_FRP","air",-1.5552
"jopul","SEI_FRP","arf",-1.296
"jopul","SEN_GIN","air",-1.3392
"jopul","SEN_GIN","arf",-1.0044
"jopul","SEN_MLI","air",-0.9504
"jopul","SEN_MLI","arf",-0.7128
"jopul","SEN_MRT","air",-0.9504
"jopul","SEN_MRT","arf",-0.792
"jopul","SEN_SEN","air",-1.3392
"jopul","SEN_SEN","arf",-1.0044
"jopul","SEU_USA","air",-1.08
"jopul","SEU_USA","arf",-1.08
"jopul","SKP_KOR","air",-0.864
"jopul","SKP_KOR","arf",-0.72
"jopul","SLB_SLB","air",-0.738
"jopul","SLB_SLB","arf",-0.5535
"jopul","SON_CHM","air",-0.7776
"jopul","SON_CHM","arf",-0.5832
"jopul","SPP_SPP","air",-1.5552
"jopul","SPP_SPP","arf",-1.296
"jopul","SWE_SWE","air",-1.5552
"jopul","SWE_SWE","arf",-1.296
"jopul","SYD_KAZ","air",-0.9072
"jopul","SYD_KAZ","arf",-0.6804
"jopul","SYD_KGZ","air",-0.9072
"jopul","SYD_KGZ","arf",-0.6804
"jopul","SYD_TJK","air",-0.9072
"jopul","SYD_TJK","arf",-0.6804
"jopul","SYD_UZB","air",-0.9072
"jopul","SYD_UZB","arf",-0.6804
"jopul","TIE_ARG","air",-1.3824
"jopul","TIE_ARG","arf",-1.0368
"jopul","TIG_IRN","air",-1.08
"jopul","TIG_IRN","arf",-0.9
"jopul","TIG_IRQ","air",-1.08
"jopul","TIG_IRQ","arf",-0.9
"jopul","TIG_SYR","air",-1.08
"jopul","TIG_SYR","arf",-0.81
"jopul","TIG_TUR","air",-1.296
"jopul","TIG_TUR","arf",-0.972
"jopul","TMM_BGD","air",-0.7344
"jopul","TMM_BGD","arf",-0.5508
"jopul","TMM_MMR","air",-0.8208
"jopul","TMM_MMR","arf",-0.6156
"jopul","TMM_THA","air",-0.828
"jopul","TMM_THA","arf",-0.621
"jopul","TOC_BRA","air",-1.296
"jopul","TOC_BRA","arf",-0.972
"jopul","TWN_CHM","air",-0.7776
"jopul","TWN_CHM","arf",-0.5832
"jopul","UKP_UKP","air",-1.5552
"jopul","UKP_UKP","arf",-1.1664
"jopul","UME_MEX","air",-1.296
"jopul","UME_MEX","arf",-1.08
"jopul","UMO_MNG","air",-0.6912
"jopul","UMO_MNG","arf",-0.5184
"jopul","UMO_RUS","air",-0.9072
"jopul","UMO_RUS","arf",-0.6804
"jopul","URA_KAZ","air",-0.9072
"jopul","URA_KAZ","arf",-0.6804
"jopul","URA_RUS","air",-0.9072
"jopul","URA_RUS","arf",-0.6804
"jopul","URA_TKM","air",-0.9072
"jopul","URA_TKM","arf",-0.6804
"jopul","URU_BRA","air",-1.296
"jopul","URU_BRA","arf",-0.972
"jopul","URU_URY","air",-1.2528
"jopul","URU_URY","arf",-0.9396
"jopul","USN_USA","air",-1.08
"jopul","USN_USA","arf",-1.08
"jopul","VOG_RUS","air",-0.9072
"jopul","VOG_RUS","arf",-0.6804
"jopul","VOT_BEN","air",-1.3392
"jopul","VOT_BEN","arf",-1.0044
"jopul","VOT_BFA","air",-0.9504
"jopul","VOT_BFA","arf",-0.7128
"jopul","VOT_CIV","air",-1.3392
"jopul","VOT_CIV","arf",-1.0044
"jopul","VOT_GHA","air",-1.7856
"jopul","VOT_GHA","arf",-1.0044
"jopul","VOT_MLI","air",-0.9504
"jopul","VOT_MLI","arf",-0.7128
"jopul","WAC_CIV","air",-1.3392
"jopul","WAC_CIV","arf",-1.0044
"jopul","WAC_GIN","air",-1.3392
"jopul","WAC_GIN","arf",-1.0044
"jopul","WAC_GNB","air",-1.3392
"jopul","WAC_GNB","arf",-1.0044
"jopul","WAC_LBR","air",-0.8928
"jopul","WAC_LBR","arf",-1.116
"jopul","WAC_SEN","air",-1.3392
"jopul","WAC_SEN","arf",-1.0044
"jopul","WAC_SLE","air",-1.3392
"jopul","WAC_SLE","arf",-1.0044
"jopul","WAI_AFG","air",-0.7776
"jopul","WAI_AFG","arf",-0.5832
"jopul","WAI_IRN","air",-1.08
"jopul","WAI_IRN","arf",-0.9
"jopul","WAI_PAK","air",-0.3888
"jopul","WAI_PAK","arf",-0.3888
"jopul","WAI_TKM","air",-0.9072
"jopul","WAI_TKM","arf",-0.6804
"jopul","WAU_AUS","air",-1.2528
"jopul","WAU_AUS","arf",-1.044
"jopul","WGM_USA","air",-1.08
"jopul","WGM_USA","arf",-1.08
"jopul","YEM_YEM","air",-1.08
"jopul","YEM_YEM","arf",-0.81
"jopul","YEN_RUS","air",-0.9072
"jopul","YEN_RUS","arf",-0.6804
"jopul","YHE_CHM","air",-0.7776
"jopul","YHE_CHM","arf",-0.5832
"jopul","YRD_CHM","air",-0.7776
"jopul","YRD_CHM","arf",-0.5832
"jopul","YRD_VNM","arf",-0.3105
"jopul","YUC_MEX","air",-1.296
"jopul","YUC_MEX","arf",-1.08
"jopul","ZAM_BWA","air",-0.8352
"jopul","ZAM_BWA","arf",-1.044
"jopul","ZAM_COD","air",-1.3392
"jopul","ZAM_COD","arf",-1.0044
"jopul","ZAM_MOZ","air",-1.3572
"jopul","ZAM_MOZ","arf",-0.9396
"jopul","ZAM_MWI","air",-1.4616
"jopul","ZAM_MWI","arf",-0.9396
"jopul","ZAM_NAM","air",-0.8352
"jopul","ZAM_NAM","arf",-1.044
"jopul","ZAM_TZA","air",-1.8432
"jopul","ZAM_TZA","arf",-1.0368
"jopul","ZAM_ZMB","air",-1.566
"jopul","ZAM_ZMB","arf",-0.9396
"jopul","ZAM_ZWE","air",-1.3572
"jopul","ZAM_ZWE","arf",-1.044
"jopul","ZHJ_CHM","air",-0.7776
"jopul","ZHJ_CHM","arf",-0.5832
"jbana","ALK_USA","air",-0.648
"jbana","ALK_USA","arf",-0.648
"jbana","AMA_BOL","air",-0.552
"jbana","AMA_BOL","arf",-0.414
"jbana","AMA_BRA","air",-0.72
"jbana","AMA_BRA","arf",-0.54
"jbana","AMA_COL","air",-0.624
"jbana","AMA_COL","arf",-0.468
"jbana","AMA_ECU","air",-0.552
"jbana","AMA_ECU","arf",-0.414
"jbana","AMA_PER","air",-0.552
"jbana","AMA_PER","arf",-0.414
"jbana","AMR_CHM","air",-0.408
"jbana","AMR_CHM","arf",-0.306
"jbana","ARK_USA","air",-0.648
"jbana","ARK_USA","arf",-0.648
"jbana","BLA_TUR","air",-0.576
"jbana","BLA_TUR","arf",-0.432
"jbana","BLZ_BLZ","air",-0.552
"jbana","BLZ_BLZ","arf",-0.414
"jbana","BOR_IDN","air",-0.48
"jbana","BOR_IDN","arf",-0.36
"jbana","BOR_MYS","air",-0.48
"jbana","BOR_MYS","arf",-0.4
"jbana","BRT_BGD","air",-0.504
"jbana","BRT_BGD","arf",-0.378
"jbana","BRT_BTN","air",-0.48
"jbana","BRT_BTN","arf",-0.36
"jbana","BRT_CHM","air",-0.408
"jbana","BRT_CHM","arf",-0.306
"jbana","BRT_IND","air",-0.528
"jbana","BRT_IND","arf",-0.528
"jbana","CAF_AGO","air",-0.624
"jbana","CAF_AGO","arf",-0.468
"jbana","CAF_CAF","air",-0.408
"jbana","CAF_CAF","arf",-0.306
"jbana","CAF_CMR","air",-0.306
"jbana","CAF_CMR","arf",-0.306
"jbana","CAF_COG","air",-0.374
"jbana","CAF_COG","arf",-0.306
"jbana","CAF_GAB","air",-0.306
"jbana","CAF_GAB","arf",-0.306
"jbana","CAF_GNQ","air",-0.408
"jbana","CAF_GNQ","arf",-0.306
"jbana","CAL_USA","air",-0.648
"jbana","CAL_USA","arf",-0.648
"jbana","CAU_AUS","air",-0.48
"jbana","CAU_AUS","arf",-0.4
"jbana","CAV_IND","air",-0.528
"jbana","CAV_IND","arf",-0.528
"jbana","CHJ_CHM","air",-0.408
"jbana","CHJ_CHM","arf",-0.306
"jbana","CHO_IND","air",-0.528
"jbana","CHO_IND","arf",-0.528
"jbana","COB_USA","air",-0.648
"jbana","COB_USA","arf",-0.648
"jbana","COL_USA","air",-0.648
"jbana","COL_USA","arf",-0.648
