"J","FPU","FCTR","Val"
"jpota","TLS_TLS","air",-0.312
"jpota","TLS_TLS","arf",-0.216
"jpota","TMM_BGD","air",-0.48
"jpota","TMM_BGD","arf",-0.36
"jpota","TMM_MMR","air",-0.264
"jpota","TMM_MMR","arf",-0.198
"jpota","TMM_THA","air",-0.336
"jpota","TMM_THA","arf",-0.252
"jpota","TOC_BRA","air",-0.432
"jpota","TOC_BRA","arf",-0.324
"jpota","TWN_CHM","air",-0.432
"jpota","TWN_CHM","arf",-0.324
"jpota","UKP_UKP","air",-0.504
"jpota","UKP_UKP","arf",-0.378
"jpota","UME_MEX","air",-0.336
"jpota","UME_MEX","arf",-0.28
"jpota","UMO_MNG","air",-0.432
"jpota","UMO_MNG","arf",-0.324
"jpota","UMO_RUS","air",-0.432
"jpota","UMO_RUS","arf",-0.324
"jpota","URA_KAZ","air",-0.36
"jpota","URA_KAZ","arf",-0.27
"jpota","URA_RUS","air",-0.432
"jpota","URA_RUS","arf",-0.324
"jpota","URA_TKM","air",-0.36
"jpota","URA_TKM","arf",-0.27
"jpota","URU_BRA","air",-0.432
"jpota","URU_BRA","arf",-0.324
"jpota","URU_URY","air",-0.696
"jpota","URU_URY","arf",-0.522
"jpota","USN_USA","air",-0.336
"jpota","USN_USA","arf",-0.336
"jpota","VOG_RUS","air",-0.432
"jpota","VOG_RUS","arf",-0.324
"jpota","VOT_BEN","air",-0.552
"jpota","VOT_BEN","arf",-0.414
"jpota","VOT_BFA","air",-0.552
"jpota","VOT_BFA","arf",-0.414
"jpota","VOT_MLI","air",-0.552
"jpota","VOT_MLI","arf",-0.414
"jpota","VUT_VUT","air",-0.288
"jpota","VUT_VUT","arf",-0.24
"jpota","WAC_GIN","air",-0.552
"jpota","WAC_GIN","arf",-0.414
"jpota","WAC_SEN","air",-0.552
"jpota","WAC_SEN","arf",-0.414
"jpota","WAI_AFG","air",-0.48
"jpota","WAI_AFG","arf",-0.36
"jpota","WAI_IRN","air",-0.48
"jpota","WAI_IRN","arf",-0.4
"jpota","WAI_PAK","air",-0.408
"jpota","WAI_PAK","arf",-0.408
"jpota","WAI_TKM","air",-0.36
"jpota","WAI_TKM","arf",-0.27
"jpota","WAU_AUS","air",-0.264
"jpota","WAU_AUS","arf",-0.22
"jpota","WGM_USA","air",-0.336
"jpota","WGM_USA","arf",-0.336
"jpota","YEM_YEM","air",-0.48
"jpota","YEM_YEM","arf",-0.36
"jpota","YEN_RUS","air",-0.432
"jpota","YEN_RUS","arf",-0.324
"jpota","YHE_CHM","air",-0.432
"jpota","YHE_CHM","arf",-0.324
"jpota","YRD_CHM","air",-0.432
"jpota","YRD_CHM","arf",-0.324
"jpota","YRD_VNM","air",-0.408
"jpota","YRD_VNM","arf",-0.306
"jpota","YUC_MEX","air",-0.336
"jpota","YUC_MEX","arf",-0.28
"jpota","ZAM_AGO","air",-0.552
"jpota","ZAM_AGO","arf",-0.414
"jpota","ZAM_BWA","air",-0.368
"jpota","ZAM_BWA","arf",-0.46
"jpota","ZAM_COD","air",-0.552
"jpota","ZAM_COD","arf",-0.414
"jpota","ZAM_MOZ","air",-0.598
"jpota","ZAM_MOZ","arf",-0.414
"jpota","ZAM_MWI","air",-0.644
"jpota","ZAM_MWI","arf",-0.414
"jpota","ZAM_NAM","air",-0.368
"jpota","ZAM_NAM","arf",-0.46
"jpota","ZAM_TZA","air",-0.736
"jpota","ZAM_TZA","arf",-0.414
"jpota","ZAM_ZMB","air",-0.69
"jpota","ZAM_ZMB","arf",-0.414
"jpota","ZAM_ZWE","air",-0.598
"jpota","ZAM_ZWE","arf",-0.46
"jpota","ZHJ_CHM","air",-0.432
"jpota","ZHJ_CHM","arf",-0.324
"jswpt","ALK_USA","air",-0.216
"jswpt","ALK_USA","arf",-0.216
"jswpt","AMA_BOL","air",-0.216
"jswpt","AMA_BOL","arf",-0.162
"jswpt","AMA_BRA","air",-0.216
"jswpt","AMA_BRA","arf",-0.162
"jswpt","AMA_ECU","air",-0.216
"jswpt","AMA_ECU","arf",-0.162
"jswpt","AMA_PER","air",-0.216
"jswpt","AMA_PER","arf",-0.162
"jswpt","AMR_CHM","air",-0.288
"jswpt","AMR_CHM","arf",-0.216
"jswpt","ARK_USA","air",-0.216
"jswpt","ARK_USA","arf",-0.216
"jswpt","BLZ_BLZ","air",-0.216
"jswpt","BLZ_BLZ","arf",-0.162
"jswpt","BOR_IDN","air",-0.192
"jswpt","BOR_IDN","arf",-0.144
"jswpt","BOR_MYS","air",-0.216
"jswpt","BOR_MYS","arf",-0.18
"jswpt","BRT_BGD","air",-0.288
"jswpt","BRT_BGD","arf",-0.216
"jswpt","BRT_BTN","air",-0.336
"jswpt","BRT_BTN","arf",-0.252
"jswpt","BRT_CHM","air",-0.288
"jswpt","BRT_CHM","arf",-0.216
"jswpt","BRT_IND","air",-0.336
"jswpt","BRT_IND","arf",-0.336
"jswpt","CAF_AGO","air",-0.288
"jswpt","CAF_AGO","arf",-0.216
"jswpt","CAF_CMR","air",-0.216
"jswpt","CAF_CMR","arf",-0.216
"jswpt","CAF_COG","air",-0.264
"jswpt","CAF_COG","arf",-0.216
"jswpt","CAF_GAB","air",-0.216
"jswpt","CAF_GAB","arf",-0.216
"jswpt","CAF_GNQ","air",-0.288
"jswpt","CAF_GNQ","arf",-0.216
"jswpt","CAL_USA","air",-0.216
"jswpt","CAL_USA","arf",-0.216
"jswpt","CAU_AUS","air",-0.192
"jswpt","CAU_AUS","arf",-0.16
"jswpt","CAV_IND","air",-0.336
"jswpt","CAV_IND","arf",-0.336
"jswpt","CHC_CHL","air",-0.216
"jswpt","CHC_CHL","arf",-0.162
"jswpt","CHJ_CHM","air",-0.288
"jswpt","CHJ_CHM","arf",-0.216
"jswpt","CHO_IND","air",-0.336
"jswpt","CHO_IND","arf",-0.336
"jswpt","COB_USA","air",-0.216
"jswpt","COB_USA","arf",-0.216
"jswpt","COL_USA","air",-0.216
"jswpt","COL_USA","arf",-0.216
"jswpt","CON_AGO","air",-0.288
"jswpt","CON_AGO","arf",-0.216
"jswpt","CON_COD","air",-0.288
"jswpt","CON_COD","arf",-0.216
"jswpt","CON_COG","air",-0.264
"jswpt","CON_COG","arf",-0.216
"jswpt","CRB_CRB","air",-0.264
"jswpt","CRB_CRB","arf",-0.24
"jswpt","CRI_CRI","air",-0.216
"jswpt","CRI_CRI","arf",-0.162
"jswpt","CUB_CUB","air",-0.252
"jswpt","CUB_CUB","arf",-0.162
"jswpt","DOM_DOM","air",-0.216
"jswpt","DOM_DOM","arf",-0.162
"jswpt","EAC_BDI","air",-0.288
"jswpt","EAC_BDI","arf",-0.216
"jswpt","EAC_COD","air",-0.288
"jswpt","EAC_COD","arf",-0.216
"jswpt","EAC_RWA","air",-0.288
"jswpt","EAC_RWA","arf",-0.216
"jswpt","EAC_TZA","air",-0.384
"jswpt","EAC_TZA","arf",-0.216
"jswpt","EAU_AUS","air",-0.192
"jswpt","EAU_AUS","arf",-0.16
"jswpt","EGH_IND","air",-0.336
"jswpt","EGH_IND","arf",-0.336
"jswpt","EME_EGY","air",-0.144
"jswpt","EME_EGY","arf",-0.108
"jswpt","EME_ISR","air",-0.144
"jswpt","EME_ISR","arf",-0.12
"jswpt","EME_PSE","air",-0.312
"jswpt","EME_PSE","arf",-0.24
"jswpt","FJI_FJI","air",-0.288
"jswpt","FJI_FJI","arf",-0.24
"jswpt","GAN_BGD","air",-0.288
"jswpt","GAN_BGD","arf",-0.216
"jswpt","GAN_CHM","air",-0.288
"jswpt","GAN_CHM","arf",-0.216
"jswpt","GAN_IND","air",-0.336
"jswpt","GAN_IND","arf",-0.336
"jswpt","GBA_USA","air",-0.216
"jswpt","GBA_USA","arf",-0.216
"jswpt","GLA_USA","air",-0.216
"jswpt","GLA_USA","arf",-0.216
"jswpt","GOD_IND","air",-0.336
"jswpt","GOD_IND","arf",-0.336
"jswpt","GSA_GSA","air",-0.252
"jswpt","GSA_GSA","arf",-0.162
"jswpt","GTM_GTM","air",-0.216
"jswpt","GTM_GTM","arf",-0.162
"jswpt","HAI_CHM","air",-0.288
"jswpt","HAI_CHM","arf",-0.216
"jswpt","HND_HND","air",-0.216
"jswpt","HND_HND","arf",-0.162
"jswpt","HOA_ETH","air",-0.384
"jswpt","HOA_ETH","arf",-0.216
"jswpt","HOA_KEN","air",-0.384
"jswpt","HOA_KEN","arf",-0.216
"jswpt","HOA_SOM","air",-0.288
"jswpt","HOA_SOM","arf",-0.216
"jswpt","HTI_HTI","air",-0.216
"jswpt","HTI_HTI","arf",-0.18
"jswpt","HUA_CHM","air",-0.288
"jswpt","HUA_CHM","arf",-0.216
"jswpt","HUN_CHM","air",-0.288
"jswpt","HUN_CHM","arf",-0.216
"jswpt","HWI_USA","air",-0.216
"jswpt","HWI_USA","arf",-0.216
"jswpt","IEC_IND","air",-0.336
"jswpt","IEC_IND","arf",-0.336
"jswpt","IND_CHM","air",-0.288
"jswpt","IND_CHM","arf",-0.216
"jswpt","IND_IND","air",-0.336
"jswpt","IND_IND","arf",-0.336
"jswpt","IND_PAK","air",-0.216
"jswpt","IND_PAK","arf",-0.216
"jswpt","INE_IDN","air",-0.192
"jswpt","INE_IDN","arf",-0.144
"jswpt","INW_IDN","air",-0.192
"jswpt","INW_IDN","arf",-0.144
"jswpt","JAM_JAM","air",-0.288
"jswpt","JAM_JAM","arf",-0.216
"jswpt","JAP_JPN","air",-0.24
"jswpt","JAP_JPN","arf",-0.2
"jswpt","KAL_BWA","air",-0.192
"jswpt","KAL_BWA","arf",-0.24
"jswpt","KAL_ZAF","air",-0.144
"jswpt","KAL_ZAF","arf",-0.108
"jswpt","KRI_IND","air",-0.336
"jswpt","KRI_IND","arf",-0.336
"jswpt","LAJ_CHM","air",-0.288
"jswpt","LAJ_CHM","arf",-0.216
"jswpt","LCB_CMR","air",-0.216
"jswpt","LCB_CMR","arf",-0.216
"jswpt","LCB_NER","air",-0.288
"jswpt","LCB_NER","arf",-0.216
"jswpt","LCB_NGA","air",-0.504
"jswpt","LCB_NGA","arf",-0.36
"jswpt","LCB_TCD","air",-0.288
"jswpt","LCB_TCD","arf",-0.216
"jswpt","LIM_BWA","air",-0.192
"jswpt","LIM_BWA","arf",-0.24
"jswpt","LIM_MOZ","air",-0.312
"jswpt","LIM_MOZ","arf",-0.216
"jswpt","LIM_ZAF","air",-0.144
"jswpt","LIM_ZAF","arf",-0.108
"jswpt","LIM_ZWE","air",-0.312
"jswpt","LIM_ZWE","arf",-0.24
"jswpt","LMO_CHM","air",-0.288
"jswpt","LMO_CHM","arf",-0.216
"jswpt","LUN_IND","air",-0.336
"jswpt","LUN_IND","arf",-0.336
"jswpt","MAD_MDG","air",-0.288
"jswpt","MAD_MDG","arf",-0.216
"jswpt","MAT_IND","air",-0.336
"jswpt","MAT_IND","arf",-0.336
"jswpt","MAU_AUS","air",-0.192
"jswpt","MAU_AUS","arf",-0.16
"jswpt","MEK_KHM","air",-0.256
"jswpt","MEK_KHM","arf",-0.144
"jswpt","MEK_LAO","air",-0.256
"jswpt","MEK_LAO","arf",-0.144
"jswpt","MEK_MMR","air",-0.192
"jswpt","MEK_MMR","arf",-0.144
"jswpt","MEK_VNM","air",-0.192
"jswpt","MEK_VNM","arf",-0.144
"jswpt","MHN_IND","air",-0.336
"jswpt","MHN_IND","arf",-0.336
"jswpt","MIM_MEX","air",-0.192
"jswpt","MIM_MEX","arf",-0.16
"jswpt","MIS_USA","air",-0.216
"jswpt","MIS_USA","arf",-0.216
"jswpt","MOU_USA","air",-0.216
"jswpt","MOU_USA","arf",-0.216
"jswpt","NAC_EGY","air",-0.144
"jswpt","NAC_EGY","arf",-0.108
"jswpt","NEB_BRA","air",-0.216
"jswpt","NEB_BRA","arf",-0.162
"jswpt","NIG_BEN","air",-0.288
"jswpt","NIG_BEN","arf",-0.216
"jswpt","NIG_BFA","air",-0.288
"jswpt","NIG_BFA","arf",-0.216
"jswpt","NIG_CIV","air",-0.288
"jswpt","NIG_CIV","arf",-0.216
"jswpt","NIG_CMR","air",-0.216
"jswpt","NIG_CMR","arf",-0.216
"jswpt","NIG_GIN","air",-0.288
"jswpt","NIG_GIN","arf",-0.216
"jswpt","NIG_MLI","air",-0.288
"jswpt","NIG_MLI","arf",-0.216
"jswpt","NIG_NER","air",-0.288
"jswpt","NIG_NER","arf",-0.216
"jswpt","NIG_NGA","air",-0.504
"jswpt","NIG_NGA","arf",-0.36
"jswpt","NIG_TCD","air",-0.288
"jswpt","NIG_TCD","arf",-0.216
"jswpt","NKP_PRK","air",-0.24
"jswpt","NKP_PRK","arf",-0.18
"jswpt","NLL_EGY","air",-0.144
"jswpt","NLL_EGY","arf",-0.108
"jswpt","NLL_ETH","air",-0.384
"jswpt","NLL_ETH","arf",-0.216
"jswpt","NLL_SDN","air",-0.288
"jswpt","NLL_SDN","arf",-0.216
"jswpt","NLL_UGA","air",-0.336
"jswpt","NLL_UGA","arf",-0.216
"jswpt","NWA_MOR","air",-0.192
"jswpt","NWA_MOR","arf",-0.144
"jswpt","NWA_MRT","air",-0.288
"jswpt","NWA_MRT","arf",-0.24
"jswpt","NWS_ECU","air",-0.216
"jswpt","NWS_ECU","arf",-0.162
"jswpt","NZE_NZL","air",-0.144
"jswpt","NZE_NZL","arf",-0.108
"jswpt","OAO_OAO","air",-0.216
"jswpt","OAO_OAO","arf",-0.216
"jswpt","OBB_CHM","air",-0.288
"jswpt","OBB_CHM","arf",-0.216
"jswpt","OHI_USA","air",-0.216
"jswpt","OHI_USA","arf",-0.216
"jswpt","OIO_OIO","air",-0.288
"jswpt","OIO_OIO","arf",-0.24
"jswpt","OPO_OPO","air",-0.288
"jswpt","OPO_OPO","arf",-0.216
"jswpt","ORA_ZAF","air",-0.144
"jswpt","ORA_ZAF","arf",-0.108
"jswpt","ORI_VEN","air",-0.216
"jswpt","ORI_VEN","arf",-0.162
"jswpt","PAN_PAN","air",-0.216
"jswpt","PAN_PAN","arf",-0.162
"jswpt","PAO_PNG","air",-0.288
"jswpt","PAO_PNG","arf",-0.216
"jswpt","PAR_ARG","air",-0.288
"jswpt","PAR_ARG","arf",-0.216
"jswpt","PAR_BOL","air",-0.216
"jswpt","PAR_BOL","arf",-0.162
"jswpt","PAR_BRA","air",-0.216
"jswpt","PAR_BRA","arf",-0.162
"jswpt","PAR_PRY","air",-0.216
"jswpt","PAR_PRY","arf",-0.162
"jswpt","PEC_PER","air",-0.216
"jswpt","PEC_PER","arf",-0.162
"jswpt","PHI_PHL","air",-0.192
"jswpt","PHI_PHL","arf",-0.144
"jswpt","RAP_RAP","air",-0.192
"jswpt","RAP_RAP","arf",-0.144
"jswpt","RIC_ARG","air",-0.288
"jswpt","RIC_ARG","arf",-0.216
"jswpt","RIG_MEX","air",-0.192
"jswpt","RIG_MEX","arf",-0.16
"jswpt","RIG_USA","air",-0.216
"jswpt","RIG_USA","arf",-0.216
"jswpt","RVE_VEN","air",-0.216
"jswpt","RVE_VEN","arf",-0.162
"jswpt","RVN_VNM","air",-0.192
"jswpt","RVN_VNM","arf",-0.144
"jswpt","RWI_USA","air",-0.216
"jswpt","RWI_USA","arf",-0.216
"jswpt","SAC_SWZ","air",-0.4368
"jswpt","SAC_SWZ","arf",-0.24
"jswpt","SAC_ZAF","air",-0.144
"jswpt","SAC_ZAF","arf",-0.108
"jswpt","SAF_MOZ","air",-0.312
"jswpt","SAF_MOZ","arf",-0.216
"jswpt","SAF_TZA","air",-0.384
"jswpt","SAF_TZA","arf",-0.216
"jswpt","SAF_ZWE","air",-0.312
"jswpt","SAF_ZWE","arf",-0.24
"jswpt","SAH_EGY","air",-0.144
"jswpt","SAH_EGY","arf",-0.108
"jswpt","SAH_MLI","air",-0.288
"jswpt","SAH_MLI","arf",-0.216
"jswpt","SAH_MOR","air",-0.192
"jswpt","SAH_MOR","arf",-0.144
"jswpt","SAH_MRT","air",-0.288
"jswpt","SAH_MRT","arf",-0.24
"jswpt","SAH_NER","air",-0.288
"jswpt","SAH_NER","arf",-0.216
"jswpt","SAH_SDN","air",-0.288
"jswpt","SAH_SDN","arf",-0.216
"jswpt","SAH_TCD","air",-0.288
"jswpt","SAH_TCD","arf",-0.216
"jswpt","SAL_ARG","air",-0.288
"jswpt","SAL_ARG","arf",-0.216
"jswpt","SAN_BRA","air",-0.216
"jswpt","SAN_BRA","arf",-0.162
"jswpt","SAY_IND","air",-0.336
"jswpt","SAY_IND","arf",-0.336
"jswpt","SEN_GIN","air",-0.288
"jswpt","SEN_GIN","arf",-0.216
"jswpt","SEN_MLI","air",-0.288
"jswpt","SEN_MLI","arf",-0.216
"jswpt","SEN_MRT","air",-0.288
"jswpt","SEN_MRT","arf",-0.24
"jswpt","SEN_SEN","air",-0.288
"jswpt","SEN_SEN","arf",-0.216
"jswpt","SEU_USA","air",-0.216
"jswpt","SEU_USA","arf",-0.216
"jswpt","SKP_KOR","air",-0.288
"jswpt","SKP_KOR","arf",-0.24
"jswpt","SLB_SLB","air",-0.288
"jswpt","SLB_SLB","arf",-0.216
"jswpt","SLV_SLV","air",-0.216
"jswpt","SLV_SLV","arf",-0.162
"jswpt","SON_CHM","air",-0.288
"jswpt","SON_CHM","arf",-0.216
"jswpt","SRL_LKA","air",-0.336
"jswpt","SRL_LKA","arf",-0.252
"jswpt","TIE_ARG","air",-0.288
"jswpt","TIE_ARG","arf",-0.216
"jswpt","TLS_TLS","air",-0.312
"jswpt","TLS_TLS","arf",-0.216
"jswpt","TMM_BGD","air",-0.288
"jswpt","TMM_BGD","arf",-0.216
"jswpt","TMM_MMR","air",-0.192
"jswpt","TMM_MMR","arf",-0.144
"jswpt","TMM_MYS","air",-0.216
"jswpt","TMM_MYS","arf",-0.18
"jswpt","TMM_OSA","air",-0.208
"jswpt","TMM_OSA","arf",-0.144
"jswpt","TOC_BRA","air",-0.216
"jswpt","TOC_BRA","arf",-0.162
"jswpt","TWN_CHM","air",-0.288
"jswpt","TWN_CHM","arf",-0.216
"jswpt","UME_MEX","air",-0.192
"jswpt","UME_MEX","arf",-0.16
"jswpt","URU_BRA","air",-0.216
"jswpt","URU_BRA","arf",-0.162
"jswpt","URU_URY","air",-0.216
"jswpt","URU_URY","arf",-0.162
"jswpt","USN_USA","air",-0.216
"jswpt","USN_USA","arf",-0.216
"jswpt","VOT_BEN","air",-0.288
"jswpt","VOT_BEN","arf",-0.216
"jswpt","VOT_BFA","air",-0.288
"jswpt","VOT_BFA","arf",-0.216
"jswpt","VOT_CIV","air",-0.288
"jswpt","VOT_CIV","arf",-0.216
"jswpt","VOT_GHA","air",-0.384
"jswpt","VOT_GHA","arf",-0.216
"jswpt","VOT_MLI","air",-0.288
"jswpt","VOT_MLI","arf",-0.216
"jswpt","VOT_TGO","air",-0.288
"jswpt","VOT_TGO","arf",-0.216
"jswpt","VUT_VUT","air",-0.288
"jswpt","VUT_VUT","arf",-0.24
"jswpt","WAC_CIV","air",-0.288
"jswpt","WAC_CIV","arf",-0.216
"jswpt","WAC_GIN","air",-0.288
"jswpt","WAC_GIN","arf",-0.216
"jswpt","WAC_GNB","air",-0.288
"jswpt","WAC_GNB","arf",-0.216
"jswpt","WAC_LBR","air",-0.192
"jswpt","WAC_LBR","arf",-0.24
"jswpt","WAC_SEN","air",-0.288
"jswpt","WAC_SEN","arf",-0.216
"jswpt","WAC_SLE","air",-0.288
"jswpt","WAC_SLE","arf",-0.216
"jswpt","WAI_PAK","air",-0.216
"jswpt","WAI_PAK","arf",-0.216
"jswpt","WAU_AUS","air",-0.192
"jswpt","WAU_AUS","arf",-0.16
"jswpt","WGM_USA","air",-0.216
"jswpt","WGM_USA","arf",-0.216
"jswpt","YEM_YEM","air",-0.192
"jswpt","YEM_YEM","arf",-0.144
"jswpt","YHE_CHM","air",-0.288
"jswpt","YHE_CHM","arf",-0.216
"jswpt","YRD_CHM","air",-0.288
"jswpt","YRD_CHM","arf",-0.216
"jswpt","YRD_VNM","air",-0.192
"jswpt","YRD_VNM","arf",-0.144
"jswpt","YUC_MEX","air",-0.192
"jswpt","YUC_MEX","arf",-0.16
"jswpt","ZAM_AGO","air",-0.288
"jswpt","ZAM_AGO","arf",-0.216
"jswpt","ZAM_BWA","air",-0.192
"jswpt","ZAM_BWA","arf",-0.24
"jswpt","ZAM_COD","air",-0.288
"jswpt","ZAM_COD","arf",-0.216
"jswpt","ZAM_MOZ","air",-0.312
"jswpt","ZAM_MOZ","arf",-0.216
"jswpt","ZAM_MWI","air",-0.336
"jswpt","ZAM_MWI","arf",-0.216
"jswpt","ZAM_TZA","air",-0.384
"jswpt","ZAM_TZA","arf",-0.216
"jswpt","ZAM_ZMB","air",-0.36
"jswpt","ZAM_ZMB","arf",-0.216
"jswpt","ZAM_ZWE","air",-0.312
"jswpt","ZAM_ZWE","arf",-0.24
"jswpt","ZHJ_CHM","air",-0.288
"jswpt","ZHJ_CHM","arf",-0.216
"jyams","AMA_BRA","air",-0.216
"jyams","AMA_BRA","arf",-0.162
"jyams","AMA_COL","air",-0.216
"jyams","AMA_COL","arf",-0.162
"jyams","BLZ_BLZ","air",-0.216
"jyams","BLZ_BLZ","arf",-0.162
"jyams","BOR_MYS","air",-0.216
"jyams","BOR_MYS","arf",-0.18
"jyams","BRT_BTN","air",-0.336
"jyams","BRT_BTN","arf",-0.252
"jyams","CAF_CAF","air",-0.288
"jyams","CAF_CAF","arf",-0.216
"jyams","CAF_CMR","air",-0.216
"jyams","CAF_CMR","arf",-0.216
"jyams","CAF_COG","air",-0.264
"jyams","CAF_COG","arf",-0.216
"jyams","CAF_GAB","air",-0.216
"jyams","CAF_GAB","arf",-0.216
"jyams","CON_CAF","air",-0.288
"jyams","CON_CAF","arf",-0.216
"jyams","CON_COD","air",-0.288
"jyams","CON_COD","arf",-0.216
"jyams","CON_COG","air",-0.264
"jyams","CON_COG","arf",-0.216
"jyams","CRB_CRB","air",-0.264
"jyams","CRB_CRB","arf",-0.24
"jyams","CRI_CRI","air",-0.216
"jyams","CRI_CRI","arf",-0.162
"jyams","CUB_CUB","air",-0.252
"jyams","CUB_CUB","arf",-0.162
"jyams","DOM_DOM","air",-0.216
"jyams","DOM_DOM","arf",-0.162
"jyams","EAC_BDI","air",-0.288
"jyams","EAC_BDI","arf",-0.216
"jyams","EAC_COD","air",-0.288
"jyams","EAC_COD","arf",-0.216
"jyams","EAC_RWA","air",-0.288
"jyams","EAC_RWA","arf",-0.216
"jyams","EAC_TZA","air",-0.384
"jyams","EAC_TZA","arf",-0.216
"jyams","FJI_FJI","air",-0.288
"jyams","FJI_FJI","arf",-0.24
"jyams","GSA_GSA","air",-0.252
"jyams","GSA_GSA","arf",-0.162
"jyams","HOA_ETH","air",-0.384
"jyams","HOA_ETH","arf",-0.216
"jyams","HOA_KEN","air",-0.384
"jyams","HOA_KEN","arf",-0.216
"jyams","HTI_HTI","air",-0.216
"jyams","HTI_HTI","arf",-0.18
"jyams","JAM_JAM","air",-0.288
"jyams","JAM_JAM","arf",-0.216
"jyams","JAP_JPN","air",-0.24
"jyams","JAP_JPN","arf",-0.2
"jyams","LCB_CAF","air",-0.288
"jyams","LCB_CAF","arf",-0.216
"jyams","LCB_CMR","air",-0.216
"jyams","LCB_CMR","arf",-0.216
"jyams","LCB_NGA","air",-0.504
"jyams","LCB_NGA","arf",-0.36
"jyams","LCB_TCD","air",-0.288
"jyams","LCB_TCD","arf",-0.216
"jyams","NEB_BRA","air",-0.216
"jyams","NEB_BRA","arf",-0.162
"jyams","NIC_NIC","air",-0.216
"jyams","NIC_NIC","arf",-0.162
"jyams","NIG_BEN","air",-0.288
"jyams","NIG_BEN","arf",-0.216
"jyams","NIG_BFA","air",-0.288
"jyams","NIG_BFA","arf",-0.216
"jyams","NIG_CIV","air",-0.288
"jyams","NIG_CIV","arf",-0.216
"jyams","NIG_CMR","air",-0.216
"jyams","NIG_CMR","arf",-0.216
"jyams","NIG_GIN","air",-0.288
"jyams","NIG_GIN","arf",-0.216
"jyams","NIG_MLI","air",-0.288
"jyams","NIG_MLI","arf",-0.216
"jyams","NIG_NGA","air",-0.504
"jyams","NIG_NGA","arf",-0.36
"jyams","NIG_TCD","air",-0.288
"jyams","NIG_TCD","arf",-0.216
"jyams","NLL_ETH","air",-0.384
"jyams","NLL_ETH","arf",-0.216
"jyams","NLL_SDN","air",-0.288
"jyams","NLL_SDN","arf",-0.216
"jyams","NWA_MRT","air",-0.288
"jyams","NWA_MRT","arf",-0.24
"jyams","NWS_COL","air",-0.216
"jyams","NWS_COL","arf",-0.162
"jyams","OAO_OAO","air",-0.216
"jyams","OAO_OAO","arf",-0.216
"jyams","OIO_OIO","air",-0.288
"jyams","OIO_OIO","arf",-0.24
"jyams","OPO_OPO","air",-0.288
"jyams","OPO_OPO","arf",-0.216
"jyams","ORI_COL","air",-0.216
"jyams","ORI_COL","arf",-0.162
"jyams","ORI_VEN","air",-0.216
"jyams","ORI_VEN","arf",-0.162
"jyams","PAN_PAN","air",-0.216
"jyams","PAN_PAN","arf",-0.162
"jyams","PAO_PNG","air",-0.288
"jyams","PAO_PNG","arf",-0.216
"jyams","PAR_BRA","air",-0.216
"jyams","PAR_BRA","arf",-0.162
"jyams","PHI_PHL","air",-0.192
"jyams","PHI_PHL","arf",-0.144
"jyams","RVE_VEN","air",-0.216
"jyams","RVE_VEN","arf",-0.162
"jyams","SAF_TZA","air",-0.384
"jyams","SAF_TZA","arf",-0.216
"jyams","SAH_MLI","air",-0.288
"jyams","SAH_MLI","arf",-0.216
"jyams","SAH_MRT","air",-0.288
"jyams","SAH_MRT","arf",-0.24
"jyams","SAH_SDN","air",-0.288
"jyams","SAH_SDN","arf",-0.216
"jyams","SAH_TCD","air",-0.288
"jyams","SAH_TCD","arf",-0.216
"jyams","SAN_BRA","air",-0.216
"jyams","SAN_BRA","arf",-0.162
"jyams","SEN_GIN","air",-0.288
"jyams","SEN_GIN","arf",-0.216
"jyams","SEN_MLI","air",-0.288
"jyams","SEN_MLI","arf",-0.216
"jyams","SEN_MRT","air",-0.288
"jyams","SEN_MRT","arf",-0.24
"jyams","SEN_SEN","air",-0.288
"jyams","SEN_SEN","arf",-0.216
"jyams","SLB_SLB","air",-0.288
"jyams","SLB_SLB","arf",-0.216
"jyams","TMM_MYS","air",-0.216
"jyams","TMM_MYS","arf",-0.18
"jyams","TOC_BRA","air",-0.216
"jyams","TOC_BRA","arf",-0.162
"jyams","URU_BRA","air",-0.216
"jyams","URU_BRA","arf",-0.162
"jyams","VOT_BEN","air",-0.288
"jyams","VOT_BEN","arf",-0.216
"jyams","VOT_BFA","air",-0.288
"jyams","VOT_BFA","arf",-0.216
"jyams","VOT_CIV","air",-0.288
"jyams","VOT_CIV","arf",-0.216
"jyams","VOT_GHA","air",-0.384
"jyams","VOT_GHA","arf",-0.216
"jyams","VOT_MLI","air",-0.288
"jyams","VOT_MLI","arf",-0.216
"jyams","VOT_TGO","air",-0.288
"jyams","VOT_TGO","arf",-0.216
"jyams","VUT_VUT","air",-0.288
"jyams","VUT_VUT","arf",-0.24
"jyams","WAC_CIV","air",-0.288
"jyams","WAC_CIV","arf",-0.216
"jyams","WAC_GIN","air",-0.288
"jyams","WAC_GIN","arf",-0.216
"jyams","WAC_LBR","air",-0.192
"jyams","WAC_LBR","arf",-0.24
"jyams","WAC_SEN","air",-0.288
"jyams","WAC_SEN","arf",-0.216
"jyams","ZAM_COD","air",-0.288
"jyams","ZAM_COD","arf",-0.216
"jyams","ZAM_TZA","air",-0.384
"jyams","ZAM_TZA","arf",-0.216
"jorat","ALK_USA","air",-0.192
"jorat","ALK_USA","arf",-0.192
"jorat","AMA_BOL","air",-0.36
"jorat","AMA_BOL","arf",-0.27
"jorat","AMA_COL","air",-0.36
"jorat","AMA_COL","arf",-0.27
