"J","C","CTY","Val"
"jlamb","ctoml","IND",-0.01815
"jlamb","ctoml","IRL",-0.01815
"jlamb","ctoml","ITP",-0.01815
"jlamb","ctoml","LKA",-0.01815
"jlamb","ctoml","NLD",-0.01815
"jlamb","ctoml","NOR",-0.01815
"jlamb","ctoml","NPL",-0.01815
"jlamb","ctoml","PER",-0.0363
"jlamb","ctoml","PRT",-0.01815
"jlamb","ctoml","PRY",-0.0363
"jlamb","ctoml","SPP",-0.01815
"jlamb","ctoml","SWE",-0.01815
"jlamb","ctoml","UKP",-0.01815
"jlamb","ctoml","URY",-0.0363
"jlamb","ctoml","VEN",-0.0363
"jpoul","cbarl","AFG",-0.0363
"jpoul","cbarl","ALB",-0.0363
"jpoul","cbarl","ARG",-0.0363
"jpoul","cbarl","ARM",-0.0363
"jpoul","cbarl","AUS",-0.0484
"jpoul","cbarl","AUT",-0.0363
"jpoul","cbarl","AZE",-0.0363
"jpoul","cbarl","BGD",-0.0363
"jpoul","cbarl","BGR",-0.0363
"jpoul","cbarl","BLR",-0.0363
"jpoul","cbarl","BLT",-0.0363
"jpoul","cbarl","BLX",-0.0363
"jpoul","cbarl","BOL",-0.0121
"jpoul","cbarl","BRA",-0.0242
"jpoul","cbarl","CAN",-0.0484
"jpoul","cbarl","CHL",-0.0121
"jpoul","cbarl","CHM",-0.0242
"jpoul","cbarl","CHP",-0.0363
"jpoul","cbarl","COG",-0.0363
"jpoul","cbarl","COL",-0.0605
"jpoul","cbarl","CRB",-0.0363
"jpoul","cbarl","CYP",-0.0605
"jpoul","cbarl","CZE",-0.0363
"jpoul","cbarl","DEU",-0.0363
"jpoul","cbarl","DNK",-0.0363
"jpoul","cbarl","DZA",-0.0605
"jpoul","cbarl","EGY",-0.0484
"jpoul","cbarl","ERI",-0.0363
"jpoul","cbarl","ETH",-0.0363
"jpoul","cbarl","FNP",-0.0363
"jpoul","cbarl","FRP",-0.0363
"jpoul","cbarl","GEO",-0.0363
"jpoul","cbarl","GRC",-0.0363
"jpoul","cbarl","HRV",-0.0363
"jpoul","cbarl","HUN",-0.0363
"jpoul","cbarl","IND",-0.0121
"jpoul","cbarl","IRL",-0.0363
"jpoul","cbarl","IRN",-0.0605
"jpoul","cbarl","IRQ",-0.0605
"jpoul","cbarl","ISL",-0.0363
"jpoul","cbarl","ISR",-0.0484
"jpoul","cbarl","ITP",-0.0363
"jpoul","cbarl","JOR",-0.0605
"jpoul","cbarl","JPN",-0.0968
"jpoul","cbarl","KAZ",-0.0363
"jpoul","cbarl","KGZ",-0.0363
"jpoul","cbarl","KOR",-0.0242
"jpoul","cbarl","LBN",-0.0605
"jpoul","cbarl","LBY",-0.0605
"jpoul","cbarl","MDA",-0.0363
"jpoul","cbarl","MEX",-0.0605
"jpoul","cbarl","MNG",-0.0363
"jpoul","cbarl","MOR",-0.0605
"jpoul","cbarl","NGA",-0.0363
"jpoul","cbarl","NLD",-0.0363
"jpoul","cbarl","NOR",-0.0363
"jpoul","cbarl","NPL",-0.0363
"jpoul","cbarl","NZL",-0.0484
"jpoul","cbarl","OBN",-0.0363
"jpoul","cbarl","OPO",-0.0363
"jpoul","cbarl","PAK",-0.1815
"jpoul","cbarl","PER",-0.0121
"jpoul","cbarl","PHL",-0.0121
"jpoul","cbarl","POL",-0.0363
"jpoul","cbarl","PRK",-0.0363
"jpoul","cbarl","PRT",-0.0363
"jpoul","cbarl","PSE",-0.0363
"jpoul","cbarl","RAP",-0.0605
"jpoul","cbarl","ROU",-0.0363
"jpoul","cbarl","RUS",-0.0363
"jpoul","cbarl","SAU",-0.0605
"jpoul","cbarl","SPP",-0.0363
"jpoul","cbarl","SVN",-0.0363
"jpoul","cbarl","SWE",-0.0363
"jpoul","cbarl","SYR",-0.0605
"jpoul","cbarl","TJK",-0.0363
"jpoul","cbarl","TKM",-0.0363
"jpoul","cbarl","TUN",-0.0605
"jpoul","cbarl","TUR",-0.0605
"jpoul","cbarl","UKP",-0.0363
"jpoul","cbarl","UKR",-0.0363
"jpoul","cbarl","USA",-0.0484
"jpoul","cbarl","UZB",-0.0363
"jpoul","cbarl","ZAF",-0.0484
"jpoul","cbarl","ZWE",-0.0363
"jpoul","cmaiz","AFG",-0.0726
"jpoul","cmaiz","AGO",-0.0726
"jpoul","cmaiz","ALB",-0.0363
"jpoul","cmaiz","ARG",-0.0605
"jpoul","cmaiz","ARM",-0.0242
"jpoul","cmaiz","AUS",-0.0242
"jpoul","cmaiz","AUT",-0.0726
"jpoul","cmaiz","AZE",-0.0242
"jpoul","cmaiz","BDI",-0.0726
"jpoul","cmaiz","BEN",-0.0726
"jpoul","cmaiz","BFA",-0.0726
"jpoul","cmaiz","BGD",-0.0726
"jpoul","cmaiz","BGR",-0.0363
"jpoul","cmaiz","BLR",-0.0242
"jpoul","cmaiz","BLT",-0.0242
"jpoul","cmaiz","BLX",-0.0726
"jpoul","cmaiz","BLZ",-0.0363
"jpoul","cmaiz","BOL",-0.0363
"jpoul","cmaiz","BRA",-0.0726
"jpoul","cmaiz","BTN",-0.0726
"jpoul","cmaiz","BWA",-0.0726
"jpoul","cmaiz","CAF",-0.0726
"jpoul","cmaiz","CAN",-0.0605
"jpoul","cmaiz","CHL",-0.0363
"jpoul","cmaiz","CHM",-0.0726
"jpoul","cmaiz","CHP",-0.0726
"jpoul","cmaiz","CIV",-0.0726
"jpoul","cmaiz","CMR",-0.0726
"jpoul","cmaiz","COD",-0.0726
"jpoul","cmaiz","COG",-0.0726
"jpoul","cmaiz","COL",-0.0847
"jpoul","cmaiz","CRB",-0.0726
"jpoul","cmaiz","CRI",-0.0363
"jpoul","cmaiz","CUB",-0.0363
"jpoul","cmaiz","CYP",-0.0726
"jpoul","cmaiz","CZE",-0.0363
"jpoul","cmaiz","DEU",-0.0726
"jpoul","cmaiz","DNK",-0.0726
"jpoul","cmaiz","DOM",-0.0363
"jpoul","cmaiz","DZA",-0.0726
"jpoul","cmaiz","ECU",-0.0363
"jpoul","cmaiz","EGY",-0.0726
"jpoul","cmaiz","ERI",-0.0726
"jpoul","cmaiz","ETH",-0.0726
"jpoul","cmaiz","FJI",-0.0726
"jpoul","cmaiz","FNP",-0.0726
"jpoul","cmaiz","FRP",-0.0726
"jpoul","cmaiz","GAB",-0.0726
"jpoul","cmaiz","GEO",-0.0242
"jpoul","cmaiz","GHA",-0.0726
"jpoul","cmaiz","GIN",-0.0726
"jpoul","cmaiz","GNB",-0.0726
"jpoul","cmaiz","GRC",-0.0363
"jpoul","cmaiz","GSA",-0.0363
"jpoul","cmaiz","GTM",-0.0363
"jpoul","cmaiz","HND",-0.0363
"jpoul","cmaiz","HRV",-0.0363
"jpoul","cmaiz","HTI",-0.0363
"jpoul","cmaiz","HUN",-0.0363
"jpoul","cmaiz","IDN",-0.0726
"jpoul","cmaiz","IND",-0.0363
"jpoul","cmaiz","IRL",-0.0726
"jpoul","cmaiz","IRN",-0.0726
"jpoul","cmaiz","IRQ",-0.0726
"jpoul","cmaiz","ISL",-0.0726
"jpoul","cmaiz","ISR",-0.0605
"jpoul","cmaiz","ITP",-0.0726
"jpoul","cmaiz","JAM",-0.0726
"jpoul","cmaiz","JOR",-0.0726
"jpoul","cmaiz","JPN",-0.0968
"jpoul","cmaiz","KAZ",-0.0242
"jpoul","cmaiz","KEN",-0.0726
"jpoul","cmaiz","KGZ",-0.0242
"jpoul","cmaiz","KHM",-0.0363
"jpoul","cmaiz","KOR",-0.0726
"jpoul","cmaiz","LAO",-0.0363
"jpoul","cmaiz","LBN",-0.0726
"jpoul","cmaiz","LBR",-0.0726
"jpoul","cmaiz","LBY",-0.0726
"jpoul","cmaiz","LKA",-0.0726
"jpoul","cmaiz","LSO",-0.0726
"jpoul","cmaiz","MDA",-0.0363
"jpoul","cmaiz","MDG",-0.0726
"jpoul","cmaiz","MEX",-0.0726
"jpoul","cmaiz","MLI",-0.0726
"jpoul","cmaiz","MMR",-0.0363
"jpoul","cmaiz","MNG",-0.0726
"jpoul","cmaiz","MOR",-0.0726
"jpoul","cmaiz","MOZ",-0.0726
"jpoul","cmaiz","MRT",-0.0726
"jpoul","cmaiz","MWI",-0.0726
"jpoul","cmaiz","MYS",-0.0726
"jpoul","cmaiz","NAM",-0.0726
"jpoul","cmaiz","NER",-0.0726
"jpoul","cmaiz","NGA",-0.0726
"jpoul","cmaiz","NIC",-0.0363
"jpoul","cmaiz","NLD",-0.0726
"jpoul","cmaiz","NOR",-0.0726
"jpoul","cmaiz","NPL",-0.0726
"jpoul","cmaiz","NZL",-0.0605
"jpoul","cmaiz","OAO",-0.0726
"jpoul","cmaiz","OBN",-0.0363
"jpoul","cmaiz","OIO",-0.0726
"jpoul","cmaiz","OPO",-0.0726
"jpoul","cmaiz","PAK",-0.0484
"jpoul","cmaiz","PAN",-0.0363
"jpoul","cmaiz","PER",-0.0363
"jpoul","cmaiz","PHL",-0.0968
"jpoul","cmaiz","PNG",-0.0726
"jpoul","cmaiz","POL",-0.0363
"jpoul","cmaiz","PRK",-0.0726
"jpoul","cmaiz","PRT",-0.0726
"jpoul","cmaiz","PRY",-0.0363
"jpoul","cmaiz","RAP",-0.0726
"jpoul","cmaiz","ROU",-0.0363
"jpoul","cmaiz","RUS",-0.0242
"jpoul","cmaiz","RWA",-0.0726
"jpoul","cmaiz","SAU",-0.0726
"jpoul","cmaiz","SDN",-0.0726
"jpoul","cmaiz","SEN",-0.0726
"jpoul","cmaiz","SLE",-0.0726
"jpoul","cmaiz","SLV",-0.0363
"jpoul","cmaiz","SOM",-0.0726
"jpoul","cmaiz","SPP",-0.0726
"jpoul","cmaiz","SVN",-0.0363
"jpoul","cmaiz","SWE",-0.0726
"jpoul","cmaiz","SWZ",-0.0726
"jpoul","cmaiz","SYR",-0.0726
"jpoul","cmaiz","TCD",-0.0726
"jpoul","cmaiz","TGO",-0.0726
"jpoul","cmaiz","THA",-0.0847
"jpoul","cmaiz","TJK",-0.0242
"jpoul","cmaiz","TKM",-0.0242
"jpoul","cmaiz","TLS",-0.0726
"jpoul","cmaiz","TUN",-0.0726
"jpoul","cmaiz","TUR",-0.0726
"jpoul","cmaiz","TZA",-0.0726
"jpoul","cmaiz","UGA",-0.0726
"jpoul","cmaiz","UKP",-0.0726
"jpoul","cmaiz","UKR",-0.0242
"jpoul","cmaiz","URY",-0.0363
"jpoul","cmaiz","USA",-0.0726
"jpoul","cmaiz","UZB",-0.0242
"jpoul","cmaiz","VEN",-0.0363
"jpoul","cmaiz","VNM",-0.0363
"jpoul","cmaiz","VUT",-0.0726
"jpoul","cmaiz","YEM",-0.0726
"jpoul","cmaiz","ZAF",-0.0605
"jpoul","cmaiz","ZMB",-0.0726
"jpoul","cmaiz","ZWE",-0.0726
"jpoul","cwhea","AGO",-0.0121
"jpoul","cwhea","ALB",-0.0363
"jpoul","cwhea","ARM",-0.0242
"jpoul","cwhea","AUS",-0.0121
"jpoul","cwhea","AUT",-0.0363
"jpoul","cwhea","AZE",-0.0242
"jpoul","cwhea","BDI",-0.0121
"jpoul","cwhea","BEN",-0.0121
"jpoul","cwhea","BFA",-0.0121
"jpoul","cwhea","BGD",-0.0121
"jpoul","cwhea","BGR",-0.0363
"jpoul","cwhea","BLR",-0.0242
"jpoul","cwhea","BLT",-0.0242
"jpoul","cwhea","BLX",-0.0363
"jpoul","cwhea","BLZ",-0.0121
"jpoul","cwhea","BOL",-0.0121
"jpoul","cwhea","BRA",-0.0242
"jpoul","cwhea","BWA",-0.0121
"jpoul","cwhea","CAN",-0.1089
"jpoul","cwhea","CHL",-0.0121
"jpoul","cwhea","CHM",-0.0121
"jpoul","cwhea","CHP",-0.0363
"jpoul","cwhea","COD",-0.0121
"jpoul","cwhea","COG",-0.0121
"jpoul","cwhea","COL",-0.0605
"jpoul","cwhea","CRB",-0.0121
"jpoul","cwhea","CRI",-0.0121
"jpoul","cwhea","CUB",-0.0121
"jpoul","cwhea","CYP",-0.0605
"jpoul","cwhea","CZE",-0.0363
"jpoul","cwhea","DEU",-0.0363
"jpoul","cwhea","DNK",-0.0363
"jpoul","cwhea","DOM",-0.0121
"jpoul","cwhea","DZA",-0.0605
"jpoul","cwhea","ECU",-0.0121
"jpoul","cwhea","EGY",-0.0121
"jpoul","cwhea","ERI",-0.0121
"jpoul","cwhea","ETH",-0.0121
"jpoul","cwhea","FJI",-0.0121
"jpoul","cwhea","FNP",-0.0363
"jpoul","cwhea","FRP",-0.0363
"jpoul","cwhea","GEO",-0.0242
"jpoul","cwhea","GHA",-0.0121
"jpoul","cwhea","GIN",-0.0121
"jpoul","cwhea","GRC",-0.0363
"jpoul","cwhea","GSA",-0.0121
"jpoul","cwhea","GTM",-0.0121
"jpoul","cwhea","HND",-0.0121
"jpoul","cwhea","HRV",-0.0363
"jpoul","cwhea","HTI",-0.0121
"jpoul","cwhea","HUN",-0.0363
"jpoul","cwhea","IDN",-0.0121
"jpoul","cwhea","IRL",-0.0363
"jpoul","cwhea","IRN",-0.0605
"jpoul","cwhea","IRQ",-0.0605
"jpoul","cwhea","ISL",-0.0363
"jpoul","cwhea","ISR",-0.1089
"jpoul","cwhea","ITP",-0.0363
"jpoul","cwhea","JOR",-0.0605
"jpoul","cwhea","KAZ",-0.0242
"jpoul","cwhea","KEN",-0.0121
"jpoul","cwhea","KGZ",-0.0242
"jpoul","cwhea","KOR",-0.0605
"jpoul","cwhea","LBN",-0.0605
"jpoul","cwhea","LBY",-0.0605
"jpoul","cwhea","LKA",-0.0121
"jpoul","cwhea","LSO",-0.0121
"jpoul","cwhea","MDA",-0.0363
"jpoul","cwhea","MDG",-0.0121
"jpoul","cwhea","MEX",-0.0363
"jpoul","cwhea","MLI",-0.0121
"jpoul","cwhea","MNG",-0.0121
"jpoul","cwhea","MOR",-0.0605
"jpoul","cwhea","MOZ",-0.0121
"jpoul","cwhea","MRT",-0.0121
"jpoul","cwhea","MYS",-0.0121
"jpoul","cwhea","NAM",-0.0121
"jpoul","cwhea","NER",-0.0121
"jpoul","cwhea","NIC",-0.0121
"jpoul","cwhea","NLD",-0.0363
"jpoul","cwhea","NOR",-0.0363
"jpoul","cwhea","NPL",-0.0121
"jpoul","cwhea","NZL",-0.1089
"jpoul","cwhea","OAO",-0.0121
"jpoul","cwhea","OBN",-0.0363
"jpoul","cwhea","OIO",-0.0121
"jpoul","cwhea","OPO",-0.0121
"jpoul","cwhea","PAK",-0.0363
"jpoul","cwhea","PER",-0.0121
"jpoul","cwhea","PNG",-0.0121
"jpoul","cwhea","POL",-0.0363
"jpoul","cwhea","PRK",-0.0121
"jpoul","cwhea","PRT",-0.0363
"jpoul","cwhea","PRY",-0.0121
"jpoul","cwhea","PSE",-0.0121
"jpoul","cwhea","RAP",-0.0605
"jpoul","cwhea","ROU",-0.0363
"jpoul","cwhea","RUS",-0.0242
"jpoul","cwhea","RWA",-0.0121
"jpoul","cwhea","SAU",-0.0605
"jpoul","cwhea","SEN",-0.0121
"jpoul","cwhea","SLV",-0.0121
"jpoul","cwhea","SOM",-0.0121
"jpoul","cwhea","SPP",-0.0363
"jpoul","cwhea","SVN",-0.0363
"jpoul","cwhea","SWE",-0.0363
"jpoul","cwhea","SWZ",-0.0121
"jpoul","cwhea","SYR",-0.0605
"jpoul","cwhea","TJK",-0.0242
"jpoul","cwhea","TKM",-0.0242
"jpoul","cwhea","TUN",-0.0605
"jpoul","cwhea","TUR",-0.0605
"jpoul","cwhea","TZA",-0.0121
"jpoul","cwhea","UKP",-0.0363
"jpoul","cwhea","UKR",-0.0242
"jpoul","cwhea","URY",-0.0121
"jpoul","cwhea","USA",-0.0242
"jpoul","cwhea","UZB",-0.0242
"jpoul","cwhea","VEN",-0.0121
"jpoul","cwhea","YEM",-0.0605
"jpoul","cwhea","ZAF",-0.1089
"jpoul","cwhea","ZMB",-0.0121
"jpoul","cwhea","ZWE",-0.0121
"jpoul","cocer","AFG",-0.0363
"jpoul","cocer","AGO",-0.0363
"jpoul","cocer","ALB",-0.0363
"jpoul","cocer","ARG",-0.0363
"jpoul","cocer","ARM",-0.0363
"jpoul","cocer","AUS",-0.0484
"jpoul","cocer","AUT",-0.0363
"jpoul","cocer","AZE",-0.0363
"jpoul","cocer","BDI",-0.0363
"jpoul","cocer","BFA",-0.0363
"jpoul","cocer","BGD",-0.0363
"jpoul","cocer","BGR",-0.0363
"jpoul","cocer","BLR",-0.0363
"jpoul","cocer","BLT",-0.0363
"jpoul","cocer","BLX",-0.0363
"jpoul","cocer","BOL",-0.0121
"jpoul","cocer","BRA",-0.0242
"jpoul","cocer","BWA",-0.0363
"jpoul","cocer","CAN",-0.0484
"jpoul","cocer","CHL",-0.0121
"jpoul","cocer","CHM",-0.0242
"jpoul","cocer","CHP",-0.0363
"jpoul","cocer","CIV",-0.0363
"jpoul","cocer","COD",-0.0363
"jpoul","cocer","COG",-0.0363
"jpoul","cocer","COL",-0.0605
"jpoul","cocer","CRB",-0.0363
"jpoul","cocer","CUB",-0.0121
"jpoul","cocer","CYP",-0.0605
"jpoul","cocer","CZE",-0.0363
"jpoul","cocer","DEU",-0.0363
"jpoul","cocer","DNK",-0.0363
"jpoul","cocer","DOM",-0.0121
"jpoul","cocer","DZA",-0.0605
"jpoul","cocer","ECU",-0.0121
"jpoul","cocer","EGY",-0.0484
"jpoul","cocer","ERI",-0.0363
"jpoul","cocer","ETH",-0.0363
"jpoul","cocer","FNP",-0.0363
"jpoul","cocer","FRP",-0.0363
"jpoul","cocer","GEO",-0.0363
"jpoul","cocer","GHA",-0.0363
"jpoul","cocer","GIN",-0.0363
"jpoul","cocer","GRC",-0.0363
"jpoul","cocer","GTM",-0.0121
"jpoul","cocer","HND",-0.0121
"jpoul","cocer","HRV",-0.0363
"jpoul","cocer","HTI",-0.0121
"jpoul","cocer","HUN",-0.0363
"jpoul","cocer","IDN",-0.0363
"jpoul","cocer","IND",-0.0121
"jpoul","cocer","IRL",-0.0363
"jpoul","cocer","IRQ",-0.0605
"jpoul","cocer","ISL",-0.0363
"jpoul","cocer","ISR",-0.0484
"jpoul","cocer","ITP",-0.0363
"jpoul","cocer","JOR",-0.0605
"jpoul","cocer","JPN",-0.0968
"jpoul","cocer","KAZ",-0.0363
"jpoul","cocer","KEN",-0.0363
"jpoul","cocer","KGZ",-0.0363
"jpoul","cocer","KOR",-0.0242
"jpoul","cocer","LBN",-0.0605
"jpoul","cocer","LBY",-0.0605
"jpoul","cocer","LSO",-0.0363
"jpoul","cocer","MDA",-0.0363
"jpoul","cocer","MEX",-0.0605
"jpoul","cocer","MLI",-0.0363
"jpoul","cocer","MNG",-0.0363
"jpoul","cocer","MOR",-0.0605
"jpoul","cocer","MRT",-0.0363
"jpoul","cocer","MWI",-0.0363
"jpoul","cocer","MYS",-0.0363
"jpoul","cocer","NER",-0.0363
"jpoul","cocer","NGA",-0.0363
"jpoul","cocer","NIC",-0.0121
"jpoul","cocer","NLD",-0.0363
"jpoul","cocer","NOR",-0.0363
"jpoul","cocer","NPL",-0.0363
"jpoul","cocer","NZL",-0.0484
"jpoul","cocer","OBN",-0.0363
"jpoul","cocer","OPO",-0.0363
"jpoul","cocer","PAK",-0.1815
"jpoul","cocer","PAN",-0.0121
"jpoul","cocer","PER",-0.0121
"jpoul","cocer","PHL",-0.0121
"jpoul","cocer","PNG",-0.0363
"jpoul","cocer","POL",-0.0363
"jpoul","cocer","PRK",-0.0363
"jpoul","cocer","PRT",-0.0363
"jpoul","cocer","PRY",-0.0121
"jpoul","cocer","PSE",-0.0363
"jpoul","cocer","RAP",-0.0605
"jpoul","cocer","ROU",-0.0363
"jpoul","cocer","RUS",-0.0363
"jpoul","cocer","RWA",-0.0363
"jpoul","cocer","SAU",-0.0605
"jpoul","cocer","SEN",-0.0363
"jpoul","cocer","SOM",-0.0363
"jpoul","cocer","SPP",-0.0363
"jpoul","cocer","SVN",-0.0363
"jpoul","cocer","SWE",-0.0363
"jpoul","cocer","SYR",-0.0605
"jpoul","cocer","TCD",-0.0363
"jpoul","cocer","THA",-0.0121
"jpoul","cocer","TJK",-0.0363
"jpoul","cocer","TKM",-0.0363
"jpoul","cocer","TUN",-0.0605
"jpoul","cocer","TUR",-0.0605
"jpoul","cocer","TZA",-0.0363
"jpoul","cocer","UGA",-0.0363
"jpoul","cocer","UKP",-0.0363
"jpoul","cocer","UKR",-0.0363
"jpoul","cocer","URY",-0.0121
"jpoul","cocer","USA",-0.0484
"jpoul","cocer","UZB",-0.0363
"jpoul","cocer","VEN",-0.0121
"jpoul","cocer","YEM",-0.0605
"jpoul","cocer","ZAF",-0.0484
"jpoul","cocer","ZWE",-0.0363
"jpoul","cgdml","AGO",-0.01815
"jpoul","cgdml","ARG",-0.1452
"jpoul","cgdml","BEN",-0.01815
"jpoul","cgdml","BGD",-0.0363
"jpoul","cgdml","BGR",-0.09075
"jpoul","cgdml","BLX",-0.1089
"jpoul","cgdml","BRA",-0.1452
"jpoul","cgdml","CAF",-0.01815
"jpoul","cgdml","CAN",-0.01815
"jpoul","cgdml","CHL",-0.1089
"jpoul","cgdml","CHP",-0.1089
"jpoul","cgdml","CIV",-0.01815
"jpoul","cgdml","CMR",-0.01815
"jpoul","cgdml","COG",-0.01815
"jpoul","cgdml","CZE",-0.09075
"jpoul","cgdml","DEU",-0.1089
"jpoul","cgdml","DOM",-0.1089
"jpoul","cgdml","DZA",-0.1452
"jpoul","cgdml","EGY",-0.0726
"jpoul","cgdml","FRP",-0.1089
"jpoul","cgdml","GHA",-0.01815
"jpoul","cgdml","GIN",-0.01815
"jpoul","cgdml","GMB",-0.01815
"jpoul","cgdml","GNB",-0.01815
"jpoul","cgdml","GRC",-0.09075
"jpoul","cgdml","GTM",-0.1089
"jpoul","cgdml","HND",-0.1089
"jpoul","cgdml","IDN",-0.0363
"jpoul","cgdml","IND",-0.1089
"jpoul","cgdml","IRQ",-0.1452
"jpoul","cgdml","ITP",-0.1089
"jpoul","cgdml","LAO",-0.01815
"jpoul","cgdml","LBN",-0.1452
"jpoul","cgdml","MDG",-0.01815
"jpoul","cgdml","MEX",-0.12705
"jpoul","cgdml","MMR",-0.01815
"jpoul","cgdml","MOR",-0.1452
"jpoul","cgdml","MOZ",-0.01815
"jpoul","cgdml","MWI",-0.01815
"jpoul","cgdml","NIC",-0.1089
"jpoul","cgdml","NLD",-0.1089
"jpoul","cgdml","NOR",-0.1089
"jpoul","cgdml","NPL",-0.0363
"jpoul","cgdml","PAK",-0.1452
"jpoul","cgdml","PHL",-0.1089
"jpoul","cgdml","POL",-0.09075
"jpoul","cgdml","PRT",-0.1089
"jpoul","cgdml","RWA",-0.01815
"jpoul","cgdml","SAU",-0.1452
"jpoul","cgdml","SEN",-0.01815
"jpoul","cgdml","SLE",-0.01815
"jpoul","cgdml","SLV",-0.1089
"jpoul","cgdml","TGO",-0.01815
"jpoul","cgdml","THA",-0.1089
"jpoul","cgdml","TZA",-0.01815
"jpoul","cgdml","UGA",-0.01815
"jpoul","cgdml","USA",-0.1089
"jpoul","cgdml","VEN",-0.1089
"jpoul","cgdml","VNM",-0.01815
"jpoul","cgdml","ZAF",-0.01815
"jpoul","cgdml","ZMB",-0.01815
"jpoul","cgdml","ZWE",-0.01815
"jpoul","crpml","ARG",-0.1452
"jpoul","crpml","AUT",-0.1089
"jpoul","crpml","BGD",-0.0363
"jpoul","crpml","BLR",-0.0363
"jpoul","crpml","BLT",-0.0363
"jpoul","crpml","BLX",-0.1089
"jpoul","crpml","BRA",-0.1452
"jpoul","crpml","CAN",-0.01815
"jpoul","crpml","CHL",-0.1089
"jpoul","crpml","CHP",-0.1089
"jpoul","crpml","CYP",-0.1452
"jpoul","crpml","CZE",-0.09075
"jpoul","crpml","DEU",-0.1089
"jpoul","crpml","DNK",-0.1089
"jpoul","crpml","DZA",-0.1452
"jpoul","crpml","EGY",-0.0726
"jpoul","crpml","FNP",-0.1089
"jpoul","crpml","FRP",-0.1089
"jpoul","crpml","GRC",-0.09075
"jpoul","crpml","HRV",-0.09075
"jpoul","crpml","HUN",-0.09075
"jpoul","crpml","IDN",-0.0363
"jpoul","crpml","IND",-0.1089
"jpoul","crpml","IRL",-0.1089
"jpoul","crpml","IRN",-0.1452
"jpoul","crpml","ISR",-0.01815
"jpoul","crpml","ITP",-0.1089
"jpoul","crpml","JPN",-0.1452
"jpoul","crpml","KAZ",-0.0363
"jpoul","crpml","KOR",-0.09075
"jpoul","crpml","LKA",-0.0363
"jpoul","crpml","MDA",-0.09075
"jpoul","crpml","MEX",-0.12705
"jpoul","crpml","MMR",-0.01815
"jpoul","crpml","MOR",-0.1452
"jpoul","crpml","MYS",-0.0726
"jpoul","crpml","NLD",-0.1089
"jpoul","crpml","NOR",-0.1089
"jpoul","crpml","NPL",-0.0363
"jpoul","crpml","NZL",-0.01815
"jpoul","crpml","OBN",-0.09075
"jpoul","crpml","PAK",-0.1452
"jpoul","crpml","PHL",-0.1089
"jpoul","crpml","POL",-0.09075
"jpoul","crpml","PRT",-0.1089
"jpoul","crpml","PRY",-0.1089
"jpoul","crpml","RAP",-0.1452
"jpoul","crpml","RUS",-0.0363
"jpoul","crpml","SPP",-0.1089
"jpoul","crpml","SVN",-0.09075
"jpoul","crpml","SWE",-0.1089
"jpoul","crpml","THA",-0.1089
"jpoul","crpml","TUR",-0.1452
"jpoul","crpml","UKP",-0.1089
"jpoul","crpml","UKR",-0.0363
"jpoul","crpml","URY",-0.1089
"jpoul","crpml","USA",-0.1089
"jpoul","crpml","ZAF",-0.01815
"jpoul","csbml","AGO",-0.01815
"jpoul","csbml","ALB",-0.09075
"jpoul","csbml","ARG",-0.1452
"jpoul","csbml","ARM",-0.0363
"jpoul","csbml","AUT",-0.1089
"jpoul","csbml","AZE",-0.0363
"jpoul","csbml","BEN",-0.01815
"jpoul","csbml","BGD",-0.0363
"jpoul","csbml","BGR",-0.09075
"jpoul","csbml","BLR",-0.0363
"jpoul","csbml","BLT",-0.0363
"jpoul","csbml","BLX",-0.1089
"jpoul","csbml","BLZ",-0.1089
"jpoul","csbml","BOL",-0.1089
"jpoul","csbml","BRA",-0.1452
"jpoul","csbml","BWA",-0.01815
"jpoul","csbml","CAN",-0.01815
"jpoul","csbml","CHL",-0.1089
"jpoul","csbml","CHP",-0.1089
"jpoul","csbml","CIV",-0.01815
"jpoul","csbml","CMR",-0.01815
"jpoul","csbml","COG",-0.01815
"jpoul","csbml","COL",-0.09075
"jpoul","csbml","CRB",-0.01815
"jpoul","csbml","CRI",-0.1089
"jpoul","csbml","CUB",-0.1089
"jpoul","csbml","CYP",-0.1452
"jpoul","csbml","CZE",-0.09075
"jpoul","csbml","DEU",-0.1089
"jpoul","csbml","DNK",-0.1089
"jpoul","csbml","DOM",-0.1089
"jpoul","csbml","DZA",-0.1452
"jpoul","csbml","ECU",-0.1089
"jpoul","csbml","EGY",-0.0726
"jpoul","csbml","FJI",-0.01815
"jpoul","csbml","FNP",-0.1089
"jpoul","csbml","FRP",-0.1089
"jpoul","csbml","GAB",-0.01815
"jpoul","csbml","GEO",-0.0363
"jpoul","csbml","GIN",-0.01815
"jpoul","csbml","GRC",-0.09075
"jpoul","csbml","GSA",-0.1089
"jpoul","csbml","GTM",-0.1089
"jpoul","csbml","HND",-0.1089
"jpoul","csbml","HRV",-0.09075
"jpoul","csbml","HUN",-0.09075
"jpoul","csbml","IDN",-0.0363
"jpoul","csbml","IND",-0.1089
"jpoul","csbml","IRL",-0.1089
"jpoul","csbml","IRN",-0.1452
"jpoul","csbml","IRQ",-0.1452
"jpoul","csbml","ISL",-0.1089
"jpoul","csbml","ISR",-0.01815
"jpoul","csbml","ITP",-0.1089
"jpoul","csbml","JAM",-0.01815
"jpoul","csbml","JOR",-0.1452
"jpoul","csbml","JPN",-0.1452
