"J","C","CTY","Val"
"jeggs","csbml","BOL",-0.05445
"jeggs","csbml","BRA",-0.05445
"jeggs","csbml","CAN",-0.01815
"jeggs","csbml","CHL",-0.05445
"jeggs","csbml","CHP",-0.1452
"jeggs","csbml","COL",-0.05445
"jeggs","csbml","CRB",-0.0363
"jeggs","csbml","CRI",-0.05445
"jeggs","csbml","CUB",-0.05445
"jeggs","csbml","DEU",-0.1452
"jeggs","csbml","DNK",-0.1452
"jeggs","csbml","DOM",-0.05445
"jeggs","csbml","DZA",-0.1089
"jeggs","csbml","ECU",-0.05445
"jeggs","csbml","EGY",-0.12705
"jeggs","csbml","FJI",-0.0363
"jeggs","csbml","FNP",-0.1452
"jeggs","csbml","GSA",-0.05445
"jeggs","csbml","GTM",-0.05445
"jeggs","csbml","HND",-0.05445
"jeggs","csbml","IND",-0.09075
"jeggs","csbml","IRN",-0.1089
"jeggs","csbml","IRQ",-0.1089
"jeggs","csbml","ISL",-0.1452
"jeggs","csbml","ISR",-0.01815
"jeggs","csbml","ITP",-0.1452
"jeggs","csbml","JAM",-0.0363
"jeggs","csbml","JOR",-0.1089
"jeggs","csbml","JPN",-0.0726
"jeggs","csbml","KOR",-0.0726
"jeggs","csbml","LBN",-0.1089
"jeggs","csbml","MDA",-0.01815
"jeggs","csbml","MEX",-0.0363
"jeggs","csbml","MOR",-0.1089
"jeggs","csbml","NIC",-0.05445
"jeggs","csbml","NOR",-0.1452
"jeggs","csbml","NZL",-0.01815
"jeggs","csbml","OAO",-0.0363
"jeggs","csbml","OBN",-0.01815
"jeggs","csbml","OIO",-0.0363
"jeggs","csbml","OPO",-0.0363
"jeggs","csbml","PAK",-0.0726
"jeggs","csbml","PAN",-0.05445
"jeggs","csbml","PER",-0.05445
"jeggs","csbml","PRK",-0.05445
"jeggs","csbml","PRT",-0.1452
"jeggs","csbml","PRY",-0.05445
"jeggs","csbml","RAP",-0.1089
"jeggs","csbml","SAU",-0.1089
"jeggs","csbml","SLV",-0.05445
"jeggs","csbml","SPP",-0.1452
"jeggs","csbml","SWE",-0.1452
"jeggs","csbml","TUN",-0.1089
"jeggs","csbml","TUR",-0.1089
"jeggs","csbml","UKP",-0.1452
"jeggs","csbml","URY",-0.05445
"jeggs","csbml","USA",-0.05445
"jeggs","csbml","VEN",-0.05445
"jeggs","csbml","YEM",-0.1089
"jeggs","csbml","ZAF",-0.01815
"jeggs","csfml","ALB",-0.01815
"jeggs","csfml","ARG",-0.01815
"jeggs","csfml","AUS",-0.01815
"jeggs","csfml","AUT",-0.1452
"jeggs","csfml","BLX",-0.1452
"jeggs","csfml","BOL",-0.05445
"jeggs","csfml","BRA",-0.05445
"jeggs","csfml","CAN",-0.01815
"jeggs","csfml","CHL",-0.05445
"jeggs","csfml","CHP",-0.1452
"jeggs","csfml","COL",-0.05445
"jeggs","csfml","DEU",-0.1452
"jeggs","csfml","DNK",-0.1452
"jeggs","csfml","DZA",-0.1089
"jeggs","csfml","EGY",-0.12705
"jeggs","csfml","FNP",-0.1452
"jeggs","csfml","IND",-0.09075
"jeggs","csfml","IRN",-0.1089
"jeggs","csfml","IRQ",-0.1089
"jeggs","csfml","ISR",-0.01815
"jeggs","csfml","ITP",-0.1452
"jeggs","csfml","JOR",-0.1089
"jeggs","csfml","JPN",-0.0726
"jeggs","csfml","LBN",-0.1089
"jeggs","csfml","MDA",-0.01815
"jeggs","csfml","MEX",-0.0363
"jeggs","csfml","MOR",-0.1089
"jeggs","csfml","NOR",-0.1452
"jeggs","csfml","NZL",-0.01815
"jeggs","csfml","OBN",-0.01815
"jeggs","csfml","PAK",-0.0726
"jeggs","csfml","PER",-0.05445
"jeggs","csfml","PRT",-0.1452
"jeggs","csfml","PRY",-0.05445
"jeggs","csfml","RAP",-0.1089
"jeggs","csfml","SPP",-0.1452
"jeggs","csfml","SWE",-0.1452
"jeggs","csfml","TUN",-0.1089
"jeggs","csfml","TUR",-0.1089
"jeggs","csfml","UKP",-0.1452
"jeggs","csfml","URY",-0.05445
"jeggs","csfml","USA",-0.05445
"jeggs","csfml","VEN",-0.05445
"jeggs","csfml","ZAF",-0.01815
"jeggs","ctoml","ARG",-0.01815
"jeggs","ctoml","AUS",-0.01815
"jeggs","ctoml","AUT",-0.1452
"jeggs","ctoml","BLX",-0.1452
"jeggs","ctoml","BOL",-0.05445
"jeggs","ctoml","BRA",-0.05445
"jeggs","ctoml","CAN",-0.01815
"jeggs","ctoml","CHL",-0.05445
"jeggs","ctoml","CHP",-0.1452
"jeggs","ctoml","COL",-0.05445
"jeggs","ctoml","CRI",-0.05445
"jeggs","ctoml","DEU",-0.1452
"jeggs","ctoml","DNK",-0.1452
"jeggs","ctoml","DOM",-0.05445
"jeggs","ctoml","ECU",-0.05445
"jeggs","ctoml","EGY",-0.12705
"jeggs","ctoml","FJI",-0.0363
"jeggs","ctoml","GTM",-0.05445
"jeggs","ctoml","HND",-0.05445
"jeggs","ctoml","IND",-0.09075
"jeggs","ctoml","IRN",-0.1089
"jeggs","ctoml","IRQ",-0.1089
"jeggs","ctoml","ISR",-0.01815
"jeggs","ctoml","ITP",-0.1452
"jeggs","ctoml","JAM",-0.0363
"jeggs","ctoml","JOR",-0.1089
"jeggs","ctoml","JPN",-0.0726
"jeggs","ctoml","KOR",-0.0726
"jeggs","ctoml","LBN",-0.1089
"jeggs","ctoml","MDA",-0.01815
"jeggs","ctoml","MEX",-0.0363
"jeggs","ctoml","MOR",-0.1089
"jeggs","ctoml","NOR",-0.1452
"jeggs","ctoml","NZL",-0.01815
"jeggs","ctoml","OAO",-0.0363
"jeggs","ctoml","OBN",-0.01815
"jeggs","ctoml","OPO",-0.0363
"jeggs","ctoml","PAK",-0.0726
"jeggs","ctoml","PER",-0.05445
"jeggs","ctoml","PRK",-0.05445
"jeggs","ctoml","PRT",-0.1452
"jeggs","ctoml","PRY",-0.05445
"jeggs","ctoml","RAP",-0.1089
"jeggs","ctoml","SAU",-0.1089
"jeggs","ctoml","SLB",-0.0363
"jeggs","ctoml","SPP",-0.1452
"jeggs","ctoml","SWE",-0.1452
"jeggs","ctoml","TUN",-0.1089
"jeggs","ctoml","TUR",-0.1089
"jeggs","ctoml","UKP",-0.1452
"jeggs","ctoml","URY",-0.05445
"jeggs","ctoml","USA",-0.05445
"jeggs","ctoml","VEN",-0.05445
"jeggs","ctoml","VUT",-0.0363
"jeggs","ctoml","YEM",-0.1089
"jeggs","ctoml","ZAF",-0.01815
"jmilk","cmilk","AFG",0.4356
"jmilk","cmilk","AGO",0.484
"jmilk","cmilk","ALB",0.363
"jmilk","cmilk","ARG",0.4598
"jmilk","cmilk","ARM",0.242
"jmilk","cmilk","AUS",0.4598
"jmilk","cmilk","AUT",0.5082
"jmilk","cmilk","AZE",0.242
"jmilk","cmilk","BDI",0.4235
"jmilk","cmilk","BEN",0.4235
"jmilk","cmilk","BFA",0.484
"jmilk","cmilk","BGD",0.4356
"jmilk","cmilk","BGR",0.363
"jmilk","cmilk","BLR",0.242
"jmilk","cmilk","BLT",0.242
"jmilk","cmilk","BLX",0.5082
"jmilk","cmilk","BLZ",0.3388
"jmilk","cmilk","BOL",0.3388
"jmilk","cmilk","BRA",0.4235
"jmilk","cmilk","BTN",0.4356
"jmilk","cmilk","BWA",0.484
"jmilk","cmilk","CAF",0.4235
"jmilk","cmilk","CAN",0.3993
"jmilk","cmilk","CHL",0.3388
"jmilk","cmilk","CHM",0.363
"jmilk","cmilk","CHP",0.5082
"jmilk","cmilk","CIV",0.4235
"jmilk","cmilk","CMR",0.4235
"jmilk","cmilk","COD",0.4235
"jmilk","cmilk","COG",0.4235
"jmilk","cmilk","COL",0.2904
"jmilk","cmilk","CRB",0.4356
"jmilk","cmilk","CRI",0.3388
"jmilk","cmilk","CUB",0.3388
"jmilk","cmilk","CYP",0.5324
"jmilk","cmilk","CZE",0.363
"jmilk","cmilk","DEU",0.5082
"jmilk","cmilk","DNK",0.5082
"jmilk","cmilk","DOM",0.3388
"jmilk","cmilk","DZA",0.5324
"jmilk","cmilk","ECU",0.3388
"jmilk","cmilk","EGY",0.4235
"jmilk","cmilk","ERI",0.484
"jmilk","cmilk","ETH",0.484
"jmilk","cmilk","FJI",0.4356
"jmilk","cmilk","FNP",0.5082
"jmilk","cmilk","FRP",0.5082
"jmilk","cmilk","GAB",0.4235
"jmilk","cmilk","GEO",0.242
"jmilk","cmilk","GHA",0.4235
"jmilk","cmilk","GIN",0.4235
"jmilk","cmilk","GMB",0.4235
"jmilk","cmilk","GNB",0.4235
"jmilk","cmilk","GRC",0.363
"jmilk","cmilk","GSA",0.3388
"jmilk","cmilk","GTM",0.3388
"jmilk","cmilk","HND",0.3388
"jmilk","cmilk","HRV",0.363
"jmilk","cmilk","HTI",0.3388
"jmilk","cmilk","HUN",0.363
"jmilk","cmilk","IDN",0.484
"jmilk","cmilk","IND",0.3993
"jmilk","cmilk","IRL",0.5082
"jmilk","cmilk","IRN",0.5324
"jmilk","cmilk","IRQ",0.5324
"jmilk","cmilk","ISL",0.5082
"jmilk","cmilk","ISR",0.3993
"jmilk","cmilk","ITP",0.5082
"jmilk","cmilk","JAM",0.4356
"jmilk","cmilk","JOR",0.5324
"jmilk","cmilk","JPN",0.3146
"jmilk","cmilk","KAZ",0.242
"jmilk","cmilk","KEN",0.4235
"jmilk","cmilk","KGZ",0.242
"jmilk","cmilk","KHM",0.484
"jmilk","cmilk","KOR",0.5324
"jmilk","cmilk","LAO",0.484
"jmilk","cmilk","LBN",0.5324
"jmilk","cmilk","LBY",0.5324
"jmilk","cmilk","LKA",0.4356
"jmilk","cmilk","LSO",0.484
"jmilk","cmilk","MDA",0.363
"jmilk","cmilk","MEX",0.4235
"jmilk","cmilk","MLI",0.484
"jmilk","cmilk","MMR",0.4235
"jmilk","cmilk","MNG",0.4356
"jmilk","cmilk","MOR",0.5324
"jmilk","cmilk","MOZ",0.484
"jmilk","cmilk","MRT",0.484
"jmilk","cmilk","MWI",0.484
"jmilk","cmilk","MYS",0.3388
"jmilk","cmilk","NAM",0.484
"jmilk","cmilk","NER",0.484
"jmilk","cmilk","NGA",0.484
"jmilk","cmilk","NIC",0.3388
"jmilk","cmilk","NLD",0.5082
"jmilk","cmilk","NOR",0.5082
"jmilk","cmilk","NPL",0.4356
"jmilk","cmilk","NZL",0.3993
"jmilk","cmilk","OAO",0.4356
"jmilk","cmilk","OBN",0.363
"jmilk","cmilk","OIO",0.4356
"jmilk","cmilk","OPO",0.4356
"jmilk","cmilk","OSA",0.484
"jmilk","cmilk","PAK",0.363
"jmilk","cmilk","PAN",0.3388
"jmilk","cmilk","PER",0.3388
"jmilk","cmilk","PHL",0.3872
"jmilk","cmilk","PNG",0.4356
"jmilk","cmilk","POL",0.363
"jmilk","cmilk","PRK",0.4356
"jmilk","cmilk","PRT",0.5082
"jmilk","cmilk","PRY",0.3388
"jmilk","cmilk","PSE",0.4235
"jmilk","cmilk","RAP",0.5324
"jmilk","cmilk","ROU",0.363
"jmilk","cmilk","RUS",0.242
"jmilk","cmilk","RWA",0.4235
"jmilk","cmilk","SAU",0.5324
"jmilk","cmilk","SDN",0.484
"jmilk","cmilk","SEN",0.4235
"jmilk","cmilk","SLB",0.4356
"jmilk","cmilk","SLE",0.4235
"jmilk","cmilk","SLV",0.3388
"jmilk","cmilk","SOM",0.484
"jmilk","cmilk","SPP",0.5082
"jmilk","cmilk","SVK",0.363
"jmilk","cmilk","SVN",0.363
"jmilk","cmilk","SWE",0.5082
"jmilk","cmilk","SWZ",0.484
"jmilk","cmilk","SYR",0.5324
"jmilk","cmilk","TGO",0.4235
"jmilk","cmilk","THA",0.363
"jmilk","cmilk","TJK",0.242
"jmilk","cmilk","TKM",0.242
"jmilk","cmilk","TUN",0.5324
"jmilk","cmilk","TUR",0.484
"jmilk","cmilk","TZA",0.4235
"jmilk","cmilk","UGA",0.4235
"jmilk","cmilk","UKP",0.5082
"jmilk","cmilk","UKR",0.242
"jmilk","cmilk","URY",0.3388
"jmilk","cmilk","USA",0.4477
"jmilk","cmilk","UZB",0.242
"jmilk","cmilk","VEN",0.3388
"jmilk","cmilk","VNM",0.363
"jmilk","cmilk","YEM",0.5324
"jmilk","cmilk","ZAF",0.3993
"jmilk","cmilk","ZMB",0.484
"jmilk","cmilk","ZWE",0.484
"jmilk","cbarl","AFG",-0.0484
"jmilk","cbarl","ARG",-0.0242
"jmilk","cbarl","ARM",-0.0121
"jmilk","cbarl","AUT",-0.0121
"jmilk","cbarl","AZE",-0.0121
"jmilk","cbarl","BGD",-0.0484
"jmilk","cbarl","BLR",-0.0121
"jmilk","cbarl","BLT",-0.0121
"jmilk","cbarl","BLX",-0.0121
"jmilk","cbarl","BRA",-0.0121
"jmilk","cbarl","CHP",-0.0121
"jmilk","cbarl","COG",-0.0484
"jmilk","cbarl","CRB",-0.0484
"jmilk","cbarl","CYP",-0.0484
"jmilk","cbarl","DEU",-0.0121
"jmilk","cbarl","DNK",-0.0121
"jmilk","cbarl","DZA",-0.0484
"jmilk","cbarl","ERI",-0.0484
"jmilk","cbarl","ETH",-0.0484
"jmilk","cbarl","FNP",-0.0121
"jmilk","cbarl","FRP",-0.0121
"jmilk","cbarl","GEO",-0.0121
"jmilk","cbarl","IND",-0.0484
"jmilk","cbarl","IRL",-0.0121
"jmilk","cbarl","IRN",-0.0484
"jmilk","cbarl","IRQ",-0.0484
"jmilk","cbarl","ISL",-0.0121
"jmilk","cbarl","ITP",-0.0121
"jmilk","cbarl","JOR",-0.0484
"jmilk","cbarl","KAZ",-0.0121
"jmilk","cbarl","KGZ",-0.0121
"jmilk","cbarl","KHM",-0.0484
"jmilk","cbarl","KOR",-0.0484
"jmilk","cbarl","LAO",-0.0484
"jmilk","cbarl","LBN",-0.0484
"jmilk","cbarl","LBY",-0.0484
"jmilk","cbarl","MEX",-0.0121
"jmilk","cbarl","MMR",-0.0484
"jmilk","cbarl","MNG",-0.0484
"jmilk","cbarl","MOR",-0.0484
"jmilk","cbarl","NGA",-0.0484
"jmilk","cbarl","NLD",-0.0121
"jmilk","cbarl","NOR",-0.0121
"jmilk","cbarl","NPL",-0.0484
"jmilk","cbarl","OPO",-0.0484
"jmilk","cbarl","PAK",-0.0484
"jmilk","cbarl","PHL",-0.0484
"jmilk","cbarl","PRK",-0.0484
"jmilk","cbarl","PRT",-0.0121
"jmilk","cbarl","PSE",-0.0484
"jmilk","cbarl","RAP",-0.0484
"jmilk","cbarl","RUS",-0.0121
"jmilk","cbarl","SAU",-0.0484
"jmilk","cbarl","SPP",-0.0121
"jmilk","cbarl","SWE",-0.0121
"jmilk","cbarl","SYR",-0.0484
"jmilk","cbarl","TJK",-0.0121
"jmilk","cbarl","TKM",-0.0121
"jmilk","cbarl","TUN",-0.0484
"jmilk","cbarl","TUR",-0.0484
"jmilk","cbarl","UKP",-0.0121
"jmilk","cbarl","UKR",-0.0121
"jmilk","cbarl","USA",-0.0121
"jmilk","cbarl","UZB",-0.0121
"jmilk","cbarl","VNM",-0.0484
"jmilk","cbarl","ZWE",-0.0484
"jmilk","cmaiz","AFG",-0.0484
"jmilk","cmaiz","AGO",-0.0484
"jmilk","cmaiz","ARG",-0.0484
"jmilk","cmaiz","AUS",-0.0242
"jmilk","cmaiz","BDI",-0.0484
"jmilk","cmaiz","BEN",-0.0484
"jmilk","cmaiz","BFA",-0.0484
"jmilk","cmaiz","BGD",-0.0484
"jmilk","cmaiz","BLZ",-0.0363
"jmilk","cmaiz","BOL",-0.0363
"jmilk","cmaiz","BRA",-0.0484
"jmilk","cmaiz","BTN",-0.0484
"jmilk","cmaiz","BWA",-0.0484
"jmilk","cmaiz","CAF",-0.0484
"jmilk","cmaiz","CAN",-0.0121
"jmilk","cmaiz","CHL",-0.0363
"jmilk","cmaiz","CHM",-0.0242
"jmilk","cmaiz","CIV",-0.0484
"jmilk","cmaiz","CMR",-0.0484
"jmilk","cmaiz","COD",-0.0484
"jmilk","cmaiz","COG",-0.0484
"jmilk","cmaiz","COL",-0.0363
"jmilk","cmaiz","CRB",-0.0484
"jmilk","cmaiz","CRI",-0.0363
"jmilk","cmaiz","CUB",-0.0363
"jmilk","cmaiz","CYP",-0.0484
"jmilk","cmaiz","DJI",-0.0484
"jmilk","cmaiz","DOM",-0.0363
"jmilk","cmaiz","DZA",-0.0484
"jmilk","cmaiz","ECU",-0.0363
"jmilk","cmaiz","EGY",-0.0605
"jmilk","cmaiz","ERI",-0.0484
"jmilk","cmaiz","ETH",-0.0484
"jmilk","cmaiz","FJI",-0.0484
"jmilk","cmaiz","GAB",-0.0484
"jmilk","cmaiz","GHA",-0.0484
"jmilk","cmaiz","GIN",-0.0484
"jmilk","cmaiz","GNB",-0.0484
"jmilk","cmaiz","GSA",-0.0363
"jmilk","cmaiz","GTM",-0.0363
"jmilk","cmaiz","HND",-0.0363
"jmilk","cmaiz","HTI",-0.0363
"jmilk","cmaiz","IDN",-0.0484
"jmilk","cmaiz","IND",-0.0484
"jmilk","cmaiz","IRN",-0.0484
"jmilk","cmaiz","IRQ",-0.0484
"jmilk","cmaiz","ISR",-0.0121
"jmilk","cmaiz","JAM",-0.0484
"jmilk","cmaiz","JOR",-0.0484
"jmilk","cmaiz","JPN",-0.0121
"jmilk","cmaiz","KEN",-0.0484
"jmilk","cmaiz","KHM",-0.0484
"jmilk","cmaiz","KOR",-0.0484
"jmilk","cmaiz","LAO",-0.0484
"jmilk","cmaiz","LBN",-0.0484
"jmilk","cmaiz","LBR",-0.0484
"jmilk","cmaiz","LBY",-0.0484
"jmilk","cmaiz","LKA",-0.0484
"jmilk","cmaiz","LSO",-0.0484
"jmilk","cmaiz","MDG",-0.0484
"jmilk","cmaiz","MLI",-0.0484
"jmilk","cmaiz","MMR",-0.0484
"jmilk","cmaiz","MNG",-0.0484
"jmilk","cmaiz","MOR",-0.0484
"jmilk","cmaiz","MOZ",-0.0484
"jmilk","cmaiz","MRT",-0.0484
"jmilk","cmaiz","MWI",-0.0484
"jmilk","cmaiz","MYS",-0.0484
"jmilk","cmaiz","NAM",-0.0484
"jmilk","cmaiz","NER",-0.0484
"jmilk","cmaiz","NGA",-0.0484
"jmilk","cmaiz","NIC",-0.0363
"jmilk","cmaiz","NPL",-0.0484
"jmilk","cmaiz","NZL",-0.0121
"jmilk","cmaiz","OAO",-0.0484
"jmilk","cmaiz","OIO",-0.0484
"jmilk","cmaiz","OPO",-0.0484
"jmilk","cmaiz","PAK",-0.0484
"jmilk","cmaiz","PAN",-0.0363
"jmilk","cmaiz","PER",-0.0363
"jmilk","cmaiz","PHL",-0.0484
"jmilk","cmaiz","PNG",-0.0484
"jmilk","cmaiz","PRK",-0.0484
"jmilk","cmaiz","PRY",-0.0363
"jmilk","cmaiz","RAP",-0.0484
"jmilk","cmaiz","RWA",-0.0484
"jmilk","cmaiz","SAU",-0.0484
"jmilk","cmaiz","SDN",-0.0484
"jmilk","cmaiz","SEN",-0.0484
"jmilk","cmaiz","SLE",-0.0484
"jmilk","cmaiz","SLV",-0.0363
"jmilk","cmaiz","SOM",-0.0484
"jmilk","cmaiz","SWZ",-0.0484
"jmilk","cmaiz","SYR",-0.0484
"jmilk","cmaiz","TCD",-0.0484
"jmilk","cmaiz","TGO",-0.0484
"jmilk","cmaiz","THA",-0.0484
"jmilk","cmaiz","TLS",-0.0484
"jmilk","cmaiz","TUN",-0.0484
"jmilk","cmaiz","TUR",-0.0484
"jmilk","cmaiz","TZA",-0.0484
"jmilk","cmaiz","UGA",-0.0484
"jmilk","cmaiz","URY",-0.0363
"jmilk","cmaiz","USA",-0.0121
"jmilk","cmaiz","VEN",-0.0363
"jmilk","cmaiz","VNM",-0.0484
"jmilk","cmaiz","VUT",-0.0484
"jmilk","cmaiz","YEM",-0.0484
"jmilk","cmaiz","ZAF",-0.0121
"jmilk","cmaiz","ZMB",-0.0484
"jmilk","cmaiz","ZWE",-0.0484
"jmilk","cwhea","AGO",-0.0242
"jmilk","cwhea","ALB",-0.0242
"jmilk","cwhea","ARG",-0.0484
"jmilk","cwhea","ARM",-0.0242
"jmilk","cwhea","AUS",-0.0121
"jmilk","cwhea","AUT",-0.0121
"jmilk","cwhea","AZE",-0.0242
"jmilk","cwhea","BDI",-0.0242
"jmilk","cwhea","BEN",-0.0242
"jmilk","cwhea","BFA",-0.0242
"jmilk","cwhea","BGD",-0.0605
"jmilk","cwhea","BGR",-0.0242
"jmilk","cwhea","BLR",-0.0242
"jmilk","cwhea","BLT",-0.0242
"jmilk","cwhea","BLX",-0.0121
"jmilk","cwhea","BLZ",-0.0363
"jmilk","cwhea","BOL",-0.0363
"jmilk","cwhea","BRA",-0.0605
"jmilk","cwhea","BWA",-0.0242
"jmilk","cwhea","CAN",-0.0242
"jmilk","cwhea","CHL",-0.0363
"jmilk","cwhea","CHM",-0.0242
"jmilk","cwhea","CHP",-0.0121
"jmilk","cwhea","COD",-0.0242
"jmilk","cwhea","COG",-0.0242
"jmilk","cwhea","COL",-0.0363
"jmilk","cwhea","CRB",-0.0242
"jmilk","cwhea","CRI",-0.0363
"jmilk","cwhea","CUB",-0.0363
"jmilk","cwhea","CYP",-0.0363
"jmilk","cwhea","CZE",-0.0242
"jmilk","cwhea","DEU",-0.0121
"jmilk","cwhea","DNK",-0.0121
"jmilk","cwhea","DOM",-0.0363
"jmilk","cwhea","DZA",-0.0363
"jmilk","cwhea","ECU",-0.0363
"jmilk","cwhea","ERI",-0.0242
"jmilk","cwhea","ETH",-0.0242
"jmilk","cwhea","FJI",-0.0242
"jmilk","cwhea","FNP",-0.0121
"jmilk","cwhea","FRP",-0.0121
"jmilk","cwhea","GEO",-0.0242
"jmilk","cwhea","GHA",-0.0242
"jmilk","cwhea","GIN",-0.0242
"jmilk","cwhea","GRC",-0.0242
"jmilk","cwhea","GSA",-0.0363
"jmilk","cwhea","GTM",-0.0363
"jmilk","cwhea","HND",-0.0363
"jmilk","cwhea","HRV",-0.0242
"jmilk","cwhea","HTI",-0.0363
"jmilk","cwhea","HUN",-0.0242
"jmilk","cwhea","IDN",-0.0484
"jmilk","cwhea","IRL",-0.0121
"jmilk","cwhea","IRN",-0.0363
"jmilk","cwhea","IRQ",-0.0363
"jmilk","cwhea","ISL",-0.0121
"jmilk","cwhea","ISR",-0.0242
"jmilk","cwhea","ITP",-0.0121
"jmilk","cwhea","JOR",-0.0363
"jmilk","cwhea","JPN",-0.0242
"jmilk","cwhea","KAZ",-0.0242
"jmilk","cwhea","KEN",-0.0242
"jmilk","cwhea","KGZ",-0.0242
"jmilk","cwhea","KHM",-0.0605
"jmilk","cwhea","KOR",-0.0605
"jmilk","cwhea","LAO",-0.0605
"jmilk","cwhea","LBN",-0.0363
"jmilk","cwhea","LBY",-0.0363
"jmilk","cwhea","LKA",-0.0605
"jmilk","cwhea","LSO",-0.0242
"jmilk","cwhea","MDA",-0.0242
"jmilk","cwhea","MDG",-0.0242
"jmilk","cwhea","MEX",-0.0484
"jmilk","cwhea","MLI",-0.0242
"jmilk","cwhea","MMR",-0.0484
"jmilk","cwhea","MNG",-0.0242
"jmilk","cwhea","MOR",-0.0363
"jmilk","cwhea","MOZ",-0.0242
"jmilk","cwhea","MRT",-0.0242
"jmilk","cwhea","MYS",-0.0363
"jmilk","cwhea","NAM",-0.0242
"jmilk","cwhea","NER",-0.0242
"jmilk","cwhea","NIC",-0.0363
"jmilk","cwhea","NLD",-0.0121
"jmilk","cwhea","NOR",-0.0121
"jmilk","cwhea","NPL",-0.0605
"jmilk","cwhea","NZL",-0.0242
"jmilk","cwhea","OAO",-0.0242
"jmilk","cwhea","OBN",-0.0242
"jmilk","cwhea","OIO",-0.0242
"jmilk","cwhea","OPO",-0.0242
"jmilk","cwhea","PAK",-0.0726
"jmilk","cwhea","PER",-0.0363
"jmilk","cwhea","PHL",-0.0484
"jmilk","cwhea","PNG",-0.0242
"jmilk","cwhea","POL",-0.0242
"jmilk","cwhea","PRK",-0.0242
"jmilk","cwhea","PRT",-0.0121
"jmilk","cwhea","PRY",-0.0363
"jmilk","cwhea","PSE",-0.0242
"jmilk","cwhea","RAP",-0.0363
"jmilk","cwhea","ROU",-0.0242
"jmilk","cwhea","RUS",-0.0242
"jmilk","cwhea","RWA",-0.0242
"jmilk","cwhea","SAU",-0.0363
"jmilk","cwhea","SEN",-0.0242
"jmilk","cwhea","SLV",-0.0363
"jmilk","cwhea","SOM",-0.0242
"jmilk","cwhea","SPP",-0.0121
"jmilk","cwhea","SVK",-0.0242
"jmilk","cwhea","SVN",-0.0242
"jmilk","cwhea","SWE",-0.0121
"jmilk","cwhea","SWZ",-0.0242
"jmilk","cwhea","SYR",-0.0363
"jmilk","cwhea","THA",-0.0363
"jmilk","cwhea","TJK",-0.0242
"jmilk","cwhea","TKM",-0.0242
"jmilk","cwhea","TUN",-0.0363
"jmilk","cwhea","TUR",-0.0363
"jmilk","cwhea","TZA",-0.0242
"jmilk","cwhea","UKP",-0.0121
"jmilk","cwhea","UKR",-0.0242
"jmilk","cwhea","URY",-0.0363
"jmilk","cwhea","USA",-0.0484
"jmilk","cwhea","UZB",-0.0242
"jmilk","cwhea","VEN",-0.0363
"jmilk","cwhea","VNM",-0.0363
"jmilk","cwhea","YEM",-0.0363
"jmilk","cwhea","ZAF",-0.0242
"jmilk","cwhea","ZMB",-0.0242
"jmilk","cwhea","ZWE",-0.0242
"jmilk","cocer","AFG",-0.0484
"jmilk","cocer","AGO",-0.0484
"jmilk","cocer","ARG",-0.0242
"jmilk","cocer","ARM",-0.0121
"jmilk","cocer","AUT",-0.0121
"jmilk","cocer","AZE",-0.0121
"jmilk","cocer","BDI",-0.0484
"jmilk","cocer","BFA",-0.0484
"jmilk","cocer","BGD",-0.0484
"jmilk","cocer","BLR",-0.0121
"jmilk","cocer","BLT",-0.0121
"jmilk","cocer","BLX",-0.0121
"jmilk","cocer","BRA",-0.0121
"jmilk","cocer","BWA",-0.0484
"jmilk","cocer","CHP",-0.0121
"jmilk","cocer","CIV",-0.0484
"jmilk","cocer","COD",-0.0484
"jmilk","cocer","COG",-0.0484
"jmilk","cocer","CRB",-0.0484
"jmilk","cocer","CYP",-0.0484
"jmilk","cocer","DEU",-0.0121
"jmilk","cocer","DNK",-0.0121
"jmilk","cocer","DZA",-0.0484
"jmilk","cocer","ERI",-0.0484
"jmilk","cocer","ETH",-0.0484
"jmilk","cocer","FNP",-0.0121
"jmilk","cocer","FRP",-0.0121
"jmilk","cocer","GEO",-0.0121
"jmilk","cocer","GHA",-0.0484
"jmilk","cocer","GIN",-0.0484
"jmilk","cocer","IDN",-0.0484
"jmilk","cocer","IND",-0.0484
"jmilk","cocer","IRL",-0.0121
"jmilk","cocer","IRQ",-0.0484
"jmilk","cocer","ISL",-0.0121
"jmilk","cocer","ITP",-0.0121
"jmilk","cocer","JOR",-0.0484
"jmilk","cocer","KAZ",-0.0121
"jmilk","cocer","KEN",-0.0484
"jmilk","cocer","KGZ",-0.0121
"jmilk","cocer","KHM",-0.0484
"jmilk","cocer","KOR",-0.0484
"jmilk","cocer","LAO",-0.0484
"jmilk","cocer","LBN",-0.0484
"jmilk","cocer","LBY",-0.0484
"jmilk","cocer","LSO",-0.0484
"jmilk","cocer","MEX",-0.0121
"jmilk","cocer","MLI",-0.0484
"jmilk","cocer","MMR",-0.0484
"jmilk","cocer","MNG",-0.0484
"jmilk","cocer","MOR",-0.0484
"jmilk","cocer","MRT",-0.0484
"jmilk","cocer","MWI",-0.0484
"jmilk","cocer","MYS",-0.0484
"jmilk","cocer","NER",-0.0484
"jmilk","cocer","NGA",-0.0484
"jmilk","cocer","NLD",-0.0121
"jmilk","cocer","NOR",-0.0121
"jmilk","cocer","NPL",-0.0484
"jmilk","cocer","OPO",-0.0484
"jmilk","cocer","PAK",-0.0484
